Gene = Clc
index = 1080
Annotated 5SS: [54]
Annotated 3SS: [1731]
SMsplice 5SS: [54]
SMsplice 3SS: [1435]
top_k =  1000
Partition function (log Z): -11.461421195583412

Sorted 5' Splice Sites (High to Low Probability):
Position 54: 0.5142721367633183
Position 632: 0.32782543858919505
Position 1478: 0.13710463700166217
Position 1678: 0.11889741181105214
Position 488: 0.04716465380528206
Position 1127: 0.039856800713901325
Position 2405: 0.01658917510712784
Position 1272: 0.0164457614345293
Position 1615: 0.011009312987869483
Position 48: 0.010254418434940543
Position 1560: 0.009391500912162766
Position 1899: 0.008205270620828467
Position 1684: 0.007235585859144448
Position 1132: 0.006648488490626561
Position 2387: 0.0033651564610395405
Position 503: 0.0030659415275909115
Position 600: 0.0025742085479503758
Position 157: 0.0025122404240121264
Position 40: 0.0019427753925864817
Position 549: 0.0019144659930016967
Position 240: 0.0016143621968707656
Position 784: 0.001347662065682344
Position 1352: 0.0010998791164604778
Position 1280: 0.0010533605073756332
Position 859: 0.0009265196871850317
Position 732: 0.0008973108345417387
Position 1694: 0.0008634129334438762
Position 1482: 0.0008460287114434922
Position 1150: 0.0008066916658466036
Position 32: 0.0008021740582270304
Position 1488: 0.0007554662343680119
Position 58: 0.000688724632975046
Position 1162: 0.0006674291071371842
Position 1290: 0.0006482937356822165
Position 519: 0.0006340235167772373
Position 729: 0.0006151631836373726
Position 170: 0.0005492376401119954
Position 770: 0.0005346540066526144
Position 753: 0.00046960857225556633
Position 2315: 0.00045726691971661435
Position 126: 0.00042153808346955945
Position 1318: 0.00040434207899639257
Position 909: 0.00038348706489821393
Position 410: 0.00034850225513457324
Position 779: 0.0003146331896534072
Position 1510: 0.0002680407803040879
Position 760: 0.00025778356771298923
Position 1000: 0.00019154173079515637
Position 583: 0.00017816217776485592
Position 727: 0.00017758913348301592
Position 232: 0.00017458507843746285
Position 295: 0.00016329738065075437
Position 1016: 0.00014617947054096085
Position 1350: 0.00013666457821555808
Position 180: 0.00011814588249689163
Position 1500: 8.109736601199433e-05
Position 1816: 7.448812617721346e-05
Position 707: 4.050201165392071e-05
Position 782: 3.7678294738190676e-05
Position 391: 3.375805473778116e-05
Position 291: 2.380903718225533e-05
Position 527: 1.5192898162536686e-05
Position 844: 1.419795746962714e-05
Position 373: 1.3579340642899093e-05
Position 658: 1.3531661564463103e-05
Position 511: 1.209730548643995e-05
Position 881: 8.617355629134989e-06
Position 1211: 7.085885035025042e-06
Position 653: 6.494092437986636e-06
Position 1242: 6.304218567301494e-06
Position 114: 5.418079617592232e-06
Position 636: 3.4062895771987627e-06
Position 542: 3.010404550063399e-06
Position 677: 2.2256240799095293e-06
Position 540: 1.8918432823098e-06
Position 553: 1.538083114455771e-06
Position 1296: 1.2223266673910378e-06
Position 663: 1.1992832180556185e-06
Position 661: 1.081131942566879e-06
Position 464: 9.363791927064035e-07
Position 1252: 9.180174466344649e-07
Position 577: 8.785143432882912e-07
Position 1021: 6.996351126835882e-07
Position 1237: 4.5884931103706325e-07
Position 561: 4.3650590906991385e-07
Position 425: 4.133535753937297e-07
Position 246: 2.9398356496095777e-07
Position 274: 2.2371448939042884e-07
Position 564: 1.732090944131726e-07
Position 244: 1.2340434404968022e-07
Position 616: 1.1379937369928127e-07
Position 609: 8.348094008507685e-08
Position 271: 3.6568574162218275e-08
Position 1094: 3.4594111637123443e-08
Position 257: 5.45980540031322e-09
Position 623: 3.0443154553434147e-10
Position 614: 2.0445065018212215e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1435: 0.30364500772240854
Position 1731: 0.20978704455903788
Position 858: 0.17451019727570363
Position 280: 0.12508748440985165
Position 1194: 0.09369648266085574
Position 1564: 0.061834521784030864
Position 271: 0.05359058167824749
Position 1214: 0.05248173649830121
Position 1553: 0.03957681389853448
Position 1592: 0.03506264039946458
Position 999: 0.030423408759247834
Position 404: 0.01954960327232397
Position 2526: 0.01788375480502114
Position 1980: 0.01724869292625709
Position 691: 0.013067091313684063
Position 2575: 0.011623539013350347
Position 1609: 0.006911193958244837
Position 1886: 0.004848695250449181
Position 385: 0.003598887177340762
Position 1332: 0.003374166108636225
Position 487: 0.0031504664955140766
Position 2314: 0.0026715087092652255
Position 1526: 0.002648128004858376
Position 1048: 0.002475426555489174
Position 1777: 0.0020420993878816963
Position 1247: 0.0018102709845287952
Position 720: 0.0017028198533989584
Position 631: 0.0015547999292542707
Position 812: 0.0013619328920545948
Position 2562: 0.0012791095342672902
Position 1713: 0.0008790197830217017
Position 826: 0.0008677767809031532
Position 2466: 0.0008292081031209902
Position 2674: 0.0008249524445343475
Position 600: 0.0007033912502711464
Position 464: 0.0006932540940575259
Position 1774: 0.0005322508942507655
Position 1086: 0.0004623170184016981
Position 1661: 0.00024650747399074805
Position 145: 0.00023811023407491652
Position 253: 0.00022059166823467158
Position 760: 0.0002143733697332523
Position 1455: 0.0001945211230730207
Position 653: 0.00013199657667403638
Position 1757: 0.00012901911176668694
Position 1742: 0.00012250279961421946
Position 1622: 0.00011646437253370622
Position 257: 0.00011557231171706111
Position 310: 0.0001051792686168718
Position 2622: 0.00010268013709959913
Position 527: 9.936849026369166e-05
Position 1500: 9.688321341547782e-05
Position 909: 9.61330735693046e-05
Position 2644: 7.171893608796698e-05
Position 636: 3.7748566273739304e-05
Position 1127: 9.276965273156206e-06
Position 336: 4.019092361371555e-06
Position 1094: 3.7623560262850678e-06
Position 1272: 2.9069887406872746e-06
Position 1132: 2.6633376055790426e-06
Position 540: 7.981436580872824e-08
Position 362: 4.365520126499907e-08
