Gene = Bet3
index = 49
Annotated 5SS: [ 144 3118]
Annotated 3SS: [2706 3215]
SMsplice 5SS: [ 144 3118]
SMsplice 3SS: [2706 3215]
top_k =  1000
Partition function (log Z): -9.448609302221818

Sorted 5' Splice Sites (High to Low Probability):
Position 144: 0.5636084342644702
Position 220: 0.23596438356985566
Position 3108: 0.08288777210936712
Position 300: 0.08035779490185636
Position 186: 0.065000378010546
Position 2482: 0.05050199867102841
Position 38: 0.045747308639354424
Position 215: 0.03239050248998132
Position 3097: 0.028789723984819212
Position 2069: 0.01990287158221818
Position 181: 0.012431295366421628
Position 759: 0.009311480319867551
Position 1588: 0.007396151321756116
Position 2148: 0.003987454326890432
Position 2600: 0.0030871428287527368
Position 3132: 0.002647202153545176
Position 3085: 0.002059999355357145
Position 600: 0.0019298180474767387
Position 543: 0.0018686461129446687
Position 1900: 0.0016874864492011337
Position 17: 0.0015392153733030673
Position 304: 0.0014309290561904475
Position 2977: 0.0011820891504130439
Position 990: 0.00116809080709482
Position 3312: 0.001074786005141205
Position 1251: 0.0010161687701830428
Position 1017: 0.0007533480456348017
Position 306: 0.0006015273494978085
Position 3361: 0.0005563185400817046
Position 3563: 0.0005336268049165719
Position 2108: 0.0004572010586992946
Position 2407: 0.00042620276566356845
Position 1896: 0.00041670999496944887
Position 326: 0.000392736012372234
Position 308: 0.00033321703367510504
Position 1792: 0.00024013077251121184
Position 664: 0.0001980848285730393
Position 900: 0.0001979217208466684
Position 1074: 0.00015413473450865791
Position 2355: 0.0001507167574048037
Position 212: 0.0001355070636779234
Position 2259: 0.00012568045361383042
Position 2475: 0.00011387295819248264
Position 541: 0.00011351087070222399
Position 682: 0.00011299814830219624
Position 1612: 0.00010596137121697805
Position 1273: 0.00010192520931808231
Position 141: 9.791572270239614e-05
Position 4: 8.918227965486979e-05
Position 1265: 8.430865258889871e-05
Position 1122: 7.300012139836861e-05
Position 1131: 6.710367327034628e-05
Position 190: 6.44590874886116e-05
Position 3610: 4.848546601987996e-05
Position 1337: 4.5887146754322076e-05
Position 1875: 4.536499654300362e-05
Position 1180: 4.2690078094397403e-05
Position 966: 3.651668024426718e-05
Position 6: 1.7213223659740145e-05
Position 2575: 1.3367934600198301e-05
Position 2233: 1.3072004029289463e-05
Position 237: 9.140730371683174e-06
Position 2231: 5.621164229243239e-06
Position 1029: 5.594102998147712e-06
Position 1038: 5.186177703351761e-06
Position 1331: 5.051038126000769e-06
Position 1504: 4.3718290819785544e-06
Position 444: 4.236207718223501e-06
Position 90: 4.219515927724344e-06
Position 75: 2.1360217147501855e-06
Position 312: 7.938308281692338e-07
Position 148: 6.552238389469039e-07
Position 229: 1.6752364441886586e-07
Position 310: 1.2413477493510068e-07
Position 260: 1.0382311177115311e-07
Position 448: 6.03420649335486e-09
Position 362: 3.9143861149779616e-10
Position 107: 2.97066692744841e-11
Position 124: 2.7162055210584326e-11
Position 425: 1.0674865474995679e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1977: 0.40531164431988076
Position 2706: 0.24939922375296458
Position 3215: 0.20978879506223982
Position 300: 0.06678267842907096
Position 391: 0.05816212242644287
Position 97: 0.0466960598241633
Position 2309: 0.0368369729379512
Position 1986: 0.028809088097968227
Position 3385: 0.02232498866332981
Position 1782: 0.019463288053963388
Position 3433: 0.018767346517692147
Position 2987: 0.014709016656612454
Position 2751: 0.009571104412396189
Position 3733: 0.00792894985890979
Position 2231: 0.0074486283474635
Position 3044: 0.007303057705614725
Position 1935: 0.006999974499361562
Position 1879: 0.005827128594196055
Position 2551: 0.005264129077916491
Position 2605: 0.004428972578253892
Position 3453: 0.003588518933773798
Position 1412: 0.0025565388326626933
Position 400: 0.0025490221338768824
Position 1743: 0.0021521381385792154
Position 2041: 0.0014758065688267033
Position 656: 0.0013835056178243142
Position 831: 0.0012870206551381384
Position 1914: 0.0012376711156159286
Position 206: 0.0011723565009597715
Position 2101: 0.0011699859540135185
Position 710: 0.001048883425255773
Position 3388: 0.0009710181775699858
Position 325: 0.0009702251436685671
Position 2345: 0.000936641389439632
Position 797: 0.0008756977711072843
Position 2186: 0.0008159297624051926
Position 371: 0.0007588108987254115
Position 974: 0.0007040946189097833
Position 304: 0.0006394748071296262
Position 2528: 0.0005897332953583322
Position 1292: 0.0005685290081108953
Position 349: 0.0005640557711930487
Position 411: 0.0004960827195289516
Position 3172: 0.00046414093096085407
Position 731: 0.0004315018275443089
Position 2588: 0.0004084983022062252
Position 1061: 0.00035221640545404125
Position 2737: 0.00034604273047895843
Position 2931: 0.0003105946983860714
Position 345: 0.0003070127254287826
Position 421: 0.0002857005980760145
Position 2454: 0.0002655612595608984
Position 1058: 0.00024646026265977706
Position 2189: 0.00017110945539033633
Position 3456: 0.00015814091826577456
Position 190: 0.00015789232730432793
Position 237: 0.00015175597701746257
Position 212: 0.00013626814995800436
Position 662: 0.00012359843789359643
Position 945: 9.763160710448698e-05
Position 1957: 9.067988994914341e-05
Position 2116: 8.811898091332557e-05
Position 2057: 8.505965075127437e-05
Position 896: 8.158836509662003e-05
Position 1721: 7.636080811296638e-05
Position 2024: 7.433211736077613e-05
Position 2148: 6.196057494343074e-05
Position 600: 5.9787940043191945e-05
Position 1265: 5.863884594414147e-05
Position 1204: 5.2523091368047004e-05
Position 541: 4.147917591039068e-05
Position 224: 4.1377360911798135e-05
Position 978: 3.8368230292000174e-05
Position 3748: 3.491412492096548e-05
Position 1883: 3.4786180864523135e-05
Position 956: 3.3981038601845874e-05
Position 219: 2.98495381622948e-05
Position 1174: 2.6196289312941467e-05
Position 245: 2.3372450507310167e-05
Position 200: 2.2421989718221502e-05
Position 653: 2.1772759606794184e-05
Position 1097: 2.1387573052410334e-05
Position 496: 2.0794633156423183e-05
Position 1085: 1.901423363732432e-05
Position 117: 1.8088337723193226e-05
Position 555: 1.7685156678425792e-05
Position 1100: 1.2874646028478543e-05
Position 858: 1.0895359344378657e-05
Position 782: 8.665278650219909e-06
Position 137: 6.6901786771855396e-06
Position 547: 5.5445188702848e-06
Position 502: 5.2844618478484206e-06
Position 56: 2.5862151559020413e-06
Position 47: 1.4366275305564566e-07
