Gene = frm
index = 1706
Annotated 5SS: [  376  6188  7541  7923  8669  9826 10081 10208 10540]
Annotated 3SS: [ 6057  7211  7693  7984  9786  9891 10144 10272 10599]
SMsplice 5SS: [  376  6188  7923  8875  9826 10081 10208 10540 10669]
SMsplice 3SS: [ 6057  7693  7984  8944  9891 10144 10272 10599 10731]
top_k =  1000
Partition function (log Z): 12.103534101359964

Sorted 5' Splice Sites (High to Low Probability):
Position 10208: 0.9965570953580878
Position 10540: 0.9945232154461356
Position 9826: 0.9892741324837548
Position 10081: 0.9670507341333386
Position 376: 0.9059039256447473
Position 6188: 0.7527591838899919
Position 7923: 0.6921908792651621
Position 8875: 0.6516990816700338
Position 10669: 0.6374061370537651
Position 7541: 0.6073641143277707
Position 32: 0.19357007524714726
Position 8855: 0.18541583291683214
Position 10984: 0.08613680963882134
Position 8669: 0.06645271679893631
Position 60: 0.05905882671908318
Position 5469: 0.034496109876945444
Position 9163: 0.017781836536449158
Position 7020: 0.015670087087601866
Position 9588: 0.013463594366733377
Position 7024: 0.012986000967854234
Position 4615: 0.01170700981613288
Position 7009: 0.009973601318295697
Position 7222: 0.008665315878084764
Position 1017: 0.007910814462163683
Position 872: 0.0073666608337803335
Position 126: 0.006952013981210633
Position 182: 0.005823211338947184
Position 11262: 0.005524330502585832
Position 9362: 0.005324185535107032
Position 5177: 0.005303200768651163
Position 12168: 0.004741555867845998
Position 8851: 0.004543541061282868
Position 9724: 0.0037651226573182143
Position 2266: 0.003752331458097993
Position 7547: 0.0032578722704422708
Position 10212: 0.003191923731286986
Position 6967: 0.002999649580591097
Position 7602: 0.0029222326623684854
Position 11614: 0.002788858094985858
Position 9037: 0.002708282541491928
Position 9347: 0.002583931680603857
Position 9793: 0.002554002124517294
Position 7520: 0.0023013148315644046
Position 1335: 0.0023001230223512283
Position 11175: 0.0022629131027623486
Position 192: 0.002051622536984471
Position 8766: 0.001823120951986985
Position 9830: 0.0015789395294865394
Position 9390: 0.0015309927529019922
Position 11133: 0.0014747849473876406
Position 12412: 0.0013719527473798844
Position 7895: 0.0012028983908612318
Position 7120: 0.0010161695212973505
Position 10704: 0.0009845882799101523
Position 4998: 0.0009183987563644131
Position 3623: 0.0008796479151687948
Position 6555: 0.0008175527868697013
Position 4564: 0.0008033136632566345
Position 10041: 0.0007918496466980742
Position 8819: 0.0007546850276306806
Position 8741: 0.0007539953902982236
Position 10917: 0.000729107933153995
Position 11244: 0.0006698512871478472
Position 7471: 0.0005793335679272494
Position 4390: 0.0005722840017656019
Position 7495: 0.0005681769218556314
Position 12581: 0.0005665204549974749
Position 4341: 0.00056313909554446
Position 6262: 0.0005618816734222039
Position 7506: 0.0005551921543417537
Position 8534: 0.0004457950014073226
Position 4377: 0.00043283283891865033
Position 7428: 0.0004264753775280321
Position 7995: 0.00041788167024595064
Position 8774: 0.0004175487493806722
Position 44: 0.00039349596223329174
Position 9892: 0.0003481069161999809
Position 1746: 0.0003268212540896213
Position 609: 0.00030425283901681726
Position 9904: 0.0002815857989706296
Position 11190: 0.00027391120432403013
Position 6192: 0.0001963300092521512
Position 194: 0.0001748443450750458
Position 1148: 0.0001712964147151848
Position 3107: 0.0001687685030500983
Position 4560: 0.00016834366060505186
Position 7845: 0.0001632240269676756
Position 11898: 0.00015002547748499873
Position 7969: 0.00012873681571229262
Position 9: 0.00011197934591278426
Position 3322: 0.00010716241164922241
Position 6158: 9.94475087774363e-05
Position 6652: 8.227193629781891e-05
