Gene = pHCl-1
index = 1833
Annotated 5SS: [  198  5410 19710 29200 29782 30471 31047 31475 31764 33272 34428 35946
 39218 40929 43273 46335 46891]
Annotated 3SS: [ 5067 19632 28221 29760 30381 30971 31409 31542 33188 34289 35792 39002
 40877 42675 46331 46779 47130]
SMsplice 5SS: [  195 29200 30471 31047 31475 31764 33272 34428 46891]
SMsplice 3SS: [28221 30381 30971 31409 31542 33188 34289 46779 47130]
top_k =  1000
Partition function (log Z): 0.023680204459517906

Sorted 5' Splice Sites (High to Low Probability):
Position 34428: 0.9994430709182562
Position 31475: 0.9981430849586016
Position 29200: 0.9782636156496212
Position 33272: 0.9762870381769986
Position 30471: 0.9697218975201707
Position 46891: 0.9089554451827807
Position 31047: 0.7831850509589804
Position 31764: 0.5956299070767782
Position 43273: 0.5435987177463109
Position 195: 0.18928472855232795
Position 431: 0.12887354026823025
Position 32149: 0.12613317416900088
Position 435: 0.12458180611772676
Position 198: 0.12207691659088672
Position 94: 0.10705610282001968
Position 32145: 0.09622586919161781
Position 2212: 0.09197040440280806
Position 40929: 0.08525700413000055
Position 39218: 0.0833285521766751
Position 18500: 0.08234514347479925
Position 447: 0.08193982967052156
Position 1128: 0.07581742227171957
Position 29782: 0.07534147224086093
Position 35946: 0.07511329356850992
Position 29954: 0.07507792701143418
Position 18245: 0.06485926503777278
Position 18411: 0.0616966282785807
Position 1110: 0.04236366675002581
Position 42890: 0.03832515248780207
Position 32117: 0.03661251053675601
Position 35062: 0.03591972035086434
Position 19710: 0.031961228482408226
Position 10823: 0.030922567032210038
Position 362: 0.0305638615946336
Position 33504: 0.030339869014079136
Position 31137: 0.027776899571458933
Position 31315: 0.024939180803277037
Position 36106: 0.02463464318804564
Position 31668: 0.021386388568729268
Position 28349: 0.020630145363947177
Position 16849: 0.02061052677019111
Position 18829: 0.020143528888604694
Position 32925: 0.017870868266222563
Position 3710: 0.01473711515898963
Position 1420: 0.013063166885021878
Position 2390: 0.012393801333094924
Position 31752: 0.012170583525721727
Position 32624: 0.01191109137926926
Position 47302: 0.011433942790299027
Position 31053: 0.011277381782418454
Position 32706: 0.010776471242458145
Position 31078: 0.010377119095856018
Position 33424: 0.010011806515980637
Position 30464: 0.009753383615440816
Position 121: 0.00913810741764237
Position 49336: 0.008066236718237304
Position 47274: 0.007970239691674777
Position 3125: 0.0074510531401066
Position 42212: 0.007351995854331447
Position 32134: 0.007265069406016936
Position 3915: 0.007052714327907277
Position 9223: 0.007008617229642639
Position 5410: 0.006339143467397037
Position 33934: 0.006176942413414412
Position 104: 0.005984249560552111
Position 2062: 0.0057190048912353865
Position 10876: 0.005107315220386017
Position 10946: 0.005025944388709593
Position 32561: 0.004995371383811582
Position 439: 0.004988636208773644
Position 47379: 0.004964641527805673
Position 19922: 0.004948231913335974
Position 857: 0.004896325762636334
Position 33509: 0.004852766490795699
Position 34153: 0.0048336323110050065
Position 31091: 0.004782612840789927
Position 33946: 0.004763377272336837
Position 15407: 0.004699243501105086
Position 47254: 0.0034054698961033104
Position 33707: 0.0033543808673932173
Position 32169: 0.003325348114787674
Position 31766: 0.003267977614839323
Position 48394: 0.0032552677498004644
Position 8751: 0.0027092666834957037
Position 32644: 0.0026593194336856775
Position 49327: 0.0026361487079613758
Position 31051: 0.0023031081496916453
Position 3161: 0.0022850577974879776
Position 32945: 0.002217707437097765
Position 33978: 0.0021492804439835088
Position 35642: 0.0021378986762947754
Position 32279: 0.0019962668582360183
Position 30590: 0.0019252876504236203
Position 32098: 0.0018558438045983964
Position 31097: 0.001833086526528413
Position 31883: 0.0017101275473081642
Position 31260: 0.0016010432140330351
Position 32074: 0.0015357098356122696
Position 47970: 0.0011752170147980418
Position 33693: 0.001170928178780194
Position 34074: 0.001159395560326693
Position 33695: 0.0011433189383452203
Position 378: 0.0011421626587956467
Position 32139: 0.001063652370699433
Position 35599: 0.0010115849580178186
Position 33697: 0.001009708505659996
Position 31608: 0.0009729449209327625
Position 33534: 0.0009460983728703411
Position 33699: 0.000940450552080677
Position 376: 0.0009296292762777248
Position 32153: 0.000928917371776835
Position 33691: 0.0008962984817653944
Position 33497: 0.0008876048254744511
Position 32127: 0.0008749699745043526
Position 35307: 0.0007473876445306914
Position 40249: 0.0007378452740855552
Position 33701: 0.0007187623409696993
Position 2472: 0.0007076799590770766
Position 32219: 0.0006612251668288376
Position 33545: 0.0006248807412292213
Position 35732: 0.0006220724554966542
Position 35793: 0.0005929900154455473
Position 31495: 0.000591520660680533
Position 1900: 0.0005431697627099127
Position 47374: 0.0005216578368351409
Position 33777: 0.0004993419278364822
Position 33703: 0.00048620715506413916
Position 33845: 0.00046079082694636944
Position 44338: 0.0004485448021733015
Position 47481: 0.0004412302312863024
Position 32836: 0.0004323399022316321
Position 32176: 0.0003935742175675717
Position 33711: 0.0003857501455141716
Position 32526: 0.0003693576180059677
Position 32841: 0.0003517462792710865
Position 38093: 0.00032370544579234095
Position 31503: 0.00032225047043320666
Position 34556: 0.0003206596635168224
Position 1167: 0.000285213289323456
Position 507: 0.00028392330556433024
Position 3441: 0.0002712748123581268
Position 41150: 0.00026953696013139487
Position 1416: 0.0002653141482956888
Position 497: 0.0002590971046960405
Position 44312: 0.00025338793161611183
Position 33495: 0.00025007136051923646
Position 273: 0.00023741385622402193
Position 2346: 0.00022615143055633422
Position 33007: 0.00022034552850193969
Position 31770: 0.0002003591144528214
Position 2502: 0.0001800751876499061
Position 647: 0.00017065177021108034
Position 33276: 0.00016345177148469482
