Gene = Shaw
index = 1500
Annotated 5SS: [3405 3578 3833 4387 5072 5580]
Annotated 3SS: [3459 3637 4167 4467 5450 8493]
SMsplice 5SS: [ 301 3405 3578 3833 4387 5072 5580]
SMsplice 3SS: [2689 3459 3637 4167 4467 5450 8511]
top_k =  1000
Partition function (log Z): 25.821193965976892

Sorted 5' Splice Sites (High to Low Probability):
Position 3578: 0.9999483845931202
Position 3833: 0.9997821667456657
Position 5580: 0.9989296379513753
Position 3405: 0.9965691476689054
Position 4387: 0.993168022150126
Position 5072: 0.9906356633160601
Position 301: 0.6751160941023671
Position 2384: 0.2939205580154287
Position 2635: 0.15333104076410745
Position 2858: 0.14519132011140662
Position 2907: 0.1310779814707586
Position 1645: 0.11899326982407259
Position 311: 0.09543036865065482
Position 7012: 0.08997378612364458
Position 2720: 0.08946457472896571
Position 8643: 0.06275374987386288
Position 119: 0.05486167083727483
Position 124: 0.04986035028743364
Position 10429: 0.045288684354776704
Position 520: 0.04150540653111498
Position 10098: 0.02959594078069282
Position 7717: 0.02372880209170856
Position 1877: 0.02339457100183325
Position 6077: 0.02181737004697933
Position 2997: 0.020151413434453744
Position 5254: 0.01705765073162273
Position 5335: 0.014952848808797475
Position 384: 0.01431640515049351
Position 5345: 0.010502856237841236
Position 2917: 0.009280988689789911
Position 1987: 0.009173505068146936
Position 5093: 0.009124994328289565
Position 1462: 0.007997533990159098
Position 7660: 0.007778076681805422
Position 1892: 0.0075459230126533675
Position 5839: 0.007072642769574351
Position 8966: 0.0069943517582592
Position 2381: 0.006850280741774007
Position 628: 0.005834474739472889
Position 4494: 0.005773126745121962
Position 400: 0.005672417030392052
Position 1148: 0.005473576287471585
Position 2177: 0.0052801541569106715
Position 1485: 0.00482484057761817
Position 954: 0.004820442727437501
Position 5348: 0.004813762448403476
Position 3241: 0.004343647416234584
Position 1659: 0.004016979020058622
Position 7155: 0.0038550340265586587
Position 5360: 0.0036375210840699597
Position 2578: 0.0036265876843938824
Position 7413: 0.003530427986309044
Position 2657: 0.00337976421068096
Position 1312: 0.0032974603480422494
Position 958: 0.0032333242389622307
Position 4899: 0.0028285505466732357
Position 534: 0.0025843534081788026
Position 536: 0.002434157944791066
Position 2087: 0.002399637057685809
Position 4289: 0.002368989642027224
Position 7136: 0.0023216484054051413
Position 7977: 0.002219565976480381
Position 783: 0.002129373271430646
Position 2717: 0.0020554503678203375
Position 839: 0.0019886473779298468
Position 761: 0.001858868182584243
Position 127: 0.0018417174663507613
Position 532: 0.0018256256341935046
Position 463: 0.001739443575665312
Position 1025: 0.0016071426061162882
Position 2311: 0.0012344859766793602
Position 117: 0.0012143189952068035
Position 8007: 0.0012001123848292764
Position 4060: 0.0011589986936384315
Position 4930: 0.0011341276988364546
Position 2467: 0.001082691683491425
Position 1415: 0.0009074367537584728
Position 1345: 0.0008882592561506975
Position 7346: 0.0008526228612163164
Position 735: 0.0008347688020355341
Position 549: 0.0008219342964098038
Position 2463: 0.0008206090621539963
Position 4833: 0.0007590744553640537
Position 6022: 0.0007586694298529084
Position 1921: 0.0007006100560079131
Position 5684: 0.0006709349614613027
Position 4009: 0.0006136704374473785
Position 2335: 0.0005927823237887501
Position 122: 0.0005831252889340269
Position 2037: 0.0005811265643205052
Position 7062: 0.0005290110148329493
Position 5295: 0.000497180429617026
Position 8185: 0.0004787330991886968
Position 3034: 0.00045549518045676915
