Gene = Nle
index = 1323
Annotated 5SS: [1033 1442 1624]
Annotated 3SS: [1090 1496 1682]
SMsplice 5SS: [1033 1442 1624]
SMsplice 3SS: [1090 1496 1682]
top_k =  1000
Partition function (log Z): 5.414368646245746

Sorted 5' Splice Sites (High to Low Probability):
Position 1624: 0.9977535706601396
Position 1033: 0.9908761732137723
Position 1442: 0.9808644633524607
Position 1212: 0.03998196358193971
Position 369: 0.00608820579340071
Position 483: 0.004654795255609998
Position 1305: 0.00413760505809118
Position 825: 0.003031982728439892
Position 542: 0.0030223876692789453
Position 311: 0.0029206343072734585
Position 1334: 0.0025940373081847945
Position 205: 0.0014469311689081833
Position 1273: 0.001373375699053084
Position 1613: 0.001334491322842364
Position 1309: 0.0013265182927764186
Position 939: 0.0013076600418071092
Position 581: 0.001193665250609306
Position 1024: 0.0009966045544023913
Position 551: 0.0009645676522106174
Position 330: 0.0004899662214824998
Position 1450: 0.00047016279350392564
Position 491: 0.0004199607429443085
Position 634: 0.0004080012459925223
Position 768: 0.0004058819885421969
Position 448: 0.0003563285568546466
Position 532: 0.0003006082284965644
Position 469: 0.00029452155064082954
Position 20: 0.0002685623834755607
Position 344: 0.00021549243092739028
Position 1389: 0.00021401094190448035
Position 996: 0.00017314106015341776
Position 658: 0.00016904736590003382
Position 698: 0.00016739500715628664
Position 1628: 0.0001554066174370997
Position 1243: 0.00012106884491094045
Position 378: 0.00010635580393307353
Position 816: 0.00010488474352092923
Position 360: 0.00010308156311626505
Position 420: 0.00010070264529938817
Position 1147: 8.287836282118372e-05
Position 1634: 7.912404270355412e-05
Position 1255: 7.185006287743516e-05
Position 1246: 6.787505601211785e-05
Position 1381: 6.424074366812374e-05
Position 342: 5.722012177399279e-05
Position 463: 4.9071501567813234e-05
Position 299: 4.0335792489895965e-05
Position 555: 3.0949757259291465e-05
Position 716: 2.804626971865544e-05
Position 1166: 2.3793379228180235e-05
Position 782: 2.1119046639857285e-05
Position 739: 1.4817127915297594e-05
Position 423: 1.4546762007221432e-05
Position 1599: 1.4402510243226196e-05
Position 261: 1.4124786543447195e-05
Position 1216: 1.4037258167914828e-05
Position 835: 1.3023633056511155e-05
Position 1338: 1.183036791190227e-05
Position 1363: 1.1681766602257726e-05
Position 1411: 1.114306690823459e-05
Position 1313: 1.0601453669728289e-05
Position 30: 9.312222779406742e-06
Position 592: 8.949124827583237e-06
Position 546: 8.306003997875878e-06
Position 59: 8.229496525866137e-06
Position 1453: 4.992027829695068e-06
Position 315: 4.142770047153042e-06
Position 394: 2.9921547970941563e-06
Position 1287: 2.6985468933166678e-06
Position 982: 2.1702167372480655e-06
Position 1063: 1.744696089344668e-06
Position 254: 1.5039141250240977e-06
Position 876: 1.4374466030931024e-06
Position 1589: 9.034181567559183e-07
Position 1159: 8.23862537122796e-07
Position 1358: 4.656481174009753e-07
Position 1372: 4.3854477609481244e-07
Position 1642: 3.10176134947676e-07
Position 1191: 3.06772446904935e-07
Position 1132: 2.404576971291308e-07
Position 917: 2.3272587748278148e-07
Position 42: 2.1202182939043375e-07
Position 969: 1.8722399402331203e-07
Position 908: 1.273681612103873e-07
Position 1553: 1.0426013033852e-07
Position 1152: 1.0223775380701126e-07
Position 135: 9.462243593548252e-08
Position 32: 5.769412792818454e-08
Position 1317: 5.4299250429810903e-08
Position 1672: 3.4032619347494696e-08
Position 1555: 1.551922688431749e-08
Position 1562: 6.516145653753653e-09
Position 1503: 3.3792557526319336e-11
Position 1134: 5.250922244026202e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1682: 0.9991281825281177
Position 1496: 0.9961237925826587
Position 1090: 0.9521853009653234
Position 1104: 0.038797716722896065
Position 1278: 0.025427888097149704
Position 867: 0.009687008958161415
Position 439: 0.006595341924422459
Position 1368: 0.006077750979022879
Position 531: 0.005526995997600974
Position 876: 0.0020563422625520006
Position 1305: 0.001857895321920562
Position 1076: 0.0013888526512292468
Position 1128: 0.0008863920650464889
Position 1309: 0.0008691942480056538
Position 1510: 0.0005788262916726842
Position 507: 0.0005591143268013054
Position 1503: 0.0005341560007843647
Position 1119: 0.00042721775043040854
Position 822: 0.0003195313424314441
Position 825: 0.00029650576219208865
Position 739: 0.000254555895326584
Position 1001: 0.00024264474898137817
Position 1516: 0.000202424141601338
Position 1721: 0.0001856951940105575
Position 74: 0.00016794865942228065
Position 894: 0.00016438152376822184
Position 356: 0.00012327421061677002
Position 629: 0.00012184231330718422
Position 1528: 0.0001168168057306509
Position 881: 9.387775010840537e-05
Position 721: 8.300773761136974e-05
Position 378: 6.11053150855896e-05
Position 668: 6.1006593976047355e-05
Position 83: 5.922449098012205e-05
Position 1421: 5.701021985131198e-05
Position 350: 5.539937644295618e-05
Position 641: 3.7885473599466516e-05
Position 463: 3.575123167085229e-05
Position 1095: 3.480658158519483e-05
Position 1467: 2.721122251048215e-05
Position 1732: 2.49585619665381e-05
Position 275: 2.495432962009234e-05
Position 1078: 2.122514598964873e-05
Position 542: 1.834560643214874e-05
Position 716: 1.8079799334066772e-05
Position 369: 1.7390655297419617e-05
Position 1328: 1.2681793046784888e-05
Position 744: 8.427849644309457e-06
Position 125: 8.106814119787194e-06
Position 1231: 7.3003285639728315e-06
Position 1206: 5.9612792056612946e-06
Position 589: 5.213192971348725e-06
Position 385: 5.099454091914616e-06
Position 1441: 3.7528366514381184e-06
Position 1531: 3.4546774842030425e-06
