Gene = OtopLb
index = 1351
Annotated 5SS: [1281 2378 2706 2992 4002]
Annotated 3SS: [1927 2552 2773 3056 4061]
SMsplice 5SS: [ 227 2706 2992 4002]
SMsplice 3SS: [2552 2773 3056 4061]
top_k =  1000
Partition function (log Z): 8.173496492554378

Sorted 5' Splice Sites (High to Low Probability):
Position 2706: 0.9986667425089188
Position 4002: 0.9904107442703136
Position 227: 0.9629381874469816
Position 2992: 0.9498478032999963
Position 2378: 0.4363472811104879
Position 3557: 0.2870138389752912
Position 969: 0.12056079240693802
Position 3366: 0.05929953140615653
Position 1281: 0.043604684924455295
Position 4334: 0.029971805492026077
Position 1087: 0.022803577184037954
Position 599: 0.021405098786642082
Position 1640: 0.0212648025315837
Position 4253: 0.020965167170770082
Position 595: 0.020801805187667263
Position 507: 0.014325935619140397
Position 859: 0.010248459644550774
Position 1772: 0.008914180156936988
Position 964: 0.008682794046042937
Position 1435: 0.0073635231867713626
Position 1558: 0.00676401414602989
Position 275: 0.006248604126629781
Position 1120: 0.006214631567044557
Position 872: 0.005784203754240823
Position 1385: 0.005194024125395797
Position 1203: 0.0035990227114864374
Position 472: 0.003591084477576414
Position 2956: 0.003387099368835347
Position 933: 0.0033130022769129646
Position 4171: 0.003290214892671518
Position 3269: 0.0032809897292406165
Position 1987: 0.003095426336380775
Position 431: 0.0024992648890571163
Position 2407: 0.002306427000023218
Position 1002: 0.002280916551109952
Position 1367: 0.0021144256698271253
Position 1133: 0.0020788770767533704
Position 1414: 0.001976604963367949
Position 586: 0.0017837376810686456
Position 667: 0.0016639307099868814
Position 1539: 0.0015942167643543848
Position 3376: 0.001482645472510133
Position 2910: 0.0011662645205703739
Position 3092: 0.0011487192827840866
Position 1261: 0.0011185207293810616
Position 2939: 0.0010979902404554282
Position 2898: 0.0010691065846569871
Position 3320: 0.001001857653687138
Position 1867: 0.0009552910663736395
Position 289: 0.000955114143483521
Position 2853: 0.0007843201311507412
Position 232: 0.0007568172499903653
Position 2035: 0.0006759656737197224
Position 555: 0.000660533163734996
Position 216: 0.0006588044357052997
Position 85: 0.0006162227645767689
Position 643: 0.0006067509546606111
Position 1767: 0.0006032392522191224
Position 2028: 0.0004914262308219828
Position 55: 0.00048249390376249254
Position 4163: 0.00043816742993379727
Position 341: 0.0004127352847675949
Position 688: 0.0003961430456442046
Position 2389: 0.00039180624609520815
Position 2073: 0.0003668907071900213
Position 4232: 0.0003484901501449474
Position 1749: 0.0003359898890376114
Position 2710: 0.00031936263732728866
Position 2882: 0.00026544862845868087
Position 110: 0.00026236647962377715
Position 331: 0.00025066300748018843
Position 4629: 0.0002363544617671588
Position 777: 0.0002097242830104544
Position 4544: 0.00019423798137018254
Position 1860: 0.00018914309642865384
Position 2928: 0.00018715079520420418
Position 426: 0.0001836862763987893
Position 4006: 0.00018034678414747374
Position 2820: 0.00017919886890744457
Position 118: 0.0001676681452350598
Position 2816: 0.00014508813511424805
Position 1285: 0.00014034987769550417
Position 369: 0.0001354222599766776
Position 3992: 0.00011874935004957319
Position 846: 0.00011859025936217924
Position 3979: 9.811612937109377e-05
Position 886: 9.58330999106846e-05
Position 4197: 9.405479738833603e-05
Position 4165: 9.273146372851795e-05
Position 3572: 9.208880136594343e-05
Position 2832: 8.108840375316219e-05
Position 780: 8.013759825633009e-05
Position 2738: 7.819158539160578e-05
Position 1432: 7.769291604188306e-05
Position 3350: 7.284295031996723e-05
Position 839: 7.212164264468302e-05
Position 802: 7.165512091655387e-05
Position 1083: 7.101259475510148e-05
Position 4180: 7.050488227874484e-05
Position 1043: 6.431542159811243e-05
Position 4262: 5.927442817722923e-05
Position 611: 5.550903742255071e-05
Position 4596: 5.310242701709828e-05
Position 1751: 4.995807779474065e-05
Position 3452: 4.8926389009558275e-05
Position 418: 4.737455984775529e-05
Position 3970: 4.4401443859348334e-05
Position 3566: 3.839040135495538e-05
Position 3650: 3.5115221603334795e-05
Position 4396: 3.359741931218854e-05
Position 4220: 3.1886595932863684e-05
Position 3364: 3.160725394673706e-05
Position 788: 2.8100952743922637e-05
Position 799: 2.508127865647402e-05
Position 2947: 2.3833262134150168e-05
Position 174: 2.327880595471248e-05
Position 3947: 1.8916201934882532e-05
Position 6: 1.856395871331479e-05
Position 123: 1.6827145592889375e-05
Position 3013: 1.6772045182095564e-05
Position 3042: 1.5053534728685764e-05
Position 3955: 1.0061272964720943e-05
Position 4558: 1.002392693184568e-05
Position 2880: 9.415925072364758e-06
Position 4604: 8.877199867314823e-06
Position 3024: 7.6036251431023095e-06
Position 4018: 6.924870959257208e-06
Position 187: 6.009695864429791e-06
Position 2750: 5.973286504350345e-06
Position 424: 5.480261509615181e-06
Position 3155: 5.2821636643001355e-06
Position 3122: 4.526792409739785e-06
Position 547: 3.1345103593143884e-06
Position 2713: 2.921186629883822e-06
Position 192: 2.9017542575866236e-06
Position 3370: 1.8920925735609634e-06
Position 3895: 1.527204766497496e-06
Position 4633: 1.4473299182776208e-06
Position 3386: 1.3961045824487e-06
Position 2756: 1.1257920487602909e-06
Position 2785: 7.145152917550419e-07
Position 126: 7.021102137424968e-07
Position 495: 3.01223101326572e-07
Position 4656: 2.9636707909609895e-07
Position 4148: 1.217251414685938e-07
Position 3218: 1.0994415921800429e-07
Position 3710: 8.937338561265571e-08
Position 3869: 7.611699158589996e-08
Position 3642: 7.597906224861114e-08
Position 12: 6.013480116536759e-08
Position 2836: 3.695556214606048e-08
Position 3157: 3.585368017910028e-08
Position 3431: 2.4961255233045246e-08
Position 3691: 2.1275903571982473e-08
Position 4265: 2.004984905822399e-08
Position 3251: 1.9955455721896252e-08
Position 3274: 1.9523112575886082e-08
Position 3737: 1.4372738171154336e-08
Position 3474: 6.466271472020761e-09
Position 3907: 4.522752490733364e-09
Position 4376: 2.8875299955119366e-09
Position 1311: 2.2539047898858014e-09
Position 3548: 5.474938313801143e-10
Position 467: 5.412259544387928e-10
Position 2795: 4.3807305541462033e-10
Position 3494: 6.1801402953150965e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 4061: 0.9972093591070552
Position 2773: 0.9807958663364347
Position 3056: 0.9629184694477089
Position 2552: 0.956952226776963
Position 410: 0.2849725327228362
Position 3615: 0.17976524953636483
Position 1028: 0.12674163711992284
Position 2267: 0.06847050082049964
Position 3655: 0.06128119034499895
Position 1927: 0.060887189428669844
Position 3420: 0.05289555690689859
Position 813: 0.051799047894351406
Position 1473: 0.03813248530788327
Position 4305: 0.024278416602305893
Position 1432: 0.021453910463954725
Position 2508: 0.021113879932175242
Position 1930: 0.019744000904561975
Position 3916: 0.018961497798820132
Position 506: 0.018306524968870357
Position 4417: 0.017991827895745993
Position 3832: 0.01540876830298797
Position 1453: 0.014921004595775432
Position 1765: 0.014069788450019936
Position 2526: 0.013857417740547235
Position 1705: 0.009408494312528682
Position 1198: 0.00939537422387821
Position 1637: 0.007118813876997872
Position 2562: 0.006943087067119299
Position 3724: 0.006267591237111251
Position 3108: 0.005940118764068797
Position 4434: 0.0053939743397137425
Position 609: 0.004796507170745171
Position 2829: 0.004196604352236083
Position 1522: 0.003861494826673824
Position 1509: 0.0035578085070356114
Position 4706: 0.00341740901737078
Position 3943: 0.0033510236780309437
Position 839: 0.0030647251024657272
Position 4666: 0.0027342273148050138
Position 3424: 0.0024040887399132383
Position 1002: 0.0022089572394460816
Position 487: 0.0020801727772610462
Position 1055: 0.0020159817087160377
Position 3465: 0.0017367476791082985
Position 573: 0.0017126348193027847
Position 4220: 0.0014552178101224064
Position 3784: 0.001260090843811497
Position 1936: 0.0009606127711703395
Position 3763: 0.0009397850891105092
Position 1652: 0.0008743887687700063
Position 1798: 0.0008689065261582591
Position 2984: 0.000828968368694408
Position 2947: 0.0008201494515976687
Position 2917: 0.0008126374225961326
Position 3733: 0.0006942050429386466
Position 1969: 0.000654770829817067
Position 3841: 0.0004057699184550247
Position 421: 0.00038539154913610303
Position 1671: 0.00037141246750258195
Position 555: 0.0003637990038358108
Position 1771: 0.0003181952546914293
Position 2119: 0.00030566011418620305
Position 430: 0.00029718491075986063
Position 1491: 0.0002934330185049785
Position 3514: 0.00027442070055672417
Position 2601: 0.0002570051585235449
Position 4718: 0.0002567363247726767
Position 3268: 0.00025555450660026165
Position 1729: 0.0002484232142822156
Position 2888: 0.0002332172482320908
Position 3986: 0.00021475116081348493
Position 4424: 0.00020807516262114775
Position 3869: 0.0001971697563113961
Position 2785: 0.00018960497210833863
Position 3477: 0.0001802956653477839
Position 4613: 0.00016289409556548504
Position 3691: 0.00014235704553889952
Position 1006: 0.00011521550061203013
Position 4438: 0.00011393201002726815
Position 871: 0.0001125343507127164
Position 3091: 0.00011010402405687389
Position 2790: 9.271698119102318e-05
Position 4604: 8.803524760150361e-05
Position 4096: 8.098417970840164e-05
Position 3799: 7.578600603951811e-05
Position 3319: 7.457716151487712e-05
Position 4645: 7.457530968051051e-05
Position 643: 7.393279215529654e-05
Position 3069: 6.458023398938633e-05
Position 4633: 6.14588530952014e-05
Position 723: 5.084921586928159e-05
Position 4543: 4.996309910025509e-05
Position 2867: 4.838824186188035e-05
Position 4282: 4.333682781412906e-05
Position 4320: 4.0585341539213955e-05
Position 930: 3.737000378369078e-05
Position 3172: 3.194112795075409e-05
Position 3064: 3.095160296054944e-05
Position 908: 2.6932470430327047e-05
Position 4460: 2.496179608267926e-05
Position 4270: 2.4468649366650695e-05
Position 4185: 2.272166998592172e-05
Position 895: 1.71412886463925e-05
Position 586: 1.616498827948912e-05
Position 3181: 1.4893701527979514e-05
Position 3274: 1.3377005789150183e-05
Position 3085: 1.2486489254081757e-05
Position 226: 1.14709755549642e-05
Position 1373: 9.966034239730704e-06
Position 1979: 9.85728343686342e-06
Position 577: 9.586997716349782e-06
Position 4104: 7.223078499098653e-06
Position 4156: 7.119601508150508e-06
Position 318: 6.687124022794763e-06
Position 4564: 6.6483862767565736e-06
Position 981: 5.701267654687218e-06
Position 620: 5.523949814585413e-06
Position 2853: 5.157160645125969e-06
Position 978: 4.826336193823138e-06
Position 4450: 4.400190837481753e-06
Position 1059: 3.956672266875008e-06
Position 4629: 3.467491910767806e-06
Position 919: 3.3225842687208956e-06
Position 1272: 2.6688016222570545e-06
Position 2435: 2.2007857126553308e-06
Position 187: 1.9931170056436677e-06
Position 123: 1.944658322447818e-06
Position 4333: 1.7356440173894982e-06
Position 2996: 1.045674540313131e-06
Position 1043: 7.494198370327638e-07
Position 99: 5.492762897757047e-07
Position 3120: 4.6385167821230115e-07
Position 3002: 4.09754028725839e-07
Position 1675: 3.43113630519009e-07
Position 70: 3.255713524294883e-07
Position 1414: 2.334813715610202e-07
Position 1569: 1.8743064531757596e-07
Position 1343: 1.6086531106191366e-07
Position 4197: 8.577166957995803e-08
Position 52: 7.963551782681335e-08
Position 110: 6.162873767931202e-08
Position 264: 5.784559713707479e-08
Position 96: 3.8867123060837807e-08
Position 688: 2.7425003232014097e-08
Position 205: 2.4373857804033804e-08
Position 4247: 1.8475006265761964e-08
Position 232: 9.763212585061349e-09
Position 243: 4.006523500644774e-09
Position 249: 1.0129405671731651e-09
Position 656: 1.9525854100049074e-10
