Gene = Cka
index = 1077
Annotated 5SS: [ 119 1921 5578 5856]
Annotated 3SS: [1338 5099 5660 6368]
SMsplice 5SS: [1921 5578 5856]
SMsplice 3SS: [5099 5636 6368]
top_k =  1000
Partition function (log Z): -1.917321154823334

Sorted 5' Splice Sites (High to Low Probability):
Position 5578: 0.9858216587989719
Position 1921: 0.9741744736336361
Position 5856: 0.9412641943107254
Position 855: 0.2818431916191808
Position 119: 0.2518908351617139
Position 9219: 0.1741651867484184
Position 588: 0.13275784447617608
Position 6756: 0.07891776151342318
Position 6173: 0.0676167017010798
Position 315: 0.05618530584380621
Position 6511: 0.03843224430710999
Position 6539: 0.03331766756496369
Position 7088: 0.028087432864502247
Position 362: 0.019843079675657047
Position 195: 0.017347388671265097
Position 4602: 0.015130949462941726
Position 3195: 0.011839120310207226
Position 4119: 0.011265639863506587
Position 1783: 0.010047708490229009
Position 7354: 0.009248607041468071
Position 9515: 0.008819617594087911
Position 8516: 0.0077760344655244005
Position 8689: 0.006301782644157189
Position 818: 0.006214401357810736
Position 1795: 0.005464906236882347
Position 5582: 0.0049995479050576825
Position 7607: 0.004574915446108921
Position 1020: 0.004077293673111774
Position 861: 0.004008854679609307
Position 572: 0.003929760041363817
Position 6393: 0.0038437106920664404
Position 155: 0.0035198520600813305
Position 8646: 0.0031193576259993553
Position 822: 0.003097041501345553
Position 442: 0.002940861696080314
Position 2095: 0.0026306600346718266
Position 617: 0.002541487734696625
Position 2411: 0.0019768883737620794
Position 810: 0.001877520409983631
Position 4181: 0.0017566401844852603
Position 5183: 0.0017001303264537174
Position 8476: 0.0016984217121835171
Position 5807: 0.0016894321049478558
Position 668: 0.0016484679774555386
Position 9234: 0.0013849755912916499
Position 7909: 0.0013613783832485161
Position 1273: 0.0013106124339975313
Position 1266: 0.0011592936209958607
Position 1097: 0.0011458044080748522
Position 4139: 0.001134218871403958
Position 6294: 0.001114408927692721
Position 824: 0.001111087957816775
Position 146: 0.0010871675719376702
Position 2493: 0.0010419139095755694
Position 348: 0.0010297790179728458
Position 2099: 0.0010162735248268465
Position 674: 0.0010039083265461764
Position 2158: 0.0010016797486946066
Position 873: 0.0009501380606658024
Position 5412: 0.0009240398014865747
Position 2673: 0.0009182919229652631
Position 6305: 0.0009073218359285844
Position 871: 0.0009061858471612899
Position 919: 0.0008659816471405148
Position 2120: 0.0008657942782489361
Position 6914: 0.0008591342321682484
Position 869: 0.0008445116379420946
Position 875: 0.0008338458271851293
Position 1137: 0.0007870054789204713
Position 879: 0.000786135392493055
Position 624: 0.0007751067938083781
Position 2446: 0.0007696410034627186
Position 53: 0.0007610643930859626
Position 4427: 0.0007585912174903293
Position 399: 0.0007153163192644025
Position 4327: 0.0006603704129695225
Position 4300: 0.0006419675512498694
Position 570: 0.0006337792109605702
Position 343: 0.0005834613866034667
Position 7872: 0.0005413833639383602
Position 865: 0.0005357795340868671
Position 2270: 0.0005293654165733856
Position 1105: 0.0005277634025755131
Position 474: 0.0004367595749331992
Position 1149: 0.0004010924022252931
Position 867: 0.00037654088816530527
Position 323: 0.0003737638712061865
Position 814: 0.00036403993459278205
Position 2654: 0.00035074378150409504
Position 309: 0.00032988626558774265
Position 1154: 0.00032465239578379493
Position 3550: 0.00032024456037944187
Position 6480: 0.00030091744274319887
Position 6278: 0.00030016059755385714
Position 377: 0.0002897480028339741
Position 2170: 0.0002863353140639788
Position 460: 0.0002768153176939606
Position 3330: 0.00026046788344394865
Position 750: 0.0002575814126550551
Position 4913: 0.0002494424138313042
Position 4478: 0.00023778290537955892
Position 102: 0.0002218526736757293
Position 241: 0.00021296178187432387
Position 5830: 0.00019582291959257224
Position 1068: 0.0001915338209819752
Position 7145: 0.0001888618026311645
Position 3084: 0.0001777147169543234
Position 5427: 0.00014597313841657676
Position 243: 0.0001353361789436381
Position 4112: 0.0001290691544254484
Position 8856: 0.00012784240418490687
Position 6130: 0.00012170821194418031
Position 245: 0.00012098842424619403
Position 7085: 0.00012016400448552367
Position 6289: 0.0001195190173323994
Position 8566: 0.00011717867144713851
Position 2199: 0.0001143181412007529
Position 6040: 0.00010972937530338754
Position 239: 9.776833074537185e-05
Position 6486: 8.810059560274041e-05
Position 425: 7.152335962069707e-05
Position 1170: 6.918800229036819e-05
Position 3224: 6.269743738949309e-05
Position 6025: 6.144738714436624e-05
Position 956: 5.6927945053085985e-05
Position 8313: 5.126859827521491e-05
Position 1893: 4.687170155962275e-05
Position 655: 4.509254322412331e-05
Position 6108: 4.1340439983697934e-05
Position 970: 4.0459784392358805e-05
Position 859: 4.0165964435217796e-05
Position 546: 3.3438798500130086e-05
Position 6261: 3.3391821912172544e-05
Position 366: 3.3262717984947417e-05
Position 2152: 3.191028204840489e-05
Position 1122: 3.1743187435103196e-05
Position 2985: 3.0274548447794035e-05
Position 6629: 2.9301760893815138e-05
Position 6981: 2.846198755079495e-05
Position 3105: 2.5600845664154485e-05
Position 5984: 2.3227581314696513e-05
Position 1994: 1.8762563249229834e-05
Position 3574: 1.7899381407734496e-05
Position 2134: 1.6788161725462855e-05
Position 6413: 1.4171666290832224e-05
Position 427: 1.0358420711411495e-05
Position 26: 1.0003778034948739e-05
Position 5605: 8.735388853160345e-06
Position 5780: 8.463478814874355e-06
Position 5860: 7.645788063302515e-06
Position 6272: 7.607771760161068e-06
Position 5290: 7.1839920335046414e-06
Position 14: 6.943970972637828e-06
Position 7387: 6.686848831017031e-06
Position 446: 3.5799716818548186e-06
Position 581: 3.0830604941016514e-06
Position 364: 3.0073307763641893e-06
Position 599: 2.0453731319690307e-06
Position 6017: 1.8469569612346337e-06
Position 2290: 1.7484024233809891e-06
Position 6471: 1.352407105739574e-06
Position 5865: 9.7226151346322e-07
Position 5313: 8.843649339103563e-07
Position 2143: 8.815072993163326e-07
Position 6347: 8.20436469491155e-07
Position 5948: 5.798609308154636e-07
Position 6572: 5.39583609520532e-07
Position 231: 4.907382960611636e-07
Position 1157: 4.078958101255861e-07
Position 6112: 3.9672994402557133e-07
Position 1095: 3.9076413549613886e-07
Position 6033: 3.8813147571367404e-07
Position 2163: 3.5713414704155277e-07
Position 641: 3.438206211128245e-07
Position 259: 3.3946569849656885e-07
Position 826: 3.246861315983706e-07
Position 1006: 2.2047628138095488e-07
Position 549: 1.6641921040786915e-07
Position 5356: 1.4574644997597307e-07
Position 1925: 1.0091871943935298e-07
Position 5743: 9.032752903955211e-08
Position 721: 3.8397798017137474e-08
Position 5870: 3.576370999408075e-08
Position 247: 2.562254873891604e-08
Position 233: 2.3679877175523204e-08
Position 249: 4.9740942322018276e-09
Position 5372: 1.1802867363005902e-09
Position 2041: 1.3515194476956584e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5099: 0.9899682996802984
Position 5636: 0.7808105712613645
Position 6368: 0.48194765046662436
Position 9136: 0.39857620906831487
Position 1338: 0.38067870435237255
Position 266: 0.17689131388405194
Position 9442: 0.17252139719913046
Position 5660: 0.1474947636050751
Position 979: 0.0961256027819708
Position 9590: 0.0901708026470963
Position 9378: 0.08133520167965223
Position 6115: 0.06744561407172822
Position 375: 0.05024429671939229
Position 9612: 0.03797454949247606
Position 8424: 0.027514975452211956
Position 1857: 0.024352166382342874
Position 6563: 0.023464331629865883
Position 916: 0.021925728298277644
Position 3868: 0.0168718632525786
Position 9393: 0.015742974303864114
Position 546: 0.013928891923945828
Position 4259: 0.011119106698283839
Position 6231: 0.010356857420674275
Position 8047: 0.010263215837215161
Position 8575: 0.009608995764285108
Position 1993: 0.009448703114321525
Position 641: 0.007508666286227242
Position 5698: 0.007238280090386516
Position 6020: 0.00685459387842077
Position 850: 0.0066186098601356946
Position 5041: 0.006588774903542387
Position 5963: 0.006045277922999948
Position 2041: 0.004971413132403646
Position 1024: 0.004231478851776527
Position 5989: 0.004038860463602857
Position 5702: 0.0037669566309979697
Position 460: 0.0034697006115444753
Position 8721: 0.003147304869798711
Position 1040: 0.002839844824230302
Position 9390: 0.0025646279492475377
Position 6247: 0.002430019375390146
Position 2209: 0.002106077447312908
Position 5246: 0.0019116963333775544
Position 4362: 0.0017298134678602752
Position 8463: 0.0017098964092866944
Position 667: 0.001626256045462453
Position 2058: 0.0016146958108713982
Position 2345: 0.0015995477832929361
Position 274: 0.0015980573917355474
Position 8000: 0.0015530225386582131
Position 3874: 0.0015382050986893826
