Gene = TyrRS
index = 1578
Annotated 5SS: [ 699 1128 1514]
Annotated 3SS: [ 760 1189 1572]
SMsplice 5SS: [ 699 1128 1514]
SMsplice 3SS: [ 760 1189 1572]
top_k =  1000
Partition function (log Z): 5.502645462806997

Sorted 5' Splice Sites (High to Low Probability):
Position 699: 0.9988472097558695
Position 1514: 0.9892739466265784
Position 1128: 0.9277065478990737
Position 1132: 0.0448394912551239
Position 866: 0.03791531781934413
Position 1071: 0.01876406658584446
Position 509: 0.013013374977954191
Position 1849: 0.00273551001341376
Position 521: 0.0022850814039834444
Position 403: 0.0022657254195670305
Position 955: 0.001469891024604514
Position 590: 0.001079100837695389
Position 340: 0.0007829157739232754
Position 1302: 0.0006503120773058875
Position 1017: 0.000645254735101209
Position 1046: 0.0004314567526386757
Position 838: 0.0003817436863855128
Position 14: 0.0003595864984895447
Position 353: 0.0003460274575373181
Position 512: 0.00030781204652758704
Position 260: 0.00029641956423970457
Position 1311: 0.0002738881532749654
Position 452: 0.00023232776100903205
Position 1293: 0.000148780110873444
Position 62: 0.0001345908050910347
Position 646: 0.00012086283559503903
Position 439: 0.00010088961746975622
Position 1497: 8.390449367392414e-05
Position 367: 8.05796534672595e-05
Position 1063: 7.106883232016851e-05
Position 1691: 6.424940225946314e-05
Position 1305: 5.6471659931503136e-05
Position 1403: 5.353524384702545e-05
Position 470: 4.3423788101832025e-05
Position 907: 3.9214339873173565e-05
Position 313: 3.494788124237952e-05
Position 580: 3.091414839954057e-05
Position 1873: 3.0485468793884216e-05
Position 543: 2.9467517823314702e-05
Position 703: 2.9085000859053165e-05
Position 1398: 2.315524274158064e-05
Position 1518: 2.043233552350214e-05
Position 1227: 1.5378432414835927e-05
Position 558: 1.4312242019685142e-05
Position 658: 1.1930613949281853e-05
Position 223: 9.068074233472e-06
Position 1344: 9.064035981182357e-06
Position 316: 7.0371769456760075e-06
Position 271: 6.876629232373643e-06
Position 526: 6.342568082179302e-06
Position 407: 5.571292281614406e-06
Position 1318: 4.866977711898923e-06
Position 606: 4.613971469851142e-06
Position 473: 3.862250420802777e-06
Position 1586: 3.1488071475649524e-06
Position 1502: 3.1094365455417573e-06
Position 1847: 2.6433821045931567e-06
Position 1443: 2.379231231171286e-06
Position 1175: 2.191028939861667e-06
Position 1484: 2.1567531895497237e-06
Position 383: 1.899447572255459e-06
Position 1653: 1.2281424353658446e-06
Position 1437: 1.1414975273737163e-06
Position 916: 1.0990041607903834e-06
Position 215: 1.0608345780287304e-06
Position 611: 9.39233823549385e-07
Position 1589: 9.063902822820681e-07
Position 1742: 8.269299919697182e-07
Position 1693: 5.899492722829128e-07
Position 1601: 5.897769978923111e-07
Position 930: 5.83673977930866e-07
Position 430: 4.4759808314461536e-07
Position 900: 4.003871563755021e-07
Position 1390: 3.205334051094769e-07
Position 1158: 2.1424370468323155e-07
Position 921: 2.1388957915947648e-07
Position 1744: 1.7190539576956237e-07
Position 1629: 1.4349756155852913e-07
Position 203: 1.0402795350850947e-07
Position 985: 7.639589184076866e-08
Position 776: 4.155104287302689e-08
Position 1463: 1.8762173310516477e-08
Position 786: 1.745268603811721e-09
Position 1179: 6.283854254400505e-13
Position 760: 1.5139051856781665e-14
Position 1198: 7.209063970686066e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 760: 0.9986039108904304
Position 1189: 0.9963768015156497
Position 1572: 0.9882418396944916
Position 936: 0.034936501271351915
Position 565: 0.01836988533993477
Position 1921: 0.0022187272755321
Position 641: 0.0014472109083496232
Position 1942: 0.0008491940278934359
Position 1226: 0.0005747521291016381
Position 460: 0.0005462726641848087
Position 1356: 0.000485077976667623
Position 1653: 0.00040391800682679506
Position 1352: 0.00035927698831699433
Position 80: 0.0003187610436783911
Position 912: 0.0003163516426163322
Position 1720: 0.000298337605622763
Position 1390: 0.00015928673026271861
Position 465: 0.00012788013107115694
Position 1687: 0.00012293686016684008
Position 112: 0.00012099694614756006
Position 1120: 0.00011834861971422122
Position 783: 0.00011127434919208132
Position 1460: 8.993588546015948e-05
Position 1005: 8.516653319679634e-05
Position 940: 7.615641360437809e-05
Position 1090: 7.42876269737503e-05
Position 1629: 5.473559572909405e-05
Position 1610: 5.398462897318032e-05
Position 352: 5.241518655319771e-05
Position 427: 5.064666915192498e-05
Position 1017: 4.9621909031051873e-05
Position 1378: 4.478095456000623e-05
Position 646: 3.6663622588189436e-05
Position 115: 3.571391669678505e-05
Position 1403: 3.2195803720303993e-05
Position 723: 3.1534830581093384e-05
Position 619: 3.136567954343533e-05
Position 580: 2.633032265801263e-05
Position 307: 2.62145050429806e-05
Position 1418: 2.408242789283385e-05
Position 412: 2.1485583360193253e-05
Position 328: 2.092123189071727e-05
Position 1014: 1.9696191422535618e-05
Position 493: 1.551709188185901e-05
Position 1690: 1.4490526608524393e-05
Position 496: 1.366297464428894e-05
Position 1684: 1.1226802991586163e-05
Position 1672: 1.116259839025142e-05
Position 520: 7.750911219737247e-06
Position 439: 7.567854765684858e-06
Position 1128: 7.375853837319637e-06
Position 1232: 7.260296093904562e-06
Position 1885: 5.330497631044034e-06
Position 658: 5.112446466529835e-06
Position 1728: 4.731354054019213e-06
Position 946: 4.464844101290208e-06
Position 85: 4.2610546118951295e-06
Position 810: 4.206158741486336e-06
Position 1301: 3.878048683607326e-06
Position 1750: 3.468886106199448e-06
Position 1104: 3.090138172032467e-06
Position 394: 3.0873038521885877e-06
Position 506: 3.0797085259818855e-06
Position 843: 2.807679539899652e-06
Position 643: 2.756138105008243e-06
Position 403: 2.7485841134698938e-06
Position 1421: 2.696427147505472e-06
Position 1774: 2.563869256193199e-06
Position 966: 2.4913731909064946e-06
Position 801: 2.311933989856591e-06
Position 247: 2.171878440535807e-06
Position 1056: 1.8329847145235499e-06
Position 436: 1.7226537494388282e-06
Position 340: 1.666946855893007e-06
Position 589: 1.5516991940796767e-06
Position 1866: 1.5461650540371803e-06
Position 798: 1.349782135619817e-06
Position 846: 1.1075494820530625e-06
Position 1257: 1.0691080411166262e-06
Position 1236: 8.838890591581984e-07
Position 1239: 8.125720507576312e-07
Position 361: 7.75383390158045e-07
Position 1071: 7.080580919949454e-07
Position 417: 6.952535538296934e-07
Position 508: 6.935623303713456e-07
Position 739: 4.813541352518954e-07
Position 82: 4.599644992764726e-07
Position 954: 2.961021916300408e-07
Position 1469: 2.777372315993802e-07
Position 251: 2.500695895458216e-07
Position 849: 2.3257697492309287e-07
Position 1791: 1.832070714821096e-07
Position 1326: 1.5943280276160408e-07
Position 229: 1.1646792465020477e-07
Position 1068: 1.0158548582648405e-07
Position 1415: 9.774815680497209e-08
Position 133: 9.603446683208277e-08
Position 526: 7.738049500292555e-08
Position 1029: 7.460040958100377e-08
Position 1783: 7.394636015927282e-08
Position 1198: 7.168767492558933e-08
Position 972: 5.622611323346057e-08
Position 673: 5.4356956326389536e-08
Position 1266: 4.934512821679656e-08
Position 1669: 4.383589236023071e-08
Position 1430: 4.342401470602544e-08
Position 1158: 4.0423466789362326e-08
Position 1795: 2.6344998686691832e-08
Position 858: 2.421105154970604e-08
Position 1367: 2.3120410719321074e-08
Position 166: 1.6852724190264544e-08
Position 625: 1.416236032030634e-08
Position 577: 7.87126391806265e-09
Position 1645: 6.912949155139061e-09
Position 1514: 6.533945139204561e-09
Position 1490: 5.310115396905376e-09
Position 142: 2.2974047902891095e-09
Position 89: 7.07690579672028e-10
Position 260: 1.3546384510144144e-11
Position 196: 9.26807513645364e-13
Position 372: 6.092823736299844e-13
Position 154: 3.56488350377958e-15
