Gene = Prp3
index = 1389
Annotated 5SS: [1220]
Annotated 3SS: [1273]
SMsplice 5SS: [1220]
SMsplice 3SS: [1273]
top_k =  1000
Partition function (log Z): -6.41910220838159

Sorted 5' Splice Sites (High to Low Probability):
Position 1220: 0.7304153934586328
Position 1151: 0.26997935569134845
Position 1135: 0.02934200942069534
Position 133: 0.022144630670930213
Position 329: 0.020244558873751397
Position 75: 0.0033959722514820354
Position 745: 0.0015609686332987856
Position 437: 0.0014494332008854972
Position 895: 0.0011781074966474465
Position 468: 0.001105598404543291
Position 725: 0.00107600100843564
Position 815: 0.0006509037961692991
Position 1098: 0.0005873113351761421
Position 35: 0.0004756042826363475
Position 809: 0.000444874096058096
Position 824: 0.00028410462284238143
Position 80: 0.00026364921500967144
Position 1391: 0.00024106062651268258
Position 1751: 0.00013358771180048496
Position 129: 0.00013235396221835587
Position 257: 0.0001286401255960552
Position 790: 0.00012794020108082262
Position 861: 0.00012278268304053328
Position 936: 9.909808960095581e-05
Position 1880: 9.411588754818667e-05
Position 2025: 9.273123896983532e-05
Position 1940: 7.74595502255015e-05
Position 326: 6.504239743725392e-05
Position 1908: 6.274748097537758e-05
Position 37: 6.253641682677087e-05
Position 346: 4.581456718741237e-05
Position 1672: 4.3596348360494044e-05
Position 73: 3.8073450383702046e-05
Position 263: 3.060535772025892e-05
Position 631: 2.8099330942742333e-05
Position 260: 2.4197764230710757e-05
Position 1396: 2.3507478135797408e-05
Position 611: 1.9926649296430168e-05
Position 10: 1.318104737668209e-05
Position 2096: 1.2735558160698519e-05
Position 1095: 1.2230501081130991e-05
Position 119: 1.1669817346467913e-05
Position 1612: 1.1636849960496979e-05
Position 1803: 1.013841857321774e-05
Position 1489: 7.800807956685781e-06
Position 709: 7.718103723632993e-06
Position 567: 7.446738018560229e-06
Position 1858: 6.374159529849851e-06
Position 1711: 6.164214255447482e-06
Position 1439: 5.7233118227627276e-06
Position 1610: 5.182583782665543e-06
Position 1293: 4.061761363649539e-06
Position 368: 3.882923368502006e-06
Position 1773: 3.7020700365164007e-06
Position 1108: 3.677943188385706e-06
Position 27: 3.667603184028054e-06
Position 1624: 3.3782416833522346e-06
Position 1618: 3.1062868849423513e-06
Position 1224: 2.5769177694841495e-06
Position 1843: 1.6309593637430374e-06
Position 352: 1.556187579125171e-06
Position 1441: 1.401291794307521e-06
Position 1735: 1.3293458019490396e-06
Position 1963: 1.2806383709830456e-06
Position 1081: 1.1368069464852297e-06
Position 1714: 5.906954416944337e-07
Position 154: 5.906284863066745e-07
Position 1738: 5.63776027086435e-07
Position 1029: 5.143256365565007e-07
Position 2065: 3.900283365526897e-07
Position 1864: 3.660718441214006e-07
Position 2134: 1.8761656601395645e-07
Position 183: 8.353810131644194e-08
Position 2108: 6.838495734254701e-08
Position 222: 2.0832436980419346e-08
Position 472: 2.020579377517709e-08
Position 304: 1.7194817426941283e-08
Position 180: 2.3038253662330155e-09
Position 1733: 6.879485071729173e-11
Position 1349: 6.597012007283254e-11
Position 1291: 5.852490699957583e-11
Position 493: 5.0605744529167755e-11
Position 792: 1.9903545357133464e-11
Position 1744: 1.27383250535431e-11
Position 912: 5.088549522343682e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1273: 0.9922304796003732
Position 1192: 0.026892599474537413
Position 1065: 0.01230255214818528
Position 378: 0.012105105761812117
Position 1009: 0.008768608340742568
Position 201: 0.0076981246625506955
Position 1212: 0.006718093471456655
Position 154: 0.004068921779226896
Position 1317: 0.0034948933973217317
Position 247: 0.0017947089286787085
Position 231: 0.001418006553168161
Position 1344: 0.0011266641860307593
Position 1062: 0.001101698639767329
Position 1291: 0.0008164128837674548
Position 880: 0.0006382050330370741
Position 493: 0.0005635644608605241
Position 1953: 0.00041695971939730535
Position 1485: 0.00040351581791942854
Position 502: 0.00034996343050430073
Position 2149: 0.00034415699285745286
Position 621: 0.0003051593662602296
Position 780: 0.0002595691829847339
Position 1956: 0.0002232857889817606
Position 405: 0.00021982380726342284
Position 611: 0.0001687074750427807
Position 945: 0.0001646611275566832
Position 384: 0.00015658369119512237
Position 1174: 0.00013210541598722658
Position 1455: 0.0001255122807253831
Position 899: 0.00011870846352681864
Position 315: 8.411149718452914e-05
Position 975: 8.405487570654041e-05
Position 846: 8.387211120278525e-05
Position 1321: 8.024362744674636e-05
Position 1122: 7.709065240573231e-05
Position 216: 6.236308074229436e-05
Position 1803: 6.065626923422147e-05
Position 1235: 5.7829041462323014e-05
Position 257: 5.3922713664197355e-05
Position 634: 4.31114200537999e-05
Position 1250: 3.974554316633875e-05
Position 579: 3.884063236396361e-05
Position 763: 3.813199423447453e-05
Position 525: 3.809449532549153e-05
Position 971: 3.737396390937903e-05
Position 2089: 3.7041807780664705e-05
Position 1647: 3.2542220802165805e-05
Position 1500: 3.2291444469614915e-05
Position 1809: 3.149338364761409e-05
Position 511: 2.6120113673394547e-05
Position 108: 2.5480705185173242e-05
Position 2108: 2.4886958231178784e-05
Position 649: 1.849226988346918e-05
Position 789: 1.3535928415902737e-05
Position 942: 1.3077170929676866e-05
Position 1408: 1.3013395143445666e-05
Position 573: 1.2697167438025796e-05
Position 2189: 1.1311485588142633e-05
Position 888: 9.558237550868954e-06
Position 666: 9.328871894320635e-06
Position 1962: 8.26702156653336e-06
Position 1698: 7.853603514089666e-06
Position 1332: 6.898102681256488e-06
Position 1220: 6.646900657793971e-06
Position 1131: 6.599658623370576e-06
Position 2116: 6.173644294721526e-06
Position 1692: 6.072507052258625e-06
Position 936: 5.939728969671507e-06
Position 1548: 5.735674282239216e-06
Position 700: 5.6125216292664194e-06
Position 129: 5.243363775534854e-06
Position 522: 4.706085261946628e-06
Position 280: 4.598133435330271e-06
Position 1482: 4.231095077467843e-06
Position 1872: 3.871653483193197e-06
Position 288: 3.710989815822386e-06
Position 1671: 3.629621101506793e-06
Position 917: 3.4576828775131054e-06
Position 2096: 2.5955169437030243e-06
Position 446: 2.5340079431910965e-06
Position 2065: 2.521258236996397e-06
Position 661: 2.329421907379639e-06
Position 1194: 2.232895644407994e-06
Position 537: 1.6828767614845068e-06
Position 2054: 1.6598821794908194e-06
Position 1465: 1.5603821543628484e-06
Position 1761: 1.5015095521110887e-06
Position 2007: 1.2605015456511007e-06
Position 1622: 1.135792453556198e-06
Position 990: 1.065012218899914e-06
Position 368: 1.0326636211820324e-06
Position 1108: 1.0012292838473411e-06
Position 453: 9.956956737292718e-07
Position 417: 8.25946424253277e-07
Position 336: 6.49037647757921e-07
Position 1781: 6.409318958734055e-07
Position 1880: 6.327288583685474e-07
Position 549: 6.195700507323851e-07
Position 1224: 4.943725220614228e-07
Position 2045: 4.6768340402900387e-07
Position 1231: 4.4346428152656575e-07
Position 411: 3.843281360155562e-07
Position 1581: 3.673674994913601e-07
Position 1374: 3.5419076576507223e-07
Position 1556: 3.258409623915398e-07
Position 1709: 3.104725991855652e-07
Position 472: 3.036884955979999e-07
Position 1656: 2.9588913109023003e-07
Position 1518: 2.8178467541187664e-07
Position 1365: 2.523534261761228e-07
Position 906: 2.106883912939528e-07
Position 2168: 1.2114262150570995e-07
Position 546: 7.11692345076493e-08
Position 850: 5.9326119421106525e-08
Position 269: 2.954448260375468e-08
Position 426: 1.9963760681285976e-08
Position 343: 1.4190662964999094e-08
Position 114: 1.4465688788628668e-09
Position 126: 1.2568074434209294e-09
Position 60: 7.421847055528016e-10
Position 333: 2.1609738931156754e-11
Position 340: 6.4765536677004696e-12
Position 437: 2.2636335557484738e-14
Position 448: 1.7557505246622147e-14
Position 345: 5.422831080067301e-15
