Gene = Gr22d
index = 1195
Annotated 5SS: [1010]
Annotated 3SS: [1067]
SMsplice 5SS: [1010]
SMsplice 3SS: [1067]
top_k =  1000
Partition function (log Z): -6.1480460338639

Sorted 5' Splice Sites (High to Low Probability):
Position 1010: 0.9948747746472412
Position 185: 0.08606468401675167
Position 98: 0.030378376194711593
Position 509: 0.029636605982543942
Position 290: 0.024654305150206484
Position 812: 0.017306590358121744
Position 32: 0.016016467025304522
Position 541: 0.014242011321614147
Position 848: 0.013932319092351516
Position 710: 0.012362997860197943
Position 635: 0.010227010280060136
Position 584: 0.006565294941254035
Position 379: 0.006287599852130511
Position 536: 0.004309461260022644
Position 581: 0.004082425546831555
Position 425: 0.003769018576322711
Position 476: 0.0015646040232612463
Position 420: 0.001501676647642742
Position 300: 0.001374442755132615
Position 794: 0.0010142204470740591
Position 755: 0.0008218693959935766
Position 914: 0.0006588987067863478
Position 42: 0.0005260233653789504
Position 305: 0.0004523127617060124
Position 53: 0.00045135104462719165
Position 195: 0.0004272038310288832
Position 452: 0.00033085641390003494
Position 443: 0.00028493319263317055
Position 278: 0.00024959160579960646
Position 1008: 0.00019986969297928242
Position 223: 0.00015824275028619345
Position 19: 0.00015210706562078977
Position 398: 0.00013362907204031394
Position 677: 0.00012165268449939203
Position 287: 9.910401545756924e-05
Position 524: 8.588747339676503e-05
Position 518: 5.7896605535174916e-05
Position 602: 5.649679247633094e-05
Position 16: 4.9855806956882164e-05
Position 264: 4.840520749826521e-05
Position 1014: 4.293774382092944e-05
Position 838: 3.570179740927713e-05
Position 403: 3.3843421959295414e-05
Position 162: 2.942506339498631e-05
Position 862: 2.582487283393535e-05
Position 230: 2.0930735428286518e-05
Position 127: 1.9797860906458447e-05
Position 124: 1.9409185163252898e-05
Position 36: 1.2563549670339582e-05
Position 281: 1.1207482518961777e-05
Position 134: 1.0028074156342875e-05
Position 527: 9.511653407395818e-06
Position 639: 9.492600321144293e-06
Position 440: 7.143450645753313e-06
Position 152: 6.635596743022904e-06
Position 1134: 6.366325625913569e-06
Position 604: 5.268070785879204e-06
Position 155: 5.2535317353116245e-06
Position 449: 2.757075839946781e-06
Position 1099: 1.7884041232678195e-06
Position 1085: 1.784471230613945e-06
Position 1056: 1.4182425122226145e-06
Position 405: 1.1804284031842421e-06
Position 967: 5.635962704000515e-07
Position 1109: 7.1542808388867e-08
Position 168: 2.179205103132746e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1067: 0.9248989271447087
Position 878: 0.1566555104589338
Position 931: 0.08121975164422114
Position 1093: 0.03587533508058996
Position 1055: 0.02237693127321968
Position 240: 0.01497961677208119
Position 1074: 0.011456489093115063
Position 618: 0.009572979749023802
Position 779: 0.00744036533872547
Position 264: 0.004308437379056099
Position 98: 0.003199943556367799
Position 819: 0.003066106426569581
Position 433: 0.0014290274936459306
Position 1102: 0.0014090691578906884
Position 398: 0.0011846937133017977
Position 751: 0.0011417676489114915
Position 193: 0.0009391332585003602
Position 706: 0.0007869518054911787
Position 964: 0.0006906294255000286
Position 723: 0.0006563444089975486
Position 675: 0.0006068547146905266
Position 152: 0.00036189267840537506
Position 464: 0.0002608604262663735
Position 162: 0.00020972630511210822
Position 494: 0.00018409394824760506
Position 113: 0.00016195701972388947
Position 437: 0.00014508438014537524
Position 1143: 9.430578645304841e-05
Position 913: 7.401094327198253e-05
Position 168: 6.783129130012688e-05
Position 661: 5.985858606564027e-05
Position 630: 5.8362905061897865e-05
Position 327: 5.816467260015603e-05
Position 666: 3.497348850171145e-05
Position 825: 3.104267625072441e-05
Position 1171: 2.5449309118597056e-05
Position 67: 2.368558449213376e-05
Position 440: 1.9276548177989844e-05
Position 281: 1.81069426424257e-05
Position 648: 1.5181372704331032e-05
Position 1199: 1.377980923140649e-05
Position 1109: 1.0439426127662946e-05
Position 403: 9.83434032352735e-06
Position 278: 8.27261010819061e-06
Position 202: 2.6777866331293196e-06
Position 379: 1.906696588800633e-06
Position 118: 1.2693839377671852e-06
Position 200: 1.1268176822624774e-06
Position 541: 1.039677748917051e-06
Position 942: 9.947703395474783e-07
Position 374: 9.925437504102542e-07
Position 115: 5.429306053295483e-07
Position 343: 3.850930227441842e-07
Position 207: 7.594909040687969e-09
Position 195: 1.0654058682360209e-10
Position 287: 3.151383657146322e-11
Position 209: 5.573406208068663e-12
Position 346: 4.2366459348099137e-13
Position 211: 6.968806598071978e-18
