Gene = Cpsf5
index = 1105
Annotated 5SS: [ 384  706  945 2280]
Annotated 3SS: [ 440  778 2164 2352]
SMsplice 5SS: [ 384  706  967 2280]
SMsplice 3SS: [ 440  778 2164 2352]
top_k =  1000
Partition function (log Z): 10.801414376353026

Sorted 5' Splice Sites (High to Low Probability):
Position 706: 0.9998108871892937
Position 2280: 0.9967743656341267
Position 384: 0.8329087107687367
Position 967: 0.5574847734201294
Position 945: 0.2875696422478366
Position 2109: 0.2626585838649098
Position 68: 0.26080530378361355
Position 1298: 0.1904890574714428
Position 388: 0.12290810385954304
Position 981: 0.10246994134994818
Position 985: 0.039784820591732994
Position 33: 0.030859666244616994
Position 1995: 0.028462854336640874
Position 66: 0.021308772319556385
Position 1463: 0.019980162816674446
Position 2053: 0.019854161415602263
Position 103: 0.019579752906077445
Position 1701: 0.014263351279015018
Position 332: 0.01358051702451821
Position 1979: 0.012054287800369849
Position 2484: 0.011759259472474254
Position 342: 0.011471119322332173
Position 2072: 0.010300270033686927
Position 112: 0.008873436380359409
Position 1624: 0.008740205425684083
Position 1443: 0.007273075122721821
Position 2501: 0.0063697809668861165
Position 90: 0.0049699766948691415
Position 1169: 0.004510285221886103
Position 1737: 0.0031572250704663945
Position 1861: 0.0024582793542550583
Position 1352: 0.0024537824942435123
Position 1322: 0.0023876716845130843
Position 2503: 0.0023608640028615923
Position 1171: 0.002356948922835872
Position 2505: 0.0022961522108200004
Position 123: 0.002168394668503953
Position 1566: 0.001142480548962348
Position 2060: 0.00111109329480395
Position 2515: 0.0010967540089633326
Position 2284: 0.001086904208051194
Position 2598: 0.0010781324956504609
Position 1708: 0.0009430213538013226
Position 1972: 0.0009057525513002443
Position 2509: 0.0008420451835469304
Position 2097: 0.0007579249759167578
Position 1483: 0.0006873456875170393
Position 1028: 0.000605843189412401
Position 1431: 0.0003436445600136277
Position 2409: 0.00024404405512681144
Position 1302: 0.00020840310408521895
Position 1178: 0.00020751075416802214
Position 1696: 0.0001924860245369553
Position 153: 0.00017442589514930578
Position 2371: 0.0001727292029830872
Position 222: 0.00014147247199209714
Position 180: 0.00012105205223487077
Position 1949: 7.319956308032189e-05
Position 2288: 7.282977783603002e-05
Position 13: 7.24511378929403e-05
Position 728: 7.215416160866413e-05
Position 2525: 6.905278562736136e-05
Position 562: 6.769515847168862e-05
Position 1003: 6.220637375266096e-05
Position 1629: 5.020196269783684e-05
Position 1051: 4.124141019700651e-05
Position 710: 3.853673909349125e-05
Position 1143: 3.552486356313614e-05
Position 1387: 3.366105634343604e-05
Position 2657: 3.360677281792178e-05
Position 2587: 3.0432767336804556e-05
Position 571: 2.3856766269669034e-05
Position 1057: 2.0497275973119073e-05
Position 1001: 1.9198470249981328e-05
Position 187: 1.864871090880232e-05
Position 2156: 1.5895407881061723e-05
Position 2683: 1.3209944878253268e-05
Position 971: 1.2041218426343241e-05
Position 1425: 1.1417272619037121e-05
Position 717: 1.0397423400190217e-05
Position 676: 9.466741273358406e-06
Position 1135: 9.031992857797422e-06
Position 1331: 8.357737855895047e-06
Position 24: 8.334877074252066e-06
Position 1374: 7.791422329657803e-06
Position 2733: 6.994830415936582e-06
Position 224: 5.840421708183616e-06
Position 275: 5.399733462932145e-06
Position 2303: 3.8807093872771045e-06
Position 498: 2.5136032612846838e-06
Position 2573: 2.069178309444472e-06
Position 502: 1.9738570187998795e-06
Position 1204: 1.7559097247841108e-06
Position 228: 1.3719159652699311e-06
Position 926: 7.144227131402653e-07
Position 841: 6.866194200636024e-07
Position 1537: 6.791379715246542e-07
Position 434: 6.117454324356868e-07
Position 1155: 4.827746371313518e-07
Position 1175: 4.533284525668793e-07
Position 1372: 3.443344270952787e-07
Position 800: 3.217520654870717e-07
Position 1314: 2.808046345179915e-07
Position 253: 2.556849923298093e-07
Position 818: 2.51777051780291e-07
Position 962: 2.138988816153289e-07
Position 1542: 1.797188432916553e-07
Position 243: 1.3059191460497149e-07
Position 630: 8.89854379452449e-08
Position 580: 7.559688536331458e-08
Position 647: 7.398309896159457e-08
Position 226: 5.3149640466119287e-08
Position 1173: 5.261741713792333e-08
Position 738: 1.8495340066826043e-08
Position 811: 9.674279221237893e-09
Position 199: 6.670979990243738e-09
Position 604: 4.578983875083903e-09
Position 1111: 1.909202820285687e-09
