Gene = vn
index = 1929
Annotated 5SS: [ 3457 27556 27767 28130 29018]
Annotated 3SS: [27377 27638 28020 28963 30797]
SMsplice 5SS: [  200 27556 27767 28130]
SMsplice 3SS: [27377 27638 28020 28963]
top_k =  1000
Partition function (log Z): -3.9161026135667854

Sorted 5' Splice Sites (High to Low Probability):
Position 200: 0.999999999999996
Position 27767: 0.9953154218924342
Position 27556: 0.7761448496609881
Position 28130: 0.6960917725718087
Position 28126: 0.2843850964380734
Position 27567: 0.22315627326823978
Position 29014: 0.16631602704947548
Position 29018: 0.13995955951620107
Position 31478: 0.09592541528022691
Position 29056: 0.03440489328949523
Position 29575: 0.033901094952403225
Position 30101: 0.01205395629821254
Position 29955: 0.006007274700069523
Position 28119: 0.005998978811205619
Position 30739: 0.005516238982652185
Position 27889: 0.00434571260282831
Position 28658: 0.003627774355394056
Position 31207: 0.0033355559626428357
Position 31759: 0.0031766685544760065
Position 29238: 0.0028652541169533453
Position 29351: 0.002486343136126007
Position 28338: 0.0024392004238142956
Position 28527: 0.002430885824756302
Position 28093: 0.0021572207755551362
Position 30411: 0.0019756956915830035
Position 29737: 0.001959415941738994
Position 29602: 0.0019424256375341115
Position 27789: 0.0018921911289597221
Position 28399: 0.001822924024940044
Position 28881: 0.001631366652666538
Position 28769: 0.0014787055422400503
Position 29521: 0.0012687283387948808
Position 29428: 0.0012492590563052462
Position 28341: 0.0009397905547014428
Position 28698: 0.0009323287464561607
Position 28536: 0.0008708765838521674
Position 28521: 0.0008183217633201306
Position 29120: 0.000718238967021589
Position 28523: 0.0007174988658292458
Position 28387: 0.000691627782279276
Position 29417: 0.0006760017988700528
Position 29586: 0.0005385224236848176
Position 27801: 0.0003388587531732865
Position 28365: 0.0003144132147838106
Position 28902: 0.0002932536628091921
Position 28408: 0.00029169667735717386
Position 29820: 0.0002456850102513024
Position 29580: 0.00011222782700134628
Position 30202: 0.00011035427819485259
Position 28850: 9.840740208806257e-05
Position 28134: 9.756478000350519e-05
Position 29540: 9.189747873625775e-05
Position 27693: 9.174392196240577e-05
Position 27823: 8.941786070336218e-05
Position 28573: 8.548571286713887e-05
Position 28879: 8.238683712871541e-05
Position 28188: 5.8888341136874834e-05
Position 28489: 5.3758406870148856e-05
Position 29725: 4.762294987401525e-05
Position 29109: 4.188631233215262e-05
Position 27771: 4.0504709974088164e-05
Position 28579: 3.804054467636338e-05
Position 28749: 3.762991922540203e-05
Position 29182: 2.2252174653232353e-05
Position 27793: 2.166750942085008e-05
Position 29095: 2.0125393507304098e-05
Position 28828: 1.7857493945598225e-05
Position 28825: 1.2627716395744733e-05
Position 27847: 1.0960748942230992e-05
Position 27907: 1.0700540632499156e-05
Position 29294: 3.9785459640675005e-06
Position 29370: 3.716750939758665e-06
Position 28208: 3.200735571029534e-06
Position 29104: 2.787904892802511e-06
Position 27926: 2.6259403865199367e-06
Position 28689: 2.5611051671931084e-06
Position 28040: 2.5279536643719858e-06
Position 28525: 2.2805463489492283e-06
Position 28300: 2.201081605228579e-06
Position 29627: 2.016312998015257e-06
Position 27855: 1.905189815669777e-06
Position 27784: 1.4975159682949214e-06
Position 28789: 1.4764488101682667e-06
Position 28545: 1.429033337801565e-06
Position 27816: 1.2136258686503457e-06
Position 28560: 1.1547916457346486e-06
Position 29751: 1.0698810622945075e-06
Position 27827: 1.053672034894032e-06
Position 28581: 7.1318136453516e-07
Position 28219: 6.673303439506511e-07
Position 28401: 5.467055581573845e-07
Position 27986: 5.362060617093788e-07
Position 28403: 3.96908832534862e-07
Position 28254: 2.1464718376845326e-07
Position 29826: 1.9920407470109742e-07
Position 28230: 1.7041349389563222e-07
Position 28964: 1.1465898313955719e-08
Position 28227: 3.5998527444395105e-09
Position 28252: 2.076020692194044e-09
Position 28990: 9.29702414199463e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 27377: 0.9994225941064591
Position 28020: 0.987351909180448
Position 27638: 0.971387030630217
Position 28963: 0.7750608034522427
Position 31545: 0.1284162713249204
Position 32189: 0.12329898548780269
Position 30797: 0.07899371110223272
Position 29294: 0.06670581726847502
Position 29849: 0.037966860870913104
Position 30501: 0.03693609891132968
Position 30290: 0.0270961284762565
Position 31106: 0.02614391445813706
Position 27641: 0.02236721331282256
Position 29074: 0.02233424889063432
Position 31275: 0.020119628013215783
Position 29086: 0.017155481368079196
Position 30310: 0.016262749411371753
Position 28208: 0.015322369081041029
Position 28252: 0.014335259287760112
Position 28300: 0.014310634336046983
Position 31594: 0.01028828550035334
Position 32083: 0.009639738552320198
Position 31062: 0.00899824010586024
Position 32200: 0.00894739144909636
Position 30975: 0.008834593473464885
Position 28553: 0.00864004097767968
Position 27858: 0.0051888345442632645
Position 31432: 0.005050570226750151
Position 27674: 0.004726778278754753
Position 28219: 0.004142438270084778
Position 30273: 0.004060200986544658
Position 29182: 0.003833005549566368
Position 30992: 0.003611634012721031
Position 30856: 0.0035740301078759622
Position 27950: 0.0035597912518576034
Position 28675: 0.002929307277895565
Position 29872: 0.0024411842276928024
Position 30029: 0.0020671119039925656
Position 29301: 0.0016050889528480287
Position 30524: 0.0015223379351575759
Position 29370: 0.0015159280791970488
Position 29460: 0.0014630670366061083
Position 30693: 0.0013974987751938334
Position 28573: 0.0012765671190659881
Position 27658: 0.001102271592235198
Position 28371: 0.0010870771405118295
Position 29391: 0.0010673747660605367
Position 30190: 0.0009777300922532157
Position 29723: 0.0009550962297517428
Position 29478: 0.00081061069950876
Position 29672: 0.0007971657302454313
Position 32262: 0.0007825878721349613
Position 28467: 0.0007054666327671853
Position 30050: 0.0006358321595568453
Position 29409: 0.0005867171156812558
Position 32230: 0.0005655537994702708
Position 30247: 0.0005422807061026627
Position 30205: 0.0004797431306305443
Position 30617: 0.0004624055450237266
Position 28242: 0.0004084641760166155
Position 27965: 0.0003984932754490609
Position 29413: 0.0003809197821850742
Position 30062: 0.0003729734010108449
Position 29332: 0.00032560130933521425
Position 31848: 0.0003046692008294162
Position 29762: 0.00028018588529754
