Gene = RhoGAP68F
index = 1422
Annotated 5SS: [  84 1261 2510 2609 2862]
Annotated 3SS: [1094 2383 2575 2665 2924]
SMsplice 5SS: [  84 1261 2510 2609 2862]
SMsplice 3SS: [1094 2383 2572 2665 2924]
top_k =  1000
Partition function (log Z): 0.44595283268109953

Sorted 5' Splice Sites (High to Low Probability):
Position 1261: 0.991107982746142
Position 2862: 0.9890277092503565
Position 2510: 0.8676478015809087
Position 2609: 0.746937060249637
Position 84: 0.6358618596108206
Position 3081: 0.2340914781381266
Position 2160: 0.09187891145743621
Position 924: 0.06610898944570778
Position 2304: 0.054518924754143924
Position 1050: 0.029001577448237562
Position 461: 0.02279447263828736
Position 44: 0.01781996300324877
Position 234: 0.015708485620519394
Position 934: 0.014254069076098379
Position 3078: 0.012951645015009658
Position 834: 0.011379588926256668
Position 361: 0.010492252367094734
Position 118: 0.0082807529969569
Position 442: 0.007443857706340558
Position 150: 0.007044815928631377
Position 548: 0.005351117841585764
Position 2034: 0.005196775381558618
Position 3088: 0.005003258820211073
Position 959: 0.004680760288092326
Position 183: 0.004427801703738637
Position 447: 0.004424735791623767
Position 1938: 0.004262350378867454
Position 870: 0.004131045991574422
Position 2692: 0.004052223655899538
Position 3085: 0.0038271862633066766
Position 3993: 0.002358593245133122
Position 1038: 0.0022100574724498927
Position 3983: 0.0020390312270313882
Position 174: 0.001921021457465196
Position 3099: 0.0015434547541136796
Position 838: 0.0015192286884281338
Position 1951: 0.0014605973625511982
Position 445: 0.0014469612375563959
Position 571: 0.001323636947650481
Position 3102: 0.0012529818403968272
Position 221: 0.0011848568231772852
Position 3987: 0.0011804639509676873
Position 3112: 0.0010848400580808508
Position 2193: 0.001045002189669468
Position 2857: 0.0009287321907503438
Position 459: 0.0008747141809801025
Position 196: 0.0008413205737534204
Position 522: 0.0007384261997014556
Position 3420: 0.0006553101607257872
Position 2469: 0.0006161014635419781
Position 2132: 0.0005747244435798331
Position 355: 0.0005158660430372794
Position 1497: 0.0004809732969632708
Position 1445: 0.00044824915746325366
Position 552: 0.0004408288193615727
Position 1935: 0.0004397716424515221
Position 473: 0.00043560749337711517
Position 4013: 0.00041557467404423697
Position 1451: 0.000385706795017592
Position 71: 0.0003527118624625148
Position 3948: 0.0003508396160138545
Position 357: 0.0003501215942193188
Position 213: 0.00033489326357049606
Position 1487: 0.00031849838076740346
Position 1826: 0.0002939523986873072
Position 4140: 0.00029349005782842107
Position 719: 0.0002201027100655439
Position 33: 0.00018770892732978544
Position 711: 0.000176344642056035
Position 3353: 0.0001725729729453343
Position 699: 0.00015751438792942725
Position 290: 0.00013083613140737292
Position 2879: 0.00011568139660284043
Position 3818: 0.0001128532120736257
Position 407: 0.00010783310378452231
Position 1595: 0.00010454525280713502
Position 2079: 9.389985732326483e-05
Position 618: 9.17591846385093e-05
Position 1413: 8.675297032025423e-05
Position 536: 8.572234820818202e-05
Position 945: 7.477768333456968e-05
Position 2584: 6.634382759786536e-05
Position 846: 6.417727585516212e-05
Position 684: 6.309555434032168e-05
Position 1501: 6.049367913292871e-05
Position 2006: 5.7630917759314084e-05
Position 4144: 5.554260762570854e-05
Position 1741: 4.713219902151356e-05
Position 331: 4.6304977303729937e-05
Position 756: 4.50916049184605e-05
Position 1833: 4.37318193942902e-05
Position 2588: 4.168499576030069e-05
Position 1265: 3.9421070989424504e-05
Position 3036: 3.8367181411262836e-05
Position 4399: 3.315186978576076e-05
Position 1286: 2.9883826503935026e-05
Position 4106: 2.8356033576249366e-05
Position 2072: 2.723062451344275e-05
Position 4111: 2.568518066661632e-05
Position 1900: 2.410082683860189e-05
Position 36: 2.2752652991931664e-05
Position 1876: 2.090906696173009e-05
Position 3735: 1.9740069512870612e-05
Position 2974: 1.8077793512656208e-05
Position 374: 1.7902090128680166e-05
Position 3627: 1.7800126276635753e-05
Position 1334: 1.712134407920709e-05
Position 1632: 1.4205126048075466e-05
Position 557: 1.1748080146711498e-05
Position 365: 1.128861571970038e-05
Position 764: 1.1258215088754661e-05
Position 2736: 1.0144460070646073e-05
Position 1163: 1.0127244427834357e-05
Position 2168: 1.0110337442847502e-05
Position 876: 9.78976134779838e-06
Position 2613: 9.44670218603354e-06
Position 1812: 4.956633018438611e-06
Position 4432: 4.836911633975507e-06
Position 731: 4.265277097095745e-06
Position 271: 4.220929950132093e-06
Position 1623: 2.224902267544637e-06
Position 600: 1.2212576187935164e-06
Position 2545: 1.1655410456947566e-06
Position 2795: 1.090023444242357e-06
Position 3848: 8.308072823161355e-07
Position 3562: 7.020410282787484e-07
Position 312: 2.0990985021297938e-07
Position 3754: 1.8594992257667173e-07
Position 3671: 1.8533459046371915e-07
Position 2953: 1.4653703187116382e-07
Position 3682: 1.3432457214624772e-07
Position 359: 6.875119287169676e-08
Position 3021: 6.470486377778438e-08
Position 3383: 6.339097479824937e-08
Position 293: 4.1321914260336056e-08
Position 2890: 1.4154834333176095e-08
Position 4136: 1.0699699008575874e-08
Position 758: 4.852697646890117e-10
Position 766: 4.5905917787008383e-10
Position 296: 4.280665841344699e-10
Position 2384: 8.670178729189187e-11
Position 426: 2.1093197811362887e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2924: 0.9900074072941125
Position 2383: 0.8827604153538101
Position 1094: 0.7916117421172834
Position 2665: 0.7151636139875697
Position 2572: 0.6012905286678075
Position 2575: 0.2786224297640505
Position 3143: 0.1830952363290589
Position 2271: 0.07441339798646046
Position 3131: 0.05338363867053339
Position 1989: 0.047115987955020075
Position 1870: 0.020264274396160603
Position 2671: 0.020188364816997276
Position 304: 0.01957692622348651
Position 3179: 0.01822249575432752
Position 858: 0.017769701462400728
Position 2050: 0.016530020563788862
Position 1316: 0.016104270926208048
Position 1690: 0.014042591399271607
Position 2072: 0.012178662388007591
Position 206: 0.011610931356340589
Position 2059: 0.010219684498274652
Position 2751: 0.009412806358899023
Position 663: 0.009175899878369696
Position 2093: 0.007791493467600162
Position 978: 0.006796260062461895
Position 2132: 0.005602098954459927
Position 2184: 0.0053880279785023105
Position 2329: 0.004926633058086332
Position 1833: 0.003973709573194193
Position 407: 0.0036969287266387096
Position 252: 0.003533666714242743
Position 2308: 0.0034088205838009498
Position 4039: 0.0030789810227504154
Position 1561: 0.002936910457817727
Position 4224: 0.0026461194812129473
Position 116: 0.0025331760443267756
Position 1008: 0.0025041611773394604
Position 374: 0.002466414768400647
Position 2989: 0.0024438812515916015
Position 2706: 0.0023223701055073076
Position 3021: 0.0020848900695117343
Position 1487: 0.0019557821834410103
Position 1361: 0.0019465999328932414
Position 2608: 0.0019172283302055296
Position 1345: 0.0017252827715919733
Position 2295: 0.0016151284973119982
Position 4250: 0.0015595367489914165
Position 571: 0.0014326673821839064
Position 1048: 0.0014216774772795716
Position 1632: 0.0012834395183178276
Position 3903: 0.001033417368515623
Position 2098: 0.0009080494052611759
Position 1731: 0.0008864994558606269
Position 1392: 0.0008556581675720256
Position 2079: 0.0008450967106629831
Position 3383: 0.0008274267128138648
Position 257: 0.0008081494800856106
Position 1812: 0.0007899473522982055
Position 221: 0.0007859123485552647
Position 536: 0.0007601250333091198
Position 95: 0.0006972637208883214
Position 2937: 0.0005719154454659921
Position 618: 0.0005611316392386562
Position 1406: 0.0005247251895039596
Position 724: 0.0005208093790614086
Position 4163: 0.00051961707015707
Position 2164: 0.0004522943108734497
Position 3162: 0.00039527105357585696
Position 3495: 0.0003813726916739657
Position 1386: 0.0003694863392325801
Position 4017: 0.00034096269093325884
Position 1883: 0.00032096738711077455
Position 942: 0.0003145317250627082
Position 3568: 0.0003033756949558573
Position 4069: 0.00030218256126219873
Position 4282: 0.00028448977173002837
Position 557: 0.0002717881140523944
Position 3420: 0.00024964193276413084
Position 2685: 0.00023031871123208568
Position 442: 0.00022248615972087177
Position 3842: 0.00020724573740999063
Position 2528: 0.0001912269402239153
Position 4453: 0.00018708707794733094
Position 3318: 0.00018700288190141458
Position 2339: 0.00018212613222200508
Position 807: 0.0001611471156040283
Position 996: 0.00014476401478199545
Position 3150: 0.00013032090123794727
Position 234: 0.00011308342989731598
Position 4121: 0.00011214178508390377
Position 3758: 0.00011198682048219387
Position 2545: 0.0001046681946838171
Position 884: 9.927375544546929e-05
Position 1188: 9.778544041264045e-05
Position 4381: 7.784596402358332e-05
Position 3321: 7.525758821121003e-05
Position 324: 7.391680945001647e-05
Position 3735: 7.217218183992632e-05
Position 1442: 7.174530838640669e-05
Position 2759: 7.091284093140574e-05
Position 3198: 6.952613090448251e-05
Position 158: 6.88169738057183e-05
Position 3652: 5.054301951226212e-05
Position 2729: 4.953923422238771e-05
Position 4499: 4.078126812310302e-05
Position 2100: 3.8394513315268565e-05
Position 148: 3.7464467061004746e-05
Position 800: 3.7405671267837694e-05
Position 1457: 3.373657910853431e-05
Position 3266: 3.284256501739914e-05
Position 575: 3.223786654915984e-05
Position 3159: 3.1599263206131146e-05
Position 1737: 2.5852009480098e-05
Position 271: 2.5178503274932998e-05
Position 3462: 2.4500829693711114e-05
Position 592: 2.417966013923131e-05
Position 1163: 2.2606761241159843e-05
Position 2689: 1.936432518268381e-05
Position 750: 1.816512924614544e-05
Position 1594: 1.801929965838178e-05
Position 2940: 1.6997135497640096e-05
Position 2790: 1.2662911773233442e-05
Position 1025: 1.1175810047188095e-05
Position 2997: 9.789477514446239e-06
Position 2793: 9.557895325524858e-06
Position 4435: 9.204448892057715e-06
Position 1124: 9.078861563669808e-06
Position 2736: 7.106425159138121e-06
Position 3166: 6.413134379426018e-06
Position 628: 5.317977602211095e-06
Position 545: 4.266182454806034e-06
Position 1013: 3.5190920344876945e-06
Position 895: 3.3170099089259626e-06
Position 387: 3.0976778584016536e-06
Position 671: 2.7784569005379503e-06
Position 139: 2.3627627425834695e-06
Position 866: 1.718995701361794e-06
Position 83: 1.6272764723808096e-06
Position 1708: 1.0315095821449587e-06
Position 747: 2.414795466948932e-07
Position 3042: 1.405295480711801e-07
Position 473: 1.396410600638494e-07
Position 420: 1.2246913099518396e-07
Position 118: 2.8743127330728606e-08
Position 455: 3.430726972325241e-11
Position 379: 4.543121514645523e-12
