Gene = skd
index = 1875
Annotated 5SS: [  295  2483 15224 20727 20878 21703 22457 23699 25418 26092 30933 31111
 31286]
Annotated 3SS: [ 1885 14907 20632 20793 21253 21771 23248 25236 25507 26152 30995 31169
 31346]
SMsplice 5SS: [ 1754  2483 15224 20727 20878 21703 22457 25418 26092 30933 31111 31286]
SMsplice 3SS: [ 1885 14907 20632 20793 21253 21771 25236 25507 30599 30995 31169 31346]
top_k =  1000
Partition function (log Z): 36.41021899575085

Sorted 5' Splice Sites (High to Low Probability):
Position 31111: 0.9997548679589852
Position 20727: 0.9986047754523152
Position 21703: 0.9983202418861933
Position 25418: 0.995201730824877
Position 31286: 0.9947998643845176
Position 22457: 0.9903138237839806
Position 15224: 0.9900418072989474
Position 30933: 0.9895592286254293
Position 26092: 0.9887356912287856
Position 20878: 0.9798024974651978
Position 2483: 0.6108346939747294
Position 26204: 0.39948081613421743
Position 31732: 0.24944779648942964
Position 32757: 0.19783561784558534
Position 1754: 0.18804961303293669
Position 249: 0.1509637906018284
Position 32716: 0.13691779660201717
Position 507: 0.13674367602890122
Position 684: 0.12893061645879206
Position 26416: 0.0800649717950377
Position 21204: 0.07619196239555051
Position 23699: 0.0683406115769614
Position 1014: 0.06484257888428388
Position 6041: 0.06364890259770721
Position 28358: 0.061292774080184964
Position 295: 0.05353705419708908
Position 29585: 0.050009108711041486
Position 12101: 0.043152567964703806
Position 29157: 0.04046763013531053
Position 3022: 0.04036364224399693
Position 12109: 0.03615929105346862
Position 27060: 0.03519662355678263
Position 2731: 0.028223931296168726
Position 32744: 0.026848431457331488
Position 33083: 0.025138571134722617
Position 767: 0.021781346467435205
Position 257: 0.020964486203129653
Position 3616: 0.020144051649749372
Position 31455: 0.019661176399715822
Position 1927: 0.01955382969208256
Position 259: 0.01724640728458492
Position 4094: 0.01613774238220825
Position 2620: 0.015229789209742559
Position 1395: 0.014636580836863797
Position 15831: 0.014421241726945084
Position 6082: 0.01369063383283348
Position 32739: 0.01260555645285336
Position 1134: 0.012038342740969621
Position 280: 0.011737057578735261
Position 26096: 0.010820239575804486
Position 105: 0.010384535690474043
Position 8981: 0.010141327693857472
Position 28981: 0.0095662683514072
Position 32779: 0.008969338996429765
Position 12267: 0.008425822654632775
Position 166: 0.008363124503720225
Position 20888: 0.008104775431080367
Position 1305: 0.00809418606703196
Position 646: 0.008087492706786286
Position 15560: 0.008050300385771503
Position 18308: 0.007915666501984463
Position 13617: 0.00753209183075842
Position 263: 0.007223884586900196
Position 711: 0.0068555067329039545
Position 4102: 0.006313814987341316
Position 587: 0.006279705359856627
Position 15468: 0.006258194724067002
Position 272: 0.006236164805589667
Position 2957: 0.00620907748171102
Position 139: 0.006046828937585451
Position 5482: 0.006033290478310465
Position 15937: 0.006002334749859851
Position 12095: 0.0058061889159949625
Position 15554: 0.005751455478194512
Position 9841: 0.005642633724279591
Position 31464: 0.005538112461606373
Position 1738: 0.005173254476612492
Position 16221: 0.005120856906599921
Position 25064: 0.005006257315176393
Position 1006: 0.004829398779360461
Position 16624: 0.004532398696427862
Position 15926: 0.004254980219263469
Position 32111: 0.004139243101872153
Position 22089: 0.003955993742679085
Position 2720: 0.0037798354495571012
Position 22528: 0.003521068283940213
Position 5902: 0.00352077875346827
