Gene = Spf45
index = 1512
Annotated 5SS: [ 187 1242]
Annotated 3SS: [ 241 1302]
SMsplice 5SS: [187]
SMsplice 3SS: [241]
top_k =  1000
Partition function (log Z): -7.309329511100726

Sorted 5' Splice Sites (High to Low Probability):
Position 187: 0.9077189377390716
Position 1242: 0.3416663547533301
Position 1073: 0.07958743416521746
Position 482: 0.07876403328797085
Position 1112: 0.04484433314051105
Position 842: 0.03661965148972893
Position 663: 0.013890907952006756
Position 1052: 0.012033301159982983
Position 1135: 0.01047050675232668
Position 453: 0.0072208786242620926
Position 163: 0.0058060891378213676
Position 345: 0.004478308153045287
Position 1230: 0.00359273713765503
Position 861: 0.0035625823118150234
Position 1213: 0.0032669573648301227
Position 257: 0.003201452655789873
Position 983: 0.0018075421697579864
Position 1154: 0.0018035865881719452
Position 268: 0.001490247982703169
Position 595: 0.0013280728548371052
Position 191: 0.0010264834016638867
Position 625: 0.000908731668007429
Position 1344: 0.0007294708115129661
Position 801: 0.0006419788249817747
Position 1208: 0.0006400125333532713
Position 1145: 0.0005349593026876916
Position 1256: 0.0005299519316557585
Position 864: 0.00048170239828367257
Position 43: 0.0004186597494121758
Position 522: 0.00039397007531640806
Position 1005: 0.0003578007472162109
Position 293: 0.000285943741456984
Position 647: 0.0002589412895425598
Position 1373: 0.0002483564745543362
Position 1196: 0.00018828300603023303
Position 536: 0.00018015639359430418
Position 711: 0.00013201451922968584
Position 1002: 0.00012732144564971004
Position 890: 0.00012185960421341632
Position 566: 0.00010712401493416683
Position 1355: 0.00010283959664515671
Position 254: 0.00010029573893238661
Position 342: 6.948598594670225e-05
Position 144: 6.661832928374181e-05
Position 320: 6.108431137803273e-05
Position 540: 5.3447820663103444e-05
Position 78: 4.660187869453682e-05
Position 795: 4.474772177117891e-05
Position 714: 3.0469789465200446e-05
Position 1272: 2.979342832988144e-05
Position 1181: 2.9459685583967503e-05
Position 717: 2.9085860122236296e-05
Position 1152: 2.873288587185142e-05
Position 543: 2.519165616026803e-05
Position 238: 2.167145955302619e-05
Position 486: 1.929201595732772e-05
Position 46: 1.8398537446509086e-05
Position 1381: 1.8389325248579317e-05
Position 323: 1.5377334396352692e-05
Position 175: 1.4869983440006637e-05
Position 52: 1.2700984935671632e-05
Position 784: 1.1072819547056846e-05
Position 126: 8.671966860292343e-06
Position 300: 2.032026524540066e-06
Position 13: 1.6650516773293015e-06
Position 66: 7.784652807913526e-07
Position 462: 6.434076223069891e-07
Position 700: 1.5964038570722077e-07
Position 23: 6.613424429415767e-08
Position 26: 4.729303085964197e-09
Position 755: 2.763438154329518e-09
Position 395: 2.0860160738407463e-09
Position 528: 1.135738809817959e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 241: 0.6180446438415172
Position 1302: 0.5808390358379006
Position 941: 0.09525126358904809
Position 284: 0.09102200751694801
Position 908: 0.068107781162453
Position 320: 0.05137146217612465
Position 750: 0.014535823559822025
Position 979: 0.012507136874994435
Position 1468: 0.008877317717028679
Position 790: 0.004502119588366166
Position 254: 0.003609049276538946
Position 267: 0.00302073342584597
Position 1135: 0.002829099852497306
Position 342: 0.002022907215174336
Position 1308: 0.0017834172150155367
Position 372: 0.0015846449856310024
Position 695: 0.0014777429045632453
Position 1279: 0.0013443668242552667
Position 650: 0.0010854869769768329
Position 1397: 0.0008618475855091812
Position 1435: 0.0008561585043039876
Position 420: 0.0007858464665898445
Position 1445: 0.0007787562329855444
Position 1076: 0.0006758092803077551
Position 381: 0.0006587733518310315
Position 711: 0.0006117555524165886
Position 211: 0.00046004688512361647
Position 446: 0.00043946276443080793
Position 479: 0.00030558181079585924
Position 1474: 0.0002996806768464055
Position 518: 0.0002375252740756957
Position 722: 0.00018790545831715843
Position 558: 0.00016652988404735112
Position 350: 0.0001628876352931445
Position 290: 0.00015981811077785655
Position 586: 0.0001464580055013532
Position 1047: 0.0001443069828435433
Position 110: 0.00013910332492280458
Position 293: 7.688716618778876e-05
Position 820: 7.02180642323436e-05
Position 1283: 6.995538336662737e-05
Position 887: 6.215749215551776e-05
Position 150: 3.508806098524623e-05
Position 591: 2.9030171653001944e-05
Position 1241: 2.1764082858367117e-05
Position 1020: 2.0003025217243774e-05
Position 1335: 1.8220542596471807e-05
Position 462: 1.621909377321006e-05
Position 572: 7.565514872910515e-06
Position 448: 6.055933193363711e-06
Position 114: 1.659337447176889e-06
Position 98: 1.2689365847809491e-06
Position 497: 3.319865696346185e-07
Position 512: 3.1811571775659034e-07
Position 156: 1.305261447970539e-07
Position 954: 4.2783190067577745e-08
Position 453: 2.8463514553620347e-08
Position 986: 2.4517226564770904e-08
Position 566: 9.300856344369897e-09
Position 187: 8.703233656784962e-09
Position 476: 8.599903048259401e-09
Position 560: 1.3667442475228802e-09
Position 503: 3.544201079484205e-10
Position 163: 6.018009847504119e-11
Position 191: 1.5123060196340065e-13
