Gene = Ir21a
index = 1235
Annotated 5SS: [ 409 1227 2162 2413]
Annotated 3SS: [ 944 1281 2219 2467]
SMsplice 5SS: [ 409  814 1227 2413]
SMsplice 3SS: [ 513  944 1281 2467]
top_k =  1000
Partition function (log Z): -3.6243611570939356

Sorted 5' Splice Sites (High to Low Probability):
Position 2413: 0.7534196882564428
Position 1227: 0.686886394632801
Position 409: 0.6201615810015239
Position 248: 0.3782367205189806
Position 814: 0.37128474226897956
Position 713: 0.2329608417496287
Position 2162: 0.21219754788384762
Position 1667: 0.20589336796585625
Position 2172: 0.20025097433904693
Position 604: 0.18861686149562626
Position 1345: 0.09568002970923668
Position 2628: 0.08465640507050788
Position 1422: 0.0499642999469758
Position 1676: 0.03999520859576928
Position 161: 0.037887118504458396
Position 1898: 0.02565322476905703
Position 2887: 0.02156031884443426
Position 233: 0.018588684748340085
Position 1179: 0.01710479966440888
Position 259: 0.01658986554756338
Position 1618: 0.014939185375324213
Position 825: 0.014877095925448423
Position 608: 0.014532492298474767
Position 1929: 0.011842774636546328
Position 1912: 0.009684668458876873
Position 2390: 0.006845666288204766
Position 864: 0.0067238909164754725
Position 300: 0.006254917160187846
Position 626: 0.0052493964020719425
Position 1907: 0.004890000928886803
Position 888: 0.0034773236223021825
Position 3064: 0.0021988081833971855
Position 1410: 0.0020605045109096617
Position 818: 0.001998721426566369
Position 916: 0.0019591469861260065
Position 2549: 0.0017149085044506835
Position 858: 0.0016754641945001165
Position 153: 0.0013194849440698417
Position 1720: 0.0010484395278010875
Position 579: 0.001006081575271041
Position 585: 0.0007928549993380038
Position 1844: 0.0006162542440821097
Position 2302: 0.0005482627579336073
Position 1124: 0.000510446150867359
Position 1107: 0.00040055479259778516
Position 614: 0.00038806560082256953
Position 1231: 0.0003693747447538325
Position 19: 0.0003224904659981037
Position 2809: 0.00031106779127937405
Position 841: 0.00029340552735741945
Position 1382: 0.00024994474156396604
Position 1144: 0.00024755018173122444
Position 143: 0.0002402814757249286
Position 295: 0.00021680704722990888
Position 1191: 0.00015924448867700122
Position 668: 0.00015226488152981588
Position 514: 0.0001497677279324527
Position 3223: 0.00014902289128269973
Position 476: 0.00014322076334296417
Position 304: 0.0001322454341905156
Position 1874: 0.00011194239039737633
Position 1102: 0.00010908048991217846
Position 1819: 0.00010315037331276927
Position 616: 9.366099458158745e-05
Position 92: 7.991745447067259e-05
Position 252: 5.569788355237376e-05
Position 1348: 4.986361928179071e-05
Position 145: 4.923513644907837e-05
Position 90: 3.419827943336067e-05
Position 524: 3.336540719254458e-05
Position 747: 3.147430848937323e-05
Position 1716: 2.5366443801200492e-05
Position 764: 2.169491175505958e-05
Position 2447: 1.8106551357130585e-05
Position 1257: 1.787846278126599e-05
Position 431: 1.5004893606953552e-05
Position 1006: 1.431119765125078e-05
Position 402: 1.383083030401058e-05
Position 324: 1.2699457617148842e-05
Position 1512: 1.1601844351317931e-05
Position 194: 9.049586224389284e-06
Position 1657: 6.424400847720683e-06
Position 28: 4.460119430797231e-06
Position 346: 3.4567810602125693e-06
Position 717: 2.365134662843578e-06
Position 177: 2.1152942935508855e-06
Position 77: 1.5978877205053307e-06
Position 696: 1.219177428656318e-06
Position 1110: 1.154320190657804e-06
Position 702: 1.1068589333698626e-06
Position 182: 5.108834749405881e-07
Position 367: 4.0324041667254747e-07
Position 1105: 2.377076477404007e-07
Position 531: 2.134616774115971e-07
Position 6: 8.66565295207641e-08
Position 199: 1.628520764416182e-09
Position 488: 5.6219850864287384e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 944: 0.8306931779117454
Position 2467: 0.7719895035086878
Position 513: 0.6971659424373606
Position 1281: 0.6251847820989309
Position 2219: 0.30597815028285646
Position 1744: 0.15448113855990606
Position 2065: 0.14509216331370964
Position 1492: 0.14099202761215285
Position 2274: 0.0861993504118589
Position 738: 0.07447183767820444
Position 475: 0.06961986978557132
Position 881: 0.05365254458208673
Position 2708: 0.05307730375505763
Position 2529: 0.05141728574031933
Position 214: 0.03739267685432073
Position 1410: 0.02694183355462464
Position 1450: 0.024819231876884545
Position 2095: 0.02192400795720744
Position 322: 0.02043295382413193
Position 668: 0.02012759901333778
Position 3161: 0.019241079974159324
Position 2778: 0.018023714654233584
Position 394: 0.01731903487849383
Position 282: 0.014180945971523097
Position 654: 0.012117165750677051
Position 362: 0.011025498684126545
Position 1767: 0.009107195504836175
Position 2248: 0.00750302733087473
Position 1284: 0.006962984283772906
Position 1692: 0.00625934305012333
Position 747: 0.005318869404306997
Position 2939: 0.004215943461115062
Position 3100: 0.00394043094931191
Position 1244: 0.0030307630510309873
Position 3126: 0.0026624610791472865
Position 1436: 0.0022984383930439345
Position 2730: 0.002121102184547021
Position 2594: 0.0020787715358176685
Position 625: 0.0020262424676253422
Position 635: 0.0019491738181853788
Position 3311: 0.001671748375596036
Position 2672: 0.001569359586674193
Position 324: 0.001533287237847281
Position 2947: 0.001472880590401922
Position 3278: 0.0012745562942215868
Position 2787: 0.0010943357427969454
Position 1311: 0.000901065269645909
Position 841: 0.0008238651257105935
Position 1023: 0.0006640988582171828
Position 2658: 0.0006563009210688532
Position 804: 0.0005560206559894804
Position 2599: 0.0004940215428444396
Position 1191: 0.0004184097637526686
Position 984: 0.00041588653077854923
Position 2077: 0.00033919960834574714
Position 1079: 0.00031532996132614715
Position 2933: 0.0002822718761197956
Position 1086: 0.00027171453412783847
Position 1579: 0.00023477442416351273
Position 1501: 0.0001993304303267253
Position 1321: 0.00011714020085948888
Position 1110: 0.00011170723945949826
Position 1123: 0.00010679158266218994
Position 591: 0.00010498996567110208
Position 597: 9.661712110862607e-05
Position 408: 9.301322021109927e-05
Position 717: 7.971173943136836e-05
Position 570: 5.2287594358539344e-05
Position 1039: 4.473488823934764e-05
Position 821: 3.614481749622112e-05
Position 561: 3.077460415384277e-05
Position 224: 2.9772242793085654e-05
Position 133: 1.8327257331833955e-05
Position 1348: 1.615881102505553e-05
Position 279: 1.5546827893966923e-05
Position 396: 6.611255329482586e-06
Position 68: 6.354891480249953e-06
Position 608: 4.381197676809359e-06
Position 447: 3.804402942401069e-06
Position 431: 3.4713071934412087e-06
Position 61: 3.1147560373009816e-06
Position 248: 2.757462884569047e-06
Position 413: 2.3495210840767094e-06
Position 90: 1.6858450328357394e-06
Position 98: 1.3004580227204179e-06
Position 77: 1.0083995820111992e-06
Position 85: 9.047895176974738e-07
Position 424: 8.731762545855826e-07
Position 232: 4.257003997158855e-07
Position 252: 2.552047672176214e-07
Position 488: 8.49132204495307e-08
Position 87: 8.022068717028976e-08
Position 177: 3.659854437923414e-08
Position 421: 1.5483974788090125e-08
