Gene = Ccn
index = 1059
Annotated 5SS: [  461 21129 26048 26171 31874 33271 39859 40327 48912]
Annotated 3SS: [21042 25951 26148 31793 33125 39568 40173 48623 57667]
SMsplice 5SS: [  461 21129 26171 33271 39859 40327]
SMsplice 3SS: [21042 25951 33125 39568 40173 57667]
top_k =  1000
Partition function (log Z): -8.800823591488673

Sorted 5' Splice Sites (High to Low Probability):
Position 40327: 0.9982409364061842
Position 21129: 0.9968587550299387
Position 39859: 0.9792026309316502
Position 461: 0.9519699937769344
Position 33271: 0.9496074456837231
Position 26171: 0.5957637777223919
Position 26048: 0.4569013148140432
Position 48912: 0.3258934198736065
Position 14429: 0.16882429950266614
Position 33985: 0.16136222481608062
Position 2340: 0.14264842987066648
Position 1914: 0.09051386070672579
Position 730: 0.06271390569399275
Position 3247: 0.03336006583532993
Position 35880: 0.029091893284277377
Position 7241: 0.023333646506383653
Position 104: 0.022557882322056827
Position 5504: 0.022279989260679617
Position 5195: 0.021703934884912138
Position 284: 0.017951635574537723
Position 45201: 0.017345386954742765
Position 58209: 0.016608235966845308
Position 4132: 0.012489708672390772
Position 4237: 0.011562844433860128
Position 6984: 0.00882467620121164
Position 11733: 0.008600441392204736
Position 42159: 0.00826087246796912
Position 14851: 0.007484955787962738
Position 39714: 0.005582597192068453
Position 40030: 0.0043687574708961546
Position 4480: 0.0033274198634559264
Position 98: 0.0028565699710983335
Position 473: 0.002733933587788555
Position 94: 0.0016385289012828775
Position 41090: 0.0013982413485548566
Position 47340: 0.0011269628813554357
Position 971: 0.001092916974645563
Position 47920: 0.001034414839713136
Position 1260: 0.0009855980666497568
Position 6940: 0.0008082425977461403
Position 108: 0.0006169412422701484
Position 45488: 0.0005976411907083379
Position 1243: 0.0005190559639204234
Position 1340: 0.0005070176623105072
Position 45531: 0.0004743483249888565
Position 4735: 0.0004410951952730943
Position 1507: 0.0004179180131777445
Position 445: 0.00038352599083680064
Position 1271: 0.00036205472884515437
Position 1687: 0.00033991029701784583
Position 772: 0.0003352846421658547
Position 613: 0.0002388177758551837
Position 1997: 0.00023070525786854642
Position 1484: 0.00023046423001798187
Position 182: 0.0002033511296282361
Position 923: 0.00020224034790953328
Position 2918: 0.00020123209506355433
Position 44849: 0.000178059520715573
Position 43249: 0.00011239641350560888
Position 884: 8.302903012501448e-05
Position 288: 6.857126149084801e-05
Position 934: 6.760996342908573e-05
Position 4136: 6.73538883049957e-05
Position 45276: 6.385512405830298e-05
Position 42657: 4.748741209212324e-05
Position 298: 4.223307288003016e-05
Position 432: 3.9617920501022747e-05
Position 2424: 3.8320699556261754e-05
Position 100: 3.443342967716127e-05
Position 5665: 3.417178198649528e-05
Position 1850: 2.9245330105916423e-05
Position 2861: 2.7854640420347685e-05
Position 209: 2.6735344727166233e-05
Position 846: 2.4587646845871564e-05
Position 40643: 2.146954187273131e-05
Position 3451: 1.7554321095790925e-05
Position 4251: 1.7454437438701807e-05
Position 1992: 1.4577926290395997e-05
Position 434: 1.2130790261450067e-05
Position 484: 1.1956982926375321e-05
Position 1118: 1.1375708365149929e-05
Position 212: 1.0623309807168985e-05
Position 980: 1.0166764275416394e-05
Position 40714: 8.675688606568863e-06
Position 2679: 8.673008846175521e-06
Position 40628: 8.505370518788296e-06
Position 40833: 7.3551047735063465e-06
Position 2516: 7.06729911893841e-06
Position 1612: 6.582170220985834e-06
Position 1367: 6.15342317474647e-06
Position 9: 5.622908975240677e-06
Position 40614: 5.310748413230393e-06
Position 311: 5.108400618214643e-06
Position 2884: 4.9143760218367305e-06
Position 221: 4.186316898665131e-06
Position 1275: 3.873811632441497e-06
Position 40892: 3.2079824413782186e-06
Position 913: 2.905657501926553e-06
Position 3520: 2.685437385745924e-06
Position 3468: 2.6256756126156284e-06
Position 563: 2.085431987900451e-06
Position 1352: 2.0667627267245723e-06
Position 699: 1.9209005897202567e-06
Position 858: 1.772581806110724e-06
Position 764: 1.6526302875236816e-06
Position 1350: 1.6063604608851671e-06
Position 85: 1.3545420588621466e-06
Position 339: 1.2763206365653615e-06
Position 42423: 1.1390325378776602e-06
Position 465: 9.899640359322025e-07
Position 2344: 7.46507276344183e-07
Position 1354: 7.260172555523066e-07
Position 929: 6.923211431607137e-07
Position 404: 5.920464305359028e-07
Position 349: 5.859079976953646e-07
Position 235: 5.638590956543424e-07
Position 1286: 5.428925967416844e-07
Position 252: 4.6201745051571995e-07
Position 384: 3.77813370993968e-07
Position 226: 3.6767689233410555e-07
Position 232: 2.9345642471123004e-07
Position 110: 2.784066503785777e-07
Position 245: 2.6505961498235164e-07
Position 41: 2.255617384130818e-07
Position 28: 2.0408801797167626e-07
Position 40233: 1.6454698230679024e-07
Position 920: 1.5262298336249042e-07
Position 598: 1.5152822502683078e-07
Position 6: 1.4798021637127132e-07
Position 302: 1.1289479954130672e-07
Position 102: 1.0502697522633759e-07
Position 543: 1.0489261072117522e-07
Position 520: 7.871265983246401e-08
Position 87: 6.764346126760347e-08
Position 300: 5.7328888026434284e-08
Position 381: 5.4279869105667375e-08
Position 376: 4.089347589337233e-08
Position 1009: 3.5491543759836836e-08
Position 45590: 3.0203871435634444e-08
Position 541: 1.1009966591982583e-08
Position 551: 9.817806239415997e-09
Position 567: 7.340614234570249e-09
Position 46235: 4.807547011395715e-09
Position 112: 4.642100434115268e-09
Position 639: 1.952967916122759e-09
Position 43545: 1.1517294339422473e-09
Position 788: 9.20510978490479e-10
Position 865: 7.840788048379584e-10
Position 863: 6.118783794358863e-10
Position 794: 5.465669488036616e-10
Position 856: 5.074118536135599e-10
Position 646: 4.809184422256149e-10
Position 802: 3.9271184846035715e-10
Position 43093: 3.3741239839473475e-11
Position 681: 1.0352889909368232e-11
Position 43210: 8.220677512572879e-12
Position 673: 3.672854835718134e-13
Position 703: 8.573077853422585e-14
Position 2645: 3.876778879183719e-34
Position 2922: 3.7988277291425106e-34
Position 2479: 2.1302028127347632e-34
Position 2659: 1.6883623461178167e-34
Position 2855: 9.073750931632848e-35
Position 2771: 7.235079200020514e-35
Position 2684: 1.7555230131108773e-35
Position 948: 1.103580978990462e-37
Position 1356: 1.0434772338768271e-37
Position 1264: 6.8337915708562e-38
Position 1358: 3.9333049670945876e-38
Position 957: 1.203743231544643e-38
Position 766: 4.4495253654030905e-39
Position 660: 1.1035717247708823e-41

Sorted 3' Splice Sites (High to Low Probability):
Position 25951: 0.9999999990163746
Position 57667: 0.9972803842729497
Position 21042: 0.9968587550299388
Position 39568: 0.9896546682171463
Position 33125: 0.948988718593177
Position 40173: 0.772498141304516
Position 40176: 0.20251832114368365
Position 48400: 0.11469214171650323
Position 48674: 0.09811228983763451
Position 48623: 0.09395339842651283
Position 14221: 0.08645025172553158
Position 14322: 0.07869928860007809
Position 33834: 0.06988207660696043
Position 541: 0.05903668990643595
Position 2194: 0.05535766158361861
Position 26148: 0.05266509352006007
Position 2233: 0.05145431336103567
Position 3087: 0.03288654815782778
Position 33409: 0.032249720484525485
Position 5041: 0.02994744327553044
Position 35656: 0.01970677355993392
Position 1809: 0.019506548756212827
Position 7093: 0.018883520044040255
Position 33425: 0.018489251935523757
Position 3794: 0.0180776464591603
Position 45101: 0.017119381675861047
Position 1758: 0.016826369239111825
Position 520: 0.016735840996763184
Position 58434: 0.016608235966845308
Position 1639: 0.014785872802398
Position 646: 0.01372236895292009
Position 40119: 0.013164806861599989
Position 33503: 0.012794344416000534
Position 33766: 0.011433274960212939
Position 2072: 0.008751369652487991
Position 1812: 0.008743127527124089
Position 48371: 0.00872677125764577
Position 33383: 0.00851165744298752
Position 47828: 0.007543171515061839
Position 1041: 0.007328413837564806
Position 1572: 0.007327561731793918
Position 5376: 0.0069774320399810155
Position 4190: 0.006963906819210405
Position 6726: 0.00677999504804646
Position 11543: 0.00574691849071559
Position 14495: 0.005498083964871724
Position 35216: 0.005108735102940422
Position 6168: 0.004363610006017383
