Gene = blot
index = 1630
Annotated 5SS: [16927 18022 19904 22928 23120]
Annotated 3SS: [17779 19671 22781 22982 23183]
SMsplice 5SS: [  104 12290 19904 22928 23120]
SMsplice 3SS: [11641 19671 22781 22982 23183]
top_k =  1000
Partition function (log Z): 0.8228898369824045

Sorted 5' Splice Sites (High to Low Probability):
Position 23120: 0.992099820863967
Position 22928: 0.9759523473131253
Position 19904: 0.91920296773479
Position 12290: 0.9070177970041432
Position 2615: 0.3914260407312841
Position 20195: 0.20537857100313728
Position 2262: 0.1890991678200563
Position 1353: 0.16990527854676857
Position 761: 0.1512083583048946
Position 104: 0.12727601124319263
Position 265: 0.12463437991994752
Position 161: 0.11214543017228158
Position 63: 0.09884328941425512
Position 12956: 0.08952458029818436
Position 1040: 0.08292967120678212
Position 980: 0.07077877866546851
Position 2419: 0.06946707568792226
Position 1894: 0.06921369274714427
Position 19992: 0.05316934013826604
Position 45: 0.04924200586328237
Position 1357: 0.045435618795918634
Position 13918: 0.04136603950268855
Position 13530: 0.032205640426049176
Position 20243: 0.03188733795475206
Position 18022: 0.027238132082234755
Position 22932: 0.023173101036135627
Position 12924: 0.019672012052514756
Position 12312: 0.019460500240576658
Position 12639: 0.01794659477196587
Position 2576: 0.01734405866876829
Position 12307: 0.015324402058383027
Position 227: 0.014730994009838766
Position 1558: 0.012862954489602063
Position 2204: 0.011981356140750509
Position 83: 0.00968936919325911
Position 20439: 0.009519277100754073
Position 224: 0.009207915463062884
Position 29: 0.007958018570857199
Position 21028: 0.0077876570496025425
Position 12373: 0.007275829837007478
Position 23446: 0.007062996144281217
Position 593: 0.007016644451427527
Position 23272: 0.006448468146741836
Position 20235: 0.0063602426216962556
Position 21412: 0.00628924921333008
Position 22129: 0.006225380418614081
Position 16115: 0.006185953752758836
Position 23458: 0.005982024416273495
Position 19788: 0.005846086818847516
Position 1489: 0.0057381411069789045
Position 20239: 0.005691716719857712
Position 21309: 0.004823411386078693
Position 24302: 0.004649090770768878
Position 14297: 0.004520169509717523
Position 20318: 0.004498258379258773
Position 13071: 0.004314747482746119
Position 1182: 0.004235922191634328
Position 1323: 0.004235121272164208
Position 21266: 0.004002805093915059
Position 13664: 0.0038956515188113333
Position 12388: 0.003424026379398618
Position 3633: 0.0030382252688249873
Position 611: 0.0029745398263775332
Position 20507: 0.0029626266242030502
Position 14283: 0.002940246051761897
Position 24269: 0.002834519049256872
