Gene = mbf1
index = 1785
Annotated 5SS: [317 541 912]
Annotated 3SS: [ 416  750 1280]
SMsplice 5SS: [541 912]
SMsplice 3SS: [ 750 1280]
top_k =  1000
Partition function (log Z): -1.8166862517404314

Sorted 5' Splice Sites (High to Low Probability):
Position 912: 0.9809199519901685
Position 541: 0.9108635724723964
Position 20: 0.4531074432154202
Position 352: 0.2501988313267328
Position 1542: 0.14525789133511788
Position 1919: 0.12143316416796185
Position 234: 0.10858880350974272
Position 1212: 0.049311769638636906
Position 317: 0.023724194295383583
Position 2160: 0.01072349530899312
Position 2144: 0.010651001239985271
Position 916: 0.009456199760115384
Position 1423: 0.008693210627629316
Position 539: 0.0060227655628914585
Position 1889: 0.00461750621006632
Position 1354: 0.0031698947698904087
Position 1975: 0.002027612733974726
Position 57: 0.0019004817014673947
Position 2132: 0.0009701707267953444
Position 1135: 0.000965622036207395
Position 702: 0.0008134663647135139
Position 1223: 0.0007849417326034493
Position 1155: 0.0007373837000641513
Position 1209: 0.0005034608090494659
Position 719: 0.0004671154716243021
Position 1216: 0.00036463956320597577
Position 1330: 0.0003062422865320651
Position 1894: 0.0002790491598500975
Position 704: 0.00026388490517576256
Position 1430: 0.00021333139451697145
Position 1088: 0.0002039678076365619
Position 194: 0.00019800425856239602
Position 1701: 0.0001860957907260916
Position 1097: 0.00016196446162272131
Position 267: 0.00014277485128730532
Position 581: 0.0001246932503998259
Position 1005: 0.00010736835010535334
Position 2209: 9.738167464468576e-05
Position 356: 8.108020058859093e-05
Position 1714: 6.705682440289047e-05
Position 254: 6.690883564118993e-05
Position 545: 6.395793345702385e-05
Position 1774: 6.250284561920189e-05
Position 221: 5.560186583965534e-05
Position 1942: 5.4912806254684705e-05
Position 1901: 5.114659219815685e-05
Position 1130: 4.562420644004797e-05
Position 849: 4.2587840843378754e-05
Position 364: 3.819398481507833e-05
Position 745: 3.447009398990955e-05
Position 1305: 3.445055484768825e-05
Position 1842: 3.12528107211872e-05
Position 522: 2.230276738529638e-05
Position 611: 2.078368323960319e-05
Position 1600: 1.6418207391866644e-05
Position 177: 1.6375655839013602e-05
Position 492: 8.019739446550017e-06
Position 563: 5.269092089077237e-06
Position 1462: 4.623308371873738e-06
Position 391: 4.458643442254419e-06
Position 754: 3.4725418358276486e-06
Position 1690: 3.3997390255212376e-06
Position 146: 3.0768387509587e-06
Position 643: 1.865301083647807e-06
Position 467: 1.789343595857353e-06
Position 1008: 1.7410863226877781e-06
Position 516: 1.5302860712683137e-06
Position 270: 1.5002079939386077e-06
Position 321: 1.2612628269515299e-06
Position 419: 1.1784602784255467e-06
Position 608: 1.0691760668718665e-06
Position 340: 9.911508255238873e-07
Position 1030: 9.045266012348974e-07
Position 435: 8.609390752831772e-07
Position 508: 6.870272675493559e-07
Position 1324: 5.553018065702612e-07
Position 626: 3.77345434112968e-07
Position 1079: 3.1434875257465154e-07
Position 1302: 2.948015436142619e-07
Position 1448: 1.0871448027701615e-07
Position 1041: 8.544838847446171e-08
Position 1036: 8.41385424787814e-08
Position 441: 1.4193299378849803e-09
Position 1241: 5.795668212825781e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 750: 0.9404177773773679
Position 1280: 0.9155113257240447
Position 88: 0.38197556350004813
Position 416: 0.20209951045645644
Position 2309: 0.11398412186302914
Position 1008: 0.10425896743084555
Position 1731: 0.04454915127254522
Position 129: 0.04204432480913613
Position 292: 0.04124155893868769
Position 2015: 0.03881911149953006
Position 298: 0.03872591326360584
Position 1796: 0.0380237501883094
Position 452: 0.03376925075370305
