Gene = Aef1
index = 15
Annotated 5SS: [ 280 2588]
Annotated 3SS: [1602 2650]
SMsplice 5SS: [ 280 2588]
SMsplice 3SS: [1602 2650]
top_k =  1000
Partition function (log Z): -5.237904955553417

Sorted 5' Splice Sites (High to Low Probability):
Position 2588: 0.9967088780284307
Position 280: 0.7337654227747404
Position 1461: 0.291908295033382
Position 1225: 0.1440336214472597
Position 3363: 0.10973918791205368
Position 3377: 0.10723277492464842
Position 626: 0.10376910531236143
Position 1709: 0.07085531587002865
Position 1506: 0.05004686354918874
Position 1086: 0.036453870486394445
Position 3381: 0.02627403975349294
Position 41: 0.02576488815994572
Position 851: 0.021885990433947195
Position 1675: 0.019818905011654234
Position 3397: 0.018265025495917575
Position 1679: 0.01564792606727897
Position 455: 0.015273805309310239
Position 1513: 0.011794183216868146
Position 315: 0.010839269246864531
Position 827: 0.009249936628604696
Position 29: 0.008904360618475094
Position 678: 0.008326156500782623
Position 461: 0.006401355919083665
Position 1853: 0.006169009593032982
Position 3555: 0.005853965065150196
Position 831: 0.005514343349367466
Position 3103: 0.004142374708753892
Position 957: 0.0037517674282890852
Position 562: 0.0034743791497785833
Position 3495: 0.003297082105050491
Position 3499: 0.0023140512061524446
Position 4402: 0.0014252177530531909
Position 1465: 0.001406360705181702
Position 2314: 0.0013189104503028432
Position 3852: 0.0011881377735019761
Position 220: 0.0010662760959951108
Position 1262: 0.001031211320756677
Position 1501: 0.001021452043523621
Position 465: 0.0009248478235400635
Position 3591: 0.0008164173569254583
Position 4364: 0.0007997218905104531
Position 3372: 0.0007296643060200691
Position 3801: 0.0007141774293759526
Position 1220: 0.0006722223781266986
Position 869: 0.0005037196856295124
Position 720: 0.00043843730622988977
Position 1078: 0.00027817042059115755
Position 3316: 0.0002546289763690923
Position 284: 0.0002445040850104013
Position 1324: 0.00024201307714326984
Position 790: 0.00021812479649415857
Position 4485: 0.0001800064604771697
Position 425: 0.0001744907531253791
Position 3391: 0.00016801607158254284
Position 65: 0.0001411976954805113
Position 1252: 0.00013754131665935515
Position 3412: 0.00013511018583559135
Position 206: 0.00013372167011776524
Position 2784: 0.00011958593866285732
Position 3833: 0.00010477582541251637
Position 2600: 9.704773912294557e-05
Position 377: 7.765350051670325e-05
Position 786: 6.507663046979693e-05
Position 3424: 6.098799534845254e-05
Position 2572: 5.705755226087475e-05
Position 1700: 5.3594967264051375e-05
Position 2252: 4.6433111256531874e-05
Position 10: 4.383041934202951e-05
Position 1429: 3.9702435829738625e-05
Position 1082: 3.6190988987494564e-05
Position 490: 3.384280184964492e-05
Position 469: 2.7939287782220984e-05
Position 20: 2.7453495397350647e-05
Position 2404: 2.0648919425965232e-05
Position 126: 1.4891618347006299e-05
Position 985: 1.3492431524889336e-05
Position 935: 1.3467815852141699e-05
Position 81: 1.2491155674415874e-05
Position 290: 1.1874067292267944e-05
Position 327: 9.012972950281463e-06
Position 683: 8.838050831748252e-06
Position 309: 7.744222509305896e-06
Position 901: 7.181893162585593e-06
Position 925: 6.368592080835491e-06
Position 379: 5.2118272877782405e-06
Position 292: 4.469756442231627e-06
Position 467: 3.978089144105651e-06
Position 560: 3.850385281362196e-06
Position 1335: 2.81132569207202e-06
Position 2443: 2.500953252168274e-06
Position 736: 2.3759300949587122e-06
Position 1101: 2.062601306126439e-06
Position 3401: 1.7951805981597865e-06
Position 367: 1.7376974774098845e-06
Position 2755: 1.6496061432036102e-06
Position 459: 1.4184757674305711e-06
Position 506: 7.040065584651007e-07
Position 3394: 6.615856194233503e-07
Position 2667: 5.072588314770528e-07
Position 477: 4.622830320806274e-07
Position 3439: 3.1747109594531884e-07
Position 319: 2.8748483527078277e-07
Position 3379: 2.2447719713373002e-07
Position 2743: 1.8072847967824955e-07
Position 1013: 1.3511636642513971e-07
Position 341: 1.187006303968654e-07
Position 317: 1.1411259064697574e-07
Position 512: 1.920526591467608e-08
Position 509: 1.4520661112807723e-08
Position 566: 1.4428529880121174e-08
Position 3246: 1.3094617436463276e-08
Position 494: 7.776767499321263e-09
Position 3157: 6.350136128937527e-09
Position 630: 7.957219593195926e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2650: 0.9958165373818131
Position 1602: 0.657405242518523
Position 1296: 0.27436358170533265
Position 1739: 0.12503838062161982
Position 2082: 0.11824016261843427
