Gene = cyc
index = 1661
Annotated 5SS: [ 184  518 1132 1632]
Annotated 3SS: [ 442  676 1201 1687]
SMsplice 5SS: [ 184  518 1132 1632]
SMsplice 3SS: [ 442  676 1201 1687]
top_k =  1000
Partition function (log Z): 3.0645248809560233

Sorted 5' Splice Sites (High to Low Probability):
Position 1132: 0.9577156129405735
Position 1632: 0.9162080469325556
Position 184: 0.8630150418806489
Position 518: 0.7810024570770092
Position 945: 0.19240714401513204
Position 242: 0.07016982525256689
Position 599: 0.06300214723942668
Position 1636: 0.04229662685375695
Position 388: 0.035258475213289335
Position 607: 0.025526497480163255
Position 1162: 0.015260521548432493
Position 1152: 0.005095155889531778
Position 938: 0.004729251794098481
Position 1815: 0.00419293043991353
Position 320: 0.003664282546777656
Position 89: 0.002791119405030613
Position 328: 0.002028867544269024
Position 1071: 0.001753811273155132
Position 971: 0.001752153441040694
Position 366: 0.0016335602120790874
Position 1803: 0.0015272997981684265
Position 1150: 0.0011270400462456511
Position 250: 0.0010476089356111539
Position 246: 0.0009065795278498216
Position 488: 0.0008508803778522944
Position 1794: 0.000849366624398764
Position 322: 0.0007852646616080398
Position 332: 0.0006494054029496522
Position 949: 0.000472595636978251
Position 202: 0.0004053534864984032
Position 356: 0.00033309164792382417
Position 1389: 0.0002879293616454401
Position 923: 0.0002738923898266232
Position 59: 0.00025561302495191794
Position 942: 0.0002508366134516652
Position 1037: 0.0002243886724802305
Position 334: 0.00015263292772526208
Position 50: 0.0001464966464649284
Position 170: 0.0001430221524833328
Position 1611: 0.00013022208713966415
Position 1827: 0.00011166073120285823
Position 1938: 8.391772120421895e-05
Position 93: 7.301252747588763e-05
Position 1323: 7.269635136097811e-05
Position 725: 6.42486590732641e-05
Position 1841: 4.396174821519405e-05
Position 2115: 4.390213438219007e-05
Position 1365: 4.249455007680152e-05
Position 188: 4.068829903587901e-05
Position 1961: 3.7620684036893055e-05
Position 887: 3.7597428135932684e-05
Position 112: 3.240393829618509e-05
Position 1940: 3.161788661695751e-05
Position 758: 3.0583957926474e-05
Position 1136: 2.4614830797203316e-05
Position 405: 2.3466657973770936e-05
Position 248: 1.9247765382747995e-05
Position 1396: 1.922856053374501e-05
Position 1522: 1.8554265061876482e-05
Position 1877: 1.562967214433598e-05
Position 178: 1.534647749042745e-05
Position 311: 1.4396580936754435e-05
Position 2058: 1.4190464066297329e-05
Position 1332: 8.791866234235605e-06
Position 1781: 8.13948191503744e-06
Position 952: 8.102518920210643e-06
Position 326: 7.5038177112774715e-06
Position 30: 6.3883139318124665e-06
Position 1422: 5.173863326793606e-06
Position 1175: 5.131908828990073e-06
Position 1617: 4.833307743480577e-06
Position 1537: 4.6412406491419366e-06
Position 1100: 4.478714780162753e-06
Position 994: 4.129882601367261e-06
Position 1745: 4.017687789110144e-06
Position 73: 3.454427555998252e-06
Position 83: 2.9701944946275126e-06
Position 996: 2.8067194785772533e-06
Position 795: 2.4265195219411853e-06
Position 810: 2.2443160632261457e-06
Position 1576: 1.6495311102050574e-06
Position 2043: 1.575399472040009e-06
Position 1102: 1.552960395594652e-06
Position 1256: 1.3175346292106046e-06
Position 118: 1.2992590745641066e-06
Position 975: 1.20257630778664e-06
Position 2011: 9.577472438758502e-07
Position 1166: 8.649451731118039e-07
Position 254: 8.398487401031665e-07
Position 1505: 7.869344189987936e-07
Position 1495: 5.043509198294423e-07
Position 832: 4.6220362566598565e-07
Position 150: 4.179731608222731e-07
Position 1188: 3.3583032798165007e-07
Position 706: 2.802394552903394e-07
Position 654: 1.844385900013457e-07
Position 987: 1.5800997028043325e-07
Position 427: 1.2174264449805382e-07
Position 408: 1.5786662205767227e-09
Position 1044: 1.1432242117824902e-10
Position 1225: 2.7913782237745298e-11
Position 430: 2.0672375124657255e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 676: 0.9470488371592278
Position 442: 0.8731036943633166
Position 1687: 0.7744605601655328
Position 1201: 0.7156592720429653
Position 1233: 0.26126491628812715
Position 1718: 0.17531038502830193
Position 1006: 0.11754300655406405
Position 994: 0.07365124614967807
Position 688: 0.013425839992282052
Position 2025: 0.010596156759091318
Position 620: 0.0087100608702582
Position 1218: 0.00581097380793029
Position 1537: 0.003458342554619333
Position 259: 0.003397818345216645
Position 574: 0.0024117996453479136
Position 239: 0.0017344776599606503
