Gene = RabX6
index = 1404
Annotated 5SS: [283]
Annotated 3SS: [431]
SMsplice 5SS: [283]
SMsplice 3SS: [431]
top_k =  1000
Partition function (log Z): -7.453469182910978

Sorted 5' Splice Sites (High to Low Probability):
Position 283: 0.9474285754764309
Position 1186: 0.09654037358668678
Position 48: 0.03710416378464299
Position 262: 0.010902711126893888
Position 1321: 0.009672376311090199
Position 648: 0.007579379837653787
Position 260: 0.007234925416608654
Position 1172: 0.0034282920347216876
Position 707: 0.0028791068286087656
Position 309: 0.0025084591161616005
Position 1140: 0.0019991887988181508
Position 516: 0.0018304881743575173
Position 368: 0.0016296060066635454
Position 1248: 0.00157408677654852
Position 1230: 0.001499685103206976
Position 133: 0.0014467125323488512
Position 343: 0.0012814405615309233
Position 911: 0.0011773309769106642
Position 1083: 0.001029813638328607
Position 1200: 0.0007293555137248556
Position 736: 0.0005628280032751308
Position 23: 0.0004668224909249805
Position 157: 0.00039512253122522866
Position 896: 0.0003424744169891611
Position 494: 0.0003335223407060681
Position 40: 0.00020449091799440127
Position 663: 0.00017556500844251332
Position 831: 0.0001319932672869718
Position 174: 0.00010732169667398464
Position 228: 7.333803657523052e-05
Position 576: 6.54184541356403e-05
Position 1022: 5.9856060028946465e-05
Position 700: 4.6352018391469845e-05
Position 683: 3.643388997127165e-05
Position 141: 3.422899304681826e-05
Position 738: 2.8922836756499788e-05
Position 38: 1.8445880755810597e-05
Position 542: 1.7811145058921736e-05
Position 754: 1.581507236114574e-05
Position 485: 9.392784198352542e-06
Position 1165: 7.314390509672236e-06
Position 749: 6.30368445427032e-06
Position 26: 4.980904564534875e-06
Position 396: 4.417047758390132e-06
Position 12: 3.6048094738469344e-06
Position 474: 2.959748899979718e-06
Position 972: 2.79415423221731e-06
Position 774: 3.824733950643107e-07
Position 409: 1.3775566687577731e-07
Position 1092: 1.3194022985308628e-07
Position 1004: 1.039342968202537e-07
Position 1028: 9.153550380381189e-08
Position 463: 8.083958724158962e-08
Position 1075: 7.38795131658133e-08
Position 1056: 6.832797622340615e-08
Position 721: 5.784852687365364e-08
Position 1134: 4.929165668548359e-08
Position 610: 3.38093982805432e-08
Position 29: 7.036365164100037e-09
Position 15: 4.457055629830241e-09
Position 554: 2.8757289927229448e-09
Position 451: 1.6495353432365416e-09
Position 393: 1.3112671299523765e-09
Position 418: 9.96637421359203e-11
Position 465: 2.2973550326832192e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 431: 0.9692596817219636
Position 1247: 0.07577982830228787
Position 1378: 0.016749090404601402
Position 132: 0.01266917598991977
Position 766: 0.010909683292470716
Position 1288: 0.010611968224253645
Position 1346: 0.008617697490072646
Position 100: 0.008409632210466509
Position 355: 0.0080305687748999
Position 992: 0.004059305385960919
Position 343: 0.0030004614554316137
Position 1229: 0.0024922756678208927
Position 1017: 0.0022981338927798656
Position 588: 0.0019118625457711306
Position 806: 0.0014503344226561314
Position 1206: 0.0009523709960144208
Position 1144: 0.0008729125177768649
Position 1106: 0.0007771898993081422
Position 335: 0.0007207816540768939
Position 1254: 0.000546647461966984
Position 560: 0.0005143051876304357
Position 91: 0.00041697697135540583
Position 1365: 0.0003356843294718853
Position 1271: 0.00028808946096919565
Position 494: 0.00017166344731061445
Position 620: 0.00014896047408679357
Position 1226: 0.00010703981949953735
Position 368: 0.00010014132787773434
Position 1351: 9.337056238141712e-05
Position 700: 8.036458525661131e-05
Position 727: 5.7321434772398824e-05
Position 1148: 4.838505847234207e-05
Position 376: 4.010864061100665e-05
Position 637: 3.9698215253453007e-05
Position 713: 3.0384298490506816e-05
Position 1302: 1.697786334488538e-05
Position 218: 6.851709774794682e-06
Position 939: 6.5732487441757126e-06
Position 590: 4.71083644307769e-06
Position 683: 2.4107665212982274e-06
Position 362: 1.8435461714354561e-06
Position 1081: 1.3479592731368649e-06
Position 647: 1.1926919884916151e-06
Position 260: 4.6085632465046796e-07
Position 956: 2.588453133654535e-07
Position 276: 2.2996913203661566e-07
Position 893: 2.1322086005769009e-07
Position 251: 1.6818850728594007e-07
Position 165: 1.651646222407106e-07
Position 896: 7.920766703533188e-08
Position 1092: 5.989844491443707e-08
Position 1176: 5.1951598116029477e-08
Position 847: 5.024833475484503e-08
Position 273: 4.18381547649785e-08
Position 167: 2.8849482667671878e-08
Position 305: 1.0520078495380598e-08
Position 157: 5.287101160577904e-09
Position 282: 1.2693509364387416e-09
Position 461: 7.48629680944015e-10
Position 599: 4.355521892536369e-10
Position 400: 8.620297959801663e-12
Position 320: 3.1736949157759556e-13
