Gene = Mpp6
index = 1285
Annotated 5SS: [41]
Annotated 3SS: [103]
SMsplice 5SS: [41]
SMsplice 3SS: [103]
top_k =  1000
Partition function (log Z): -5.693611396168817

Sorted 5' Splice Sites (High to Low Probability):
Position 41: 0.9908041194901918
Position 410: 0.23530953254099682
Position 221: 0.081198361950857
Position 405: 0.05255246677153802
Position 401: 0.006566326194321738
Position 1007: 0.0033208919731158065
Position 277: 0.0026608690111729486
Position 388: 0.002038961827516424
Position 397: 0.001605973614397584
Position 580: 0.001140718365434082
Position 989: 0.001064332846772884
Position 160: 0.0009887352045662877
Position 608: 0.0009571873369607338
Position 266: 0.000836676046357816
Position 1161: 0.0002964544594652598
Position 470: 0.00028386620986020194
Position 191: 0.00023267629193165612
Position 570: 0.00021707776466875774
Position 618: 0.00016468276769502043
Position 215: 9.87371728252959e-05
Position 228: 8.883238523948986e-05
Position 150: 5.4840528203534314e-05
Position 629: 5.285695633334516e-05
Position 342: 5.14426772220649e-05
Position 1171: 4.1026841503095494e-05
Position 1322: 3.530384235699162e-05
Position 1138: 2.418250681480015e-05
Position 573: 1.984976771280631e-05
Position 1305: 1.731704432550816e-05
Position 1110: 1.290378345077015e-05
Position 1063: 1.2477829483816743e-05
Position 796: 6.26234754200212e-06
Position 1183: 5.081949830430103e-06
Position 371: 4.337968006933659e-06
Position 752: 4.215139207913806e-06
Position 138: 3.570612092480862e-06
Position 1116: 3.2558180041741397e-06
Position 359: 3.01366702351298e-06
Position 1235: 1.349857014188618e-06
Position 1326: 1.2243041871103874e-06
Position 96: 2.3186765342021956e-07
Position 103: 1.1546408862392967e-07
Position 108: 6.268473467445165e-08
Position 454: 2.5958850118212106e-08
Position 320: 1.8214000907229293e-08
Position 115: 1.551898006343494e-08
Position 314: 5.422449553499931e-09
Position 329: 2.0617106915901574e-09
Position 848: 1.1365314333291887e-09
Position 520: 5.644137640425594e-10
Position 758: 9.371441378244681e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 103: 0.9198130279707275
Position 470: 0.27851781766126715
Position 276: 0.09399774922900116
Position 108: 0.03732273643410039
Position 336: 0.010380371753425629
Position 661: 0.008950376149387398
Position 700: 0.007860731128481093
Position 307: 0.006818559451725386
Position 1304: 0.003768763752330216
Position 629: 0.002024274887088023
Position 528: 0.0019471289927696534
Position 191: 0.0018171952721945895
Position 551: 0.0011758638534024942
Position 1078: 0.001060468667789651
Position 644: 0.0009395295695826341
Position 115: 0.0008777952447273101
Position 678: 0.0008154907513828104
Position 127: 0.0008055350528943121
Position 742: 0.0008003990813357571
Position 1050: 0.0004897408759314306
Position 291: 0.0004132084788183763
Position 1089: 0.0003388963167845158
Position 220: 0.00029438368526268465
Position 1203: 0.00026285568648979924
Position 208: 0.00024661896255533
Position 532: 0.00013859080386194485
Position 1365: 0.00012299887469802896
Position 1268: 0.00012152297089360785
Position 1355: 0.00012123350873015602
Position 1210: 8.574855153151139e-05
Position 940: 6.821660126656952e-05
Position 1093: 6.235278686096212e-05
Position 884: 5.211668588956752e-05
Position 320: 4.632152986608026e-05
Position 733: 3.902604416450024e-05
Position 431: 2.964876564249352e-05
Position 509: 2.479141730421172e-05
Position 897: 2.1825539341669716e-05
Position 1325: 2.1690361011476227e-05
Position 1388: 1.6078420826077508e-05
Position 1183: 1.5139564445631702e-05
Position 449: 1.3220442941108946e-05
Position 752: 8.16231750911636e-06
Position 923: 6.460617390908404e-06
Position 820: 4.2433511745380625e-06
Position 858: 3.883329564699282e-06
Position 958: 3.0418887744222622e-06
Position 408: 2.9681122776769534e-06
Position 705: 2.7588880828007648e-06
Position 766: 2.751809152969894e-06
Position 758: 2.5152285480817216e-06
Position 1319: 2.5093255689360377e-06
Position 1274: 1.726335678705701e-06
Position 347: 6.757049735666963e-07
Position 352: 4.830377885437265e-07
Position 382: 1.5750263906049543e-07
Position 369: 8.802473028288917e-08
Position 405: 2.7882875455362205e-09
Position 338: 2.112458766507626e-09
Position 817: 3.9206158072519157e-10
Position 359: 9.118833135469217e-11
Position 371: 1.4866497680930954e-11
Position 393: 9.750031656806797e-13
Position 388: 9.066131705106399e-13
