Gene = Rbsn-5
index = 1411
Annotated 5SS: [ 927 1596]
Annotated 3SS: [ 984 1660]
SMsplice 5SS: [ 927 1596]
SMsplice 3SS: [ 984 1660]
top_k =  1000
Partition function (log Z): -6.108158580150418

Sorted 5' Splice Sites (High to Low Probability):
Position 1596: 0.9815978472563811
Position 927: 0.5296688720587456
Position 798: 0.0858390480481724
Position 931: 0.06445515610362991
Position 38: 0.0536319676190051
Position 593: 0.03188351375749229
Position 141: 0.031070550336862648
Position 33: 0.024405179443543066
Position 570: 0.02184306885642591
Position 904: 0.014553316378371414
Position 188: 0.00885189277390575
Position 1140: 0.008241167433194054
Position 486: 0.007389424013867172
Position 811: 0.006814342151823343
Position 958: 0.004177475512702057
Position 510: 0.0025439176577150267
Position 886: 0.002361995144984875
Position 867: 0.0023176557669780736
Position 1373: 0.0021409811658874615
Position 1255: 0.0019172054164130145
Position 1193: 0.001499178301857532
Position 368: 0.0013026336954278027
Position 345: 0.0011677920423393833
Position 173: 0.0009222446127556567
Position 358: 0.0008114559775955051
Position 871: 0.0006003325568294094
Position 822: 0.00042779554801897825
Position 111: 0.0003929210400448811
Position 624: 0.0003145933317756237
Position 801: 0.00029157474728110794
Position 1483: 0.00027494334525290156
Position 1156: 0.0002704107688250503
Position 306: 0.0002631524664564233
Position 1600: 0.00022244832614357155
Position 762: 0.00018621375789097794
Position 646: 0.00016656915242354016
Position 585: 0.00016042141393574264
Position 122: 0.00015762326066277982
Position 161: 0.0001335750446738633
Position 1173: 0.00012985290327501784
Position 494: 8.05713379630649e-05
Position 1061: 6.92045511425041e-05
Position 1567: 6.892493947595488e-05
Position 71: 6.711645073793169e-05
Position 96: 6.091599712307001e-05
Position 834: 5.506092463176663e-05
Position 816: 5.209020433212427e-05
Position 136: 4.502536001910924e-05
Position 782: 4.466539044860489e-05
Position 1843: 3.5821520467352486e-05
Position 1111: 3.4643563500661314e-05
Position 262: 2.9718027116193933e-05
Position 714: 2.0900940237292463e-05
Position 752: 1.868260244027802e-05
Position 1687: 1.7119888101494367e-05
Position 825: 1.7050702731557028e-05
Position 806: 1.615737841714884e-05
Position 1554: 1.387473515606132e-05
Position 1134: 1.3830108102716348e-05
Position 1406: 1.3799849840045742e-05
Position 333: 1.2132896008011396e-05
Position 1711: 1.022125826542989e-05
Position 631: 9.414682705535816e-06
Position 1281: 6.684187422770789e-06
Position 1459: 2.72023522761133e-06
Position 814: 2.1342278176836795e-06
Position 1560: 1.4630761802429466e-06
Position 1841: 7.292347562814288e-07
Position 1631: 7.180170038320981e-07
Position 150: 5.007596633599679e-07
Position 1330: 4.559289243459947e-07
Position 1796: 2.2553088122577518e-07
Position 499: 9.434327336124256e-08
Position 655: 8.547832795155626e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1660: 0.9821573316144516
Position 984: 0.7477554313199293
Position 509: 0.051864492414564554
Position 99: 0.04078357734094053
Position 655: 0.03523263441873707
Position 1499: 0.00809843601672395
Position 1213: 0.0069034341859382795
Position 1015: 0.0036197981167250407
Position 993: 0.002671307468223576
Position 612: 0.0022883156673279533
Position 1448: 0.0021929019848162382
Position 1202: 0.0019738391082893903
Position 282: 0.0012509300998679934
Position 1254: 0.0012121296375426107
Position 186: 0.0010739014717492663
Position 1012: 0.0009865091270286458
Position 852: 0.0009351438797539263
Position 127: 0.0006253965679979849
Position 1139: 0.0006168530808192045
Position 431: 0.0005696609666050308
Position 1338: 0.0005612514668145729
Position 1031: 0.0005476336535244423
Position 1539: 0.00035319838682881306
Position 733: 0.0003380983601664449
Position 1428: 0.0002860122999493452
Position 1771: 0.00023821735679794477
Position 1691: 0.00020565429490236728
Position 445: 0.00012019620358779441
Position 1741: 0.00010462332521177997
Position 209: 9.555314492312801e-05
Position 646: 9.030536879772747e-05
Position 1699: 6.457152051993557e-05
Position 1028: 5.125976024119029e-05
Position 1454: 5.0445278623515545e-05
Position 1342: 2.9339766397140478e-05
Position 485: 2.8135247554690394e-05
Position 1892: 2.638257351409443e-05
Position 1224: 2.6374434676075694e-05
Position 1834: 2.5765674704781108e-05
Position 524: 2.3021958698578578e-05
Position 173: 2.2611852704161977e-05
Position 394: 2.00133401822738e-05
Position 822: 1.823488798333911e-05
Position 1170: 1.751239904799201e-05
Position 616: 1.1396230275769514e-05
Position 1916: 1.0811630680419183e-05
Position 1320: 5.6131013829100715e-06
Position 1780: 4.6658169210148546e-06
Position 743: 4.4594411718036e-06
Position 358: 4.218482235719047e-06
Position 619: 4.058669238494916e-06
Position 206: 3.915673077131434e-06
Position 997: 3.6431406250372955e-06
Position 757: 3.0728655181752866e-06
Position 1271: 3.017920851577459e-06
Position 904: 2.1503729559529515e-06
Position 1756: 1.6985295230382734e-06
Position 1904: 8.168925503012909e-07
Position 457: 5.980113217271868e-07
Position 136: 3.769468048462397e-07
Position 679: 3.595054100247437e-07
Position 1707: 3.459652319480229e-07
Position 690: 3.15372066971479e-07
Position 454: 1.9713532315318213e-07
Position 290: 1.804169499448586e-07
Position 475: 1.4589168743011922e-07
Position 122: 1.2822548640761149e-07
Position 631: 1.1869406566231023e-07
Position 554: 1.1486989855675119e-07
Position 297: 9.541879574098534e-08
Position 306: 2.3660235990289185e-08
Position 535: 6.62928329220459e-09
Position 570: 1.8874897082449682e-09
Position 320: 1.6979970732504276e-09
Position 752: 3.490209986944043e-10
Position 145: 8.503216574139325e-11
Position 409: 1.1671916275314306e-11
Position 404: 2.3250012118362738e-12
Position 322: 1.0305131808395514e-14
Position 313: 8.35675062194216e-15
Position 311: 5.562488312023916e-15
Position 406: 1.1741539525217158e-21
