Gene = GABA-B-R3
index = 1174
Annotated 5SS: [ 456 3786 4686 5352 6136 7086 7485 7994 9178 9605]
Annotated 3SS: [2785 4541 5075 5883 6722 7182 7854 8901 9285 9733]
SMsplice 5SS: [ 760 4686 5352 6136 7086 7485 7994 9178 9605]
SMsplice 3SS: [4541 5225 5883 6722 7182 7854 8378 9285 9733]
top_k =  1000
Partition function (log Z): 13.66028910023682

Sorted 5' Splice Sites (High to Low Probability):
Position 9178: 0.9977410816695829
Position 7086: 0.9953098000703244
Position 4686: 0.9802663957864413
Position 7994: 0.9778674818909323
Position 6136: 0.975831879190678
Position 9605: 0.9410224262406165
Position 7485: 0.9057131945077911
Position 5352: 0.8531077702443982
Position 3786: 0.5218629148636236
Position 9361: 0.3062824072471285
Position 760: 0.2577646816845982
Position 10714: 0.1444577390130353
Position 247: 0.12484053099925138
Position 859: 0.0985245483529484
Position 11151: 0.09670350872667749
Position 11774: 0.09225722141964218
Position 1544: 0.07565614741490115
Position 568: 0.04989096940481276
Position 10481: 0.048483404845559845
Position 9997: 0.0477365979008202
Position 6643: 0.04545981475112808
Position 2005: 0.04264284183860771
Position 9622: 0.04253393656426763
Position 5618: 0.04208169569229214
Position 703: 0.03920082551422692
Position 7342: 0.03524015517230633
Position 8277: 0.029999266215611695
Position 822: 0.029910384566587473
Position 699: 0.02909181638553387
Position 12061: 0.025675852022017193
Position 7497: 0.023265718838808448
Position 982: 0.02072122767704307
Position 243: 0.020301105643036603
Position 2584: 0.020162692181640473
Position 665: 0.018769183323088284
Position 1511: 0.018464511424624415
Position 10031: 0.01782724557898551
Position 764: 0.01604124832604093
Position 9838: 0.015523188645526886
Position 2029: 0.015106247743845528
Position 10620: 0.015077992037251107
Position 4944: 0.014863803355783255
Position 8164: 0.014859867531676379
Position 11305: 0.014346866356683599
Position 2491: 0.012950752043123015
Position 682: 0.01082545848302974
Position 7704: 0.010464428335586227
Position 8113: 0.009567190705359148
Position 266: 0.008020519545273814
Position 7778: 0.007257921582026918
Position 4105: 0.0068982070744083215
Position 4173: 0.006535563476444254
Position 7742: 0.006253319782483564
Position 6539: 0.006117189749259089
Position 904: 0.005880857582102883
Position 9394: 0.005716457169697914
