Gene = Reps
index = 1419
Annotated 5SS: [ 579 1039 1441 2294 2802 3323]
Annotated 3SS: [ 633 1120 1508 2364 3235 3475]
SMsplice 5SS: [ 579 1039 1441 2294 2802 3323]
SMsplice 3SS: [ 633 1120 1508 2364 3235 3475]
top_k =  1000
Partition function (log Z): 18.60133309982214

Sorted 5' Splice Sites (High to Low Probability):
Position 1441: 0.9998356672557637
Position 2294: 0.9990757245576942
Position 579: 0.9503083029537126
Position 3323: 0.9013220664389942
Position 1039: 0.8860571415417866
Position 2802: 0.8630912290017925
Position 4808: 0.22390546900602554
Position 5172: 0.18140136097925944
Position 2638: 0.09892045706085692
Position 4046: 0.0918523097569714
Position 5368: 0.0716002691649432
Position 989: 0.06422150169921961
Position 3341: 0.04039168861016756
Position 3669: 0.02094976309278543
Position 3687: 0.019407314577204186
Position 4646: 0.01559898715780532
Position 1043: 0.01308543996592869
Position 4092: 0.01277506032206406
Position 4036: 0.010443807387524338
Position 5372: 0.007913874900294476
Position 4090: 0.0076478669207164255
Position 1595: 0.00680562528162098
Position 600: 0.006724794768786602
Position 3593: 0.005801441251555717
Position 472: 0.005793160079148951
Position 4227: 0.005156594442662541
Position 1853: 0.004544262861873711
Position 2078: 0.004472268145781687
Position 3352: 0.003316212300716683
Position 802: 0.003203908521571192
Position 3665: 0.0027903241016257667
Position 4966: 0.00276454012172696
Position 570: 0.002514868646919559
Position 5028: 0.0022797331844860375
Position 3722: 0.0019166613985435632
Position 4812: 0.0018594778398322376
Position 4968: 0.0017872120735498073
Position 1599: 0.0015892546659335227
Position 1952: 0.0015689117101218796
Position 3115: 0.0012319561806707362
Position 4096: 0.0012269966734294235
Position 3768: 0.0011816872053512508
Position 1070: 0.0011775541589480428
Position 1033: 0.0010706182530968232
Position 1242: 0.001028944231900078
Position 4515: 0.0009486960606720807
Position 4818: 0.0009393274283248622
Position 419: 0.0009367838822607079
Position 3788: 0.0008870804974315851
Position 3987: 0.0008763758972886482
Position 5218: 0.0007445177233311658
Position 1871: 0.0006991953973893459
Position 393: 0.0006763053492157003
Position 4836: 0.000612150524757967
Position 3409: 0.0005026115391339286
Position 3377: 0.0004957083410816258
Position 2895: 0.00047984118207258894
Position 2298: 0.0004393541584357799
Position 513: 0.0004347891061757115
Position 1009: 0.0004205260204616867
Position 5154: 0.0004127005430405854
Position 175: 0.0004000118102454532
Position 1001: 0.00039415824150490036
Position 3320: 0.0003657761513224047
Position 3956: 0.0003581270357722166
Position 4711: 0.000355298651696256
Position 5165: 0.0003495834469058502
Position 814: 0.00031985590981299395
Position 4073: 0.00031888612960369827
Position 3921: 0.0002976234180556236
Position 4523: 0.0002838525522107152
Position 4479: 0.0002681792566937117
Position 1605: 0.00024509705219926526
Position 4449: 0.00023667289809391494
Position 3092: 0.0002335806837359372
Position 324: 0.0002289170439549475
Position 135: 0.0002164469664063228
Position 4376: 0.0002083998243099956
Position 3888: 0.0002057172352728407
Position 4864: 0.00020001555108618689
Position 2972: 0.00019802830405888332
Position 2125: 0.0001942329407484852
Position 1061: 0.0001870874571021636
Position 2762: 0.00018610058748073178
Position 1627: 0.00018227130443626433
Position 3005: 0.00017835895283141562
Position 3975: 0.00014683923310421058
