Gene = Adhr
index = 13
Annotated 5SS: [  92  886 1356 2092 2923]
Annotated 3SS: [ 750  950 1425 2517 2973]
SMsplice 5SS: [  92  886 1356 2923]
SMsplice 3SS: [ 226  950 2517 2973]
top_k =  1000
Partition function (log Z): 1.6486008205696496

Sorted 5' Splice Sites (High to Low Probability):
Position 1356: 0.9961974470528264
Position 2923: 0.9867651546278378
Position 886: 0.7860861380503261
Position 92: 0.7318809766409193
Position 2092: 0.3009647207968282
Position 1696: 0.13538838551272517
Position 428: 0.11061812101824937
Position 2096: 0.08353122230967144
Position 633: 0.051422664098548954
Position 325: 0.03089179522761606
Position 2187: 0.03018319645099825
Position 672: 0.014673607465611733
Position 182: 0.013548722836366569
Position 1020: 0.01173271572673548
Position 172: 0.010969429285632921
Position 2462: 0.01013474849223489
Position 2068: 0.009647164352566477
Position 2112: 0.006725690932613929
Position 153: 0.005896593938585984
Position 926: 0.004949626530754439
Position 1512: 0.0033817116444687665
Position 2417: 0.0032291598048149847
Position 2696: 0.003029370340938368
Position 2706: 0.0026757270260406897
Position 2656: 0.002474169792019314
Position 2813: 0.0019713193741825678
Position 1246: 0.0018538811940348086
Position 627: 0.0015636341569148042
Position 1249: 0.0013113386976531956
Position 514: 0.0010848976060534794
Position 2896: 0.0009558144846490733
Position 2915: 0.0008568316428981041
Position 2170: 0.0007508099533704894
Position 1531: 0.0005831145448675143
Position 1135: 0.0004249874157562919
Position 391: 0.0003600451035102005
Position 25: 0.0003084463642697207
Position 1998: 0.0003013375810090431
Position 654: 0.0002895174000196887
Position 1741: 0.0002861249453112256
Position 957: 0.00026076887969585065
Position 415: 0.00022971135401137223
Position 1732: 0.00020413256220643225
Position 609: 0.00018284318625635956
Position 96: 0.0001520773404481806
Position 193: 0.00014989651812547582
Position 248: 0.00014134259929621674
Position 3127: 0.00013164419750516792
Position 56: 0.000124677523340904
Position 1240: 0.00010393391071881477
Position 329: 0.00010385604560645143
Position 814: 9.699867370270973e-05
Position 1519: 7.703075553171473e-05
Position 1662: 7.312424166118898e-05
Position 2383: 7.287788278817583e-05
Position 130: 6.981265011192893e-05
Position 541: 5.0578610713286355e-05
Position 3207: 4.973580361978067e-05
Position 2307: 4.401962829837704e-05
Position 1492: 4.1850268613377513e-05
Position 1047: 4.0411219943537e-05
Position 3246: 3.2455314812223524e-05
Position 937: 2.5872313498290477e-05
Position 295: 2.349777784640323e-05
Position 2879: 2.0547120333611018e-05
Position 370: 2.0215954220364412e-05
Position 845: 1.8767699413599138e-05
Position 1191: 1.8360848721668968e-05
Position 35: 1.7351155031864537e-05
