Gene = PGRP-LA
index = 1354
Annotated 5SS: [ 104  596 2602 2890 3329]
Annotated 3SS: [ 277 2379 2653 3121 3393]
SMsplice 5SS: [ 104  596 2602 2890 3329]
SMsplice 3SS: [ 277 2379 2653 3121 3393]
top_k =  1000
Partition function (log Z): 5.165190306788508

Sorted 5' Splice Sites (High to Low Probability):
Position 3329: 0.9938235470366938
Position 596: 0.9848384933908845
Position 104: 0.9384818581888842
Position 2602: 0.9042818456312722
Position 2890: 0.8435524505692483
Position 381: 0.03397321109248696
Position 1441: 0.0339367148284167
Position 1426: 0.023438967125498412
Position 2052: 0.02270792021832093
Position 2557: 0.020319168859344667
Position 109: 0.01117448665301496
Position 2861: 0.008234261229655199
Position 1319: 0.005048302592459768
Position 3519: 0.004514260717950118
Position 813: 0.00361015720056708
Position 2723: 0.0036086171833453634
Position 1621: 0.0018803532095821088
Position 3175: 0.0018199322077831405
Position 3563: 0.001796314072071091
Position 3649: 0.0016710503770403773
Position 2010: 0.0013778040797612278
Position 478: 0.0012450477258375721
Position 208: 0.0012318823263239315
Position 151: 0.0009769339839979746
Position 3682: 0.0009704614405277243
Position 1733: 0.00096867973578494
Position 1932: 0.000821382249692368
Position 1050: 0.0008102785550893389
Position 3580: 0.000677979391477328
Position 826: 0.0005905273770249893
Position 2025: 0.0005701180811959866
Position 1833: 0.00041973808473902007
Position 2706: 0.00040406227412553874
Position 3002: 0.0003848650907540356
Position 3852: 0.00035337995603197935
Position 2183: 0.00034120727725369006
Position 3844: 0.00030369894692245416
Position 1387: 0.00029172489204967164
Position 3657: 0.0002871439511300281
Position 508: 0.00028014514843409296
Position 1744: 0.00027764209719145213
Position 2404: 0.0002695026011245468
Position 1207: 0.0002531485170233609
Position 1445: 0.00024660594933896996
Position 3561: 0.000226022759025757
Position 630: 0.00020532854910890438
Position 3848: 0.00020170870589167792
Position 3671: 0.00019719401557332443
Position 3854: 0.00018301813034594968
Position 2941: 0.00015457462004095997
Position 3856: 0.00014821940521215907
Position 2959: 0.00013598114854809822
Position 2779: 0.00013508313776606736
Position 2489: 0.0001335317153529679
Position 396: 0.00013184269901893756
Position 3862: 0.00012977703700465615
Position 1787: 0.00012975919749741004
Position 3858: 0.00012048496575627964
Position 505: 0.00011388920913093019
Position 1763: 0.00010703543372559077
Position 2904: 0.00010288661939968088
Position 3314: 0.00010225196040312247
Position 3135: 0.00010199260602756401
Position 2276: 0.00010097920956197583
Position 3842: 0.00010066923951217831
Position 2600: 9.99771485222453e-05
Position 1869: 9.386133776726071e-05
Position 627: 8.96833980012007e-05
Position 1775: 8.327807209644973e-05
Position 2811: 7.878219227860796e-05
Position 3005: 7.868923926595318e-05
Position 1067: 7.412951035081582e-05
Position 925: 6.332848449000767e-05
Position 1449: 6.15654043915187e-05
Position 1390: 5.6274758729156424e-05
Position 18: 3.4885596562752955e-05
Position 3252: 3.3965852629685724e-05
Position 67: 3.135587875884177e-05
Position 2606: 2.979327145668646e-05
Position 243: 2.7929436720018042e-05
Position 169: 1.87638633115264e-05
Position 1098: 1.7737151855192496e-05
Position 1660: 1.636166507618962e-05
Position 2758: 1.3172320585589905e-05
Position 368: 1.2288334703583747e-05
Position 3626: 1.1504117793619802e-05
Position 2697: 9.691570992103083e-06
Position 1329: 9.62960760924125e-06
Position 2451: 8.624687781346615e-06
Position 3223: 7.554899207181621e-06
Position 300: 6.768513077266077e-06
Position 1458: 6.251533632374988e-06
Position 32: 5.7448723668999324e-06
Position 1313: 5.587570277032044e-06
Position 541: 3.528947807895809e-06
Position 977: 3.2294173286621707e-06
Position 3299: 2.896462516309977e-06
Position 3122: 2.774700391520152e-06
Position 432: 1.9285741294070647e-06
Position 3234: 1.8707953430177874e-06
Position 3798: 1.829923105143334e-06
Position 356: 1.6751444813942777e-06
Position 471: 1.5257469009478842e-06
Position 1159: 1.518001146210263e-06
Position 353: 1.2041564090691897e-06
Position 3882: 1.029420873134258e-06
Position 3254: 1.0037244432077779e-06
Position 684: 7.499166960711822e-07
Position 3772: 6.90959216200999e-07
Position 3278: 6.869996091088026e-07
Position 515: 6.821986947443877e-07
Position 3846: 6.538837849104899e-07
Position 1194: 2.9501360931293114e-07
Position 600: 2.811001710437338e-07
Position 909: 2.2174132638182032e-07
Position 1041: 2.115763775181363e-07
Position 787: 6.722210661432534e-08
Position 339: 6.080732741354784e-08
Position 1027: 5.085679253725109e-08
Position 1316: 4.711012807234852e-08
Position 1121: 4.469585005933143e-08
Position 2514: 1.8462492113857197e-08
Position 1265: 1.4887845664239033e-08
Position 937: 1.3947983852710879e-08
Position 1252: 1.2925123344160914e-08
Position 2898: 8.920781477353129e-09
Position 270: 5.280505770699262e-09
Position 780: 2.3834586332393744e-09
Position 3362: 1.73083297076444e-09
Position 979: 6.625472995825424e-10
Position 2784: 5.58841420906482e-10
Position 906: 4.825224561114817e-10
Position 757: 4.1892913218082273e-10
Position 3726: 3.053451106469733e-10
Position 3400: 2.5175438893194403e-10
Position 871: 1.879273024204978e-10
Position 3731: 1.631604223821198e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3393: 0.9965842190845483
Position 277: 0.9228951125995746
Position 3121: 0.7785881187282315
Position 2653: 0.7696991641749458
Position 2379: 0.6105998091213741
Position 2665: 0.14945429929103618
Position 2975: 0.07813125878533322
Position 1695: 0.0629784480967959
Position 2389: 0.06194571929771505
Position 2246: 0.05033578440070746
Position 2446: 0.04806172025204844
Position 441: 0.038646142983414
Position 2109: 0.03142669498464485
Position 1172: 0.025760754269924385
Position 2633: 0.024010393092805764
Position 895: 0.023831159382563073
Position 1225: 0.02318821015477682
Position 3008: 0.014634733295423709
Position 2301: 0.011086365908837359
Position 2425: 0.009881521627923677
Position 1711: 0.009540381660424117
Position 1979: 0.009381669110612747
Position 1816: 0.007809741554483139
Position 3000: 0.007579669279350491
Position 460: 0.007031118972884318
Position 1121: 0.006272980408717111
Position 2784: 0.004583883540311528
Position 1474: 0.004541287981596866
Position 2690: 0.004235118030674264
Position 2208: 0.004174767883779865
Position 1265: 0.004031960830198278
Position 351: 0.0038817910633869527
Position 2088: 0.0038294825592646606
Position 1886: 0.003763205798234768
Position 317: 0.003483747544796171
Position 3005: 0.0034627641293695096
Position 3244: 0.0031332723583651655
Position 3820: 0.00293892662274669
Position 3399: 0.002728740875488176
Position 3731: 0.0021889689091256874
Position 1929: 0.0019991604990364027
Position 3700: 0.0019180418323251859
Position 534: 0.00188483508855845
Position 2098: 0.0018225931967014244
Position 380: 0.001767906140400732
Position 3910: 0.0016756310819580112
Position 977: 0.0016475177488634483
Position 772: 0.0015138774540076228
Position 1894: 0.0014182525124315146
Position 2742: 0.0010380558136843373
Position 3934: 0.0009869685760848612
Position 1035: 0.0009154309632036093
Position 200: 0.0008667447042114846
Position 3601: 0.0008623536329550219
Position 3751: 0.0008156392309795531
Position 1348: 0.0006937525152116206
Position 948: 0.0006863548563031144
Position 2954: 0.0006663021781071784
Position 3229: 0.0006611882997280344
Position 812: 0.0005206685933390543
Position 3187: 0.0005153316593149229
Position 933: 0.0004910726038908227
Position 1732: 0.00045827102461403873
Position 1184: 0.00043446519043090144
Position 2941: 0.00035967051982552077
Position 1054: 0.00032080856477548897
Position 2153: 0.00029851534311917805
Position 902: 0.00026389986968808864
Position 3130: 0.00024761371605039843
Position 3721: 0.0002435843005545256
Position 1594: 0.0002308221903699535
Position 1303: 0.00018063716824355007
Position 2435: 0.00017774753785722782
Position 2030: 0.0001736512122158117
Position 2222: 0.00015068553860117764
Position 1067: 0.00014899702270669346
Position 1866: 0.00013633612211752866
Position 3682: 0.00013547128086969086
Position 2543: 0.00011571452097012572
Position 2119: 0.00011259424405517154
Position 3433: 9.791009885637441e-05
Position 1946: 8.605193089096981e-05
Position 3278: 8.578063357263797e-05
Position 648: 7.532549375603649e-05
Position 3649: 7.352245730870072e-05
Position 1179: 6.900229129388471e-05
Position 1941: 6.665070302318002e-05
Position 306: 5.7098067107000323e-05
Position 570: 5.1143030862939565e-05
Position 780: 5.111702543210318e-05
Position 1619: 4.670764913798238e-05
Position 2838: 4.616378528222678e-05
Position 2779: 4.541220693009661e-05
Position 3772: 4.4204363686661074e-05
Position 2025: 3.8445915143965906e-05
Position 2004: 3.7915094558499504e-05
Position 468: 3.594204377869417e-05
Position 1186: 2.7046276037181938e-05
Position 2823: 2.5583226952086023e-05
Position 1390: 2.289626922740216e-05
Position 1956: 2.2267861406725666e-05
Position 785: 2.043914056128453e-05
Position 3890: 1.983471243012482e-05
Position 2811: 1.8436414822872542e-05
Position 1071: 1.1501895630727511e-05
Position 476: 1.1054613088126e-05
Position 937: 1.0098325571449437e-05
Position 2697: 9.783157495811873e-06
Position 3766: 9.325659734956291e-06
Position 362: 9.104657342795645e-06
Position 3571: 8.774223731244708e-06
Position 1278: 3.6972366814811913e-06
Position 1084: 3.4797516067806515e-06
Position 3561: 3.3333911652734114e-06
Position 3410: 2.4048114372605013e-06
Position 3786: 1.703503363248252e-06
Position 3874: 1.5388892199162594e-06
Position 151: 1.5007871824072676e-06
Position 3407: 1.1578949191421525e-06
Position 1329: 8.071722198320922e-07
Position 3798: 8.044019169751365e-07
Position 711: 4.286002426194684e-07
Position 595: 1.790711635011824e-07
Position 1285: 1.0320592439840825e-07
Position 208: 5.874214637390886e-08
Position 78: 4.4442935189202436e-08
Position 627: 3.4495737688104935e-08
Position 138: 2.8664433769103885e-08
Position 364: 3.306086737069809e-09
Position 203: 1.390108934533599e-09
Position 103: 7.575195428343164e-10
Position 141: 1.8370329679666616e-10
Position 108: 1.4041324291266552e-10
Position 368: 9.394173901090239e-11
Position 63: 8.46457681320202e-11
