Gene = dbr
index = 1665
Annotated 5SS: [ 131  522 1026 1281 1542 4068]
Annotated 3SS: [ 193  906 1086 1409 1602 4124]
SMsplice 5SS: [1026 1281 1542 1905 4068]
SMsplice 3SS: [1086 1409 1602 3876 4124]
top_k =  1000
Partition function (log Z): -4.556494781079215

Sorted 5' Splice Sites (High to Low Probability):
Position 4068: 0.9838263419048028
Position 1542: 0.8161591184673633
Position 1905: 0.5340860380395203
Position 1281: 0.33757298440490374
Position 1026: 0.28755864502614603
Position 131: 0.20877546852527779
Position 522: 0.17381434172795784
Position 372: 0.14451054115449757
Position 1219: 0.1319867023747156
Position 466: 0.10511311714929789
Position 74: 0.07351069332995294
Position 2204: 0.050799850964573776
Position 2173: 0.0500821458974601
Position 515: 0.03978799881804212
Position 1852: 0.02838118015531831
Position 992: 0.02385919686425991
Position 47: 0.023350212970331886
Position 2715: 0.02128820465868922
Position 1534: 0.021011876519197538
Position 123: 0.016546923842474554
Position 3515: 0.013455103672326362
Position 4388: 0.013187783878346283
Position 3556: 0.0127735773722479
Position 1988: 0.011603150401446804
Position 493: 0.011251116688283805
Position 3010: 0.01029894074340621
Position 2887: 0.010278861638074585
Position 487: 0.010110269412113394
Position 997: 0.007105929578130609
Position 509: 0.006078691622617259
Position 4501: 0.005184384761160482
Position 489: 0.005007175604403675
Position 2708: 0.004128880285194671
Position 857: 0.004119110778943122
Position 999: 0.0036730739318346136
Position 673: 0.0034990767342277323
Position 4347: 0.0034020197826509905
Position 995: 0.0028580215177540984
Position 435: 0.002852316454387928
Position 2278: 0.002642938511683364
Position 1345: 0.0025275805372393517
Position 1285: 0.002157069699283065
Position 4653: 0.0020329646992211436
Position 1212: 0.0018573838148213762
Position 135: 0.0014079764945656935
Position 2225: 0.0012886614238199296
Position 1209: 0.0012148413875239087
Position 152: 0.0012126668071009267
Position 656: 0.0010675282583582672
Position 660: 0.001034891127259076
Position 2992: 0.0009065066428562722
Position 1464: 0.0008965910921379254
Position 2143: 0.0008422086427647338
Position 630: 0.0008092090382087203
Position 461: 0.0007984775315385803
Position 528: 0.0007941714393344362
Position 4325: 0.00074842083379517
Position 2038: 0.0007125864570041697
Position 2489: 0.0007090698303475275
Position 186: 0.0006475593939051624
Position 1514: 0.0005681397422370074
Position 599: 0.0005206484441364503
Position 66: 0.0004869087448105609
Position 2533: 0.00035669529572133205
Position 2122: 0.00034566114386815224
Position 2730: 0.00034359493755953025
Position 297: 0.00027366578468613977
Position 2294: 0.00023719784227618597
Position 961: 0.00022964166073990048
Position 772: 0.00022375025090126612
Position 1003: 0.00019165351744581885
Position 4444: 0.0001848319539522957
Position 619: 0.00018138281910139192
Position 1410: 0.0001746670380460366
Position 1512: 0.00017270218497761512
Position 4204: 0.00013774409744663204
Position 2681: 0.00013577090176009838
Position 4338: 0.0001303160480396921
Position 1980: 0.00012800490524208594
Position 4447: 0.00011725069099713026
Position 513: 0.00011614650241034458
Position 1221: 0.00011461258904103198
Position 939: 0.00011099157553051819
Position 1014: 0.0001094816684500645
Position 1478: 0.00010517610145625188
Position 1366: 9.547817919354162e-05
Position 367: 7.7963549054985e-05
Position 4181: 7.578260294171015e-05
Position 4604: 5.796572966131682e-05
Position 4657: 5.4234629979201146e-05
Position 4509: 5.129182267176785e-05
Position 2665: 2.9278465944480387e-05
Position 4516: 2.3024799174448327e-05
Position 1963: 2.1578156850683177e-05
Position 519: 1.879404967192694e-05
