Gene = tow
index = 1915
Annotated 5SS: [ 151 1914 3592 3703 5060 5254]
Annotated 3SS: [1575 3407 3644 4391 5114 5421]
SMsplice 5SS: [ 246 3592 3703 5060 5254]
SMsplice 3SS: [3407 3644 4391 5129 5421]
top_k =  1000
Partition function (log Z): 4.96312342575288

Sorted 5' Splice Sites (High to Low Probability):
Position 5254: 0.9994659939332403
Position 5060: 0.9857938777693654
Position 3592: 0.9734042609697646
Position 3703: 0.848404397905108
Position 1914: 0.3406970254895872
Position 246: 0.25095737243123406
Position 3114: 0.1601502698617444
Position 324: 0.15469389386287627
Position 151: 0.13162540237028658
Position 4042: 0.09714039676494617
Position 6091: 0.06962641247129037
Position 990: 0.030092758215628956
Position 6265: 0.029244859213649645
Position 688: 0.02835086737854941
Position 652: 0.022882332256193547
Position 2371: 0.02123865130293918
Position 3845: 0.01793290100511345
Position 2519: 0.015289764780413316
Position 969: 0.011966777442499776
Position 4296: 0.011816505946316414
Position 1187: 0.008385089174343224
Position 4998: 0.00800997522083465
Position 1985: 0.007713678390176788
Position 4213: 0.006922154643609901
Position 218: 0.005814469642333658
Position 2685: 0.005756684199884284
Position 3880: 0.005748240114940645
Position 949: 0.004596192242619477
Position 1272: 0.0045768850041165154
Position 1299: 0.004540594959566335
Position 2393: 0.004526731222154174
Position 633: 0.004198978657448302
Position 6050: 0.004037515720902273
Position 4258: 0.00402377273248449
Position 2403: 0.003683723342627741
Position 5805: 0.003226458256686093
Position 5485: 0.0030970869653424377
Position 5541: 0.00222821578370661
Position 5064: 0.002206146394655978
Position 2397: 0.0021662732200072423
Position 2399: 0.0021604348898001547
Position 2395: 0.002052157904261104
Position 2359: 0.0020310043920038724
Position 4: 0.001963032315257705
Position 1192: 0.0017384231711093986
Position 1884: 0.0016567179949051624
Position 1315: 0.0016352052389126928
Position 1413: 0.0015327596124988393
Position 5661: 0.001407107697367735
Position 2017: 0.001362512990767714
Position 128: 0.001347026595325903
Position 1918: 0.0013328651851640873
Position 106: 0.0012243733359378983
Position 3596: 0.0011470903438155003
Position 3772: 0.0009049917830539386
Position 4132: 0.0008305008837544851
Position 1135: 0.0007955235534148535
Position 645: 0.0007133998528198902
Position 216: 0.0007129764379296152
Position 3108: 0.0006835205235031386
Position 1232: 0.0006833360403779904
Position 342: 0.0005818990661789856
Position 1662: 0.000559380752935635
Position 4542: 0.000558118874297006
Position 234: 0.0005403807035165079
