Gene = Rcd5
index = 1414
Annotated 5SS: [ 375 1165]
Annotated 3SS: [ 437 1223]
SMsplice 5SS: [ 375 1165]
SMsplice 3SS: [ 437 1223]
top_k =  1000
Partition function (log Z): -3.261766318733134

Sorted 5' Splice Sites (High to Low Probability):
Position 1165: 0.9906425672417563
Position 375: 0.8600752999223125
Position 211: 0.3168994575741602
Position 577: 0.11587742130850986
Position 281: 0.06066798892995528
Position 872: 0.005501314366364343
Position 597: 0.004964373342778384
Position 823: 0.0038169296996601702
Position 7: 0.0032296035076545115
Position 49: 0.0025789411048508944
Position 1358: 0.0024092001707400456
Position 28: 0.0022418152146740904
Position 1023: 0.0021554960824856626
Position 141: 0.0014858718406941295
Position 851: 0.0007384250426520947
Position 1501: 0.0005850135386654975
Position 1169: 0.0005023898450662525
Position 583: 0.00030586546060092285
Position 1628: 8.971820708429829e-05
Position 1337: 7.946303583252755e-05
Position 53: 6.377401967245041e-05
Position 481: 5.9288034293367644e-05
Position 293: 5.416975332643788e-05
Position 679: 4.9128613806493664e-05
Position 1278: 4.5526157435151766e-05
Position 751: 4.188083310429324e-05
Position 134: 3.308526026572254e-05
Position 298: 3.0295124735776e-05
Position 860: 2.9803804774985502e-05
Position 1362: 2.9136024030632526e-05
Position 1122: 2.162094323271716e-05
Position 1958: 1.871281681029583e-05
Position 1583: 1.7491568494466094e-05
Position 646: 1.4432138293469717e-05
Position 1623: 1.3584263841198969e-05
Position 145: 1.2993506237184692e-05
Position 1548: 1.0725493939116506e-05
Position 33: 1.0348783645747871e-05
Position 139: 9.989929846064995e-06
Position 1987: 8.853197676371433e-06
Position 1035: 7.968327410706769e-06
Position 499: 7.4162549509103545e-06
Position 993: 4.761124091916465e-06
Position 1101: 4.409592858543174e-06
Position 217: 3.0699173545190513e-06
Position 169: 2.9349851864874417e-06
Position 411: 2.475213279922243e-06
Position 1450: 2.4369707689338686e-06
Position 486: 2.132004798034144e-06
Position 171: 2.1124423807277714e-06
Position 1985: 2.0917854550415214e-06
Position 1129: 2.071384654558409e-06
Position 392: 1.5390785938360634e-06
Position 1610: 1.3248028650133521e-06
Position 437: 1.311752708991814e-07
Position 690: 1.9477980315636575e-08
Position 219: 1.5676282833569e-08
Position 812: 6.011105091239343e-09
Position 1208: 7.236703611195191e-10
Position 760: 3.590268372091767e-10
Position 1096: 2.3592069987344846e-10
Position 464: 6.689682349588243e-11
Position 1247: 2.934546284744652e-11
Position 1065: 8.169662517476108e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1223: 0.90911369282294
Position 437: 0.8100886279166535
Position 277: 0.20352091044552795
Position 342: 0.12803055242732603
Position 633: 0.10135305170791295
Position 1247: 0.06507942684350082
Position 739: 0.03303629360791164
Position 1005: 0.026483662997905003
Position 945: 0.01572560700108225
Position 253: 0.01304440839971481
Position 481: 0.011818686496679252
Position 646: 0.008725839978312068
Position 1337: 0.0067381559146309986
Position 405: 0.004597994616566903
Position 1253: 0.004530291606901501
Position 458: 0.0036676180495560304
Position 76: 0.003638789617307024
Position 1413: 0.0029696948128564234
Position 1076: 0.0025856583032537388
Position 1334: 0.0025176168303882784
Position 981: 0.002350303175646068
Position 169: 0.0022620072734310997
Position 87: 0.00127923115911701
Position 1836: 0.0012058759784160805
Position 1208: 0.0010810602252251363
Position 942: 0.001057573517319258
Position 346: 0.001027738985239674
Position 876: 0.0010058259903785675
Position 210: 0.0008524659140489743
Position 1358: 0.00047169391122694207
Position 190: 0.0004193480385406645
Position 286: 0.00040840846409978456
Position 1055: 0.000379354454866871
Position 1564: 0.00036497935910111145
Position 1391: 0.0003549794269711064
Position 187: 0.00028904311639586214
Position 515: 0.00027924070235408607
Position 823: 0.0002519906599041956
Position 1014: 0.00025144609468603327
Position 561: 0.00020191112616053526
Position 1416: 0.00020100003223895064
Position 417: 0.00017489590824001057
Position 1860: 0.00016292637802758507
Position 539: 0.00012071762763454888
Position 803: 0.00011721268357199652
Position 1063: 0.00011327933281855714
Position 1110: 0.00011201925188889399
Position 1388: 0.00010578164825343388
Position 1017: 0.00010481212402134978
Position 134: 8.695838433176025e-05
Position 523: 8.695416067876456e-05
Position 281: 8.468714905833242e-05
Position 571: 7.800105066261409e-05
Position 1520: 6.387798075177717e-05
Position 366: 6.069532771978451e-05
Position 715: 5.840444564267622e-05
Position 836: 5.7658604252132064e-05
Position 1595: 5.166673839419884e-05
Position 214: 4.757510644292627e-05
Position 1646: 4.4317780771851336e-05
Position 601: 4.365448730617262e-05
Position 290: 4.319577764853179e-05
Position 250: 3.964920610926928e-05
Position 2044: 3.8965117335053095e-05
Position 131: 2.7800433181756753e-05
Position 536: 2.673664589604907e-05
Position 674: 2.626015794965969e-05
Position 993: 2.438282030047397e-05
Position 1673: 2.0820076620044833e-05
Position 462: 2.0719834666405042e-05
Position 371: 1.7427154521540977e-05
Position 486: 1.506167859981047e-05
Position 2002: 1.4437976865238862e-05
Position 293: 1.3428002582530187e-05
Position 1485: 1.0173312296113871e-05
Position 542: 9.184392320527021e-06
Position 95: 9.020600352327095e-06
Position 411: 8.527425265693164e-06
Position 351: 7.6594323885469e-06
Position 1194: 7.327399395053012e-06
Position 1958: 7.095250863302814e-06
Position 1737: 6.1237185674692355e-06
Position 1127: 6.072793848195608e-06
Position 789: 5.895769800962038e-06
Position 1706: 4.9911148394141285e-06
Position 2009: 4.041718407945295e-06
Position 1362: 3.897310363979513e-06
Position 1925: 3.372661456201781e-06
Position 1268: 2.1260453455352894e-06
Position 843: 1.8978280477615386e-06
Position 374: 1.4744315478036068e-06
Position 1472: 8.879710948452626e-07
Position 113: 8.70969261335328e-07
Position 1244: 8.360429095062431e-07
Position 226: 2.639028018427755e-07
Position 139: 1.1374814830083813e-07
Position 105: 1.8387847084586106e-08
Position 97: 2.0612024905129285e-09
Position 197: 8.861178526901645e-12
Position 379: 2.4684904046359773e-15
