Gene = ND-30
index = 1297
Annotated 5SS: [170 305]
Annotated 3SS: [229 362]
SMsplice 5SS: [170 305]
SMsplice 3SS: [229 362]
top_k =  1000
Partition function (log Z): -6.591342807273714

Sorted 5' Splice Sites (High to Low Probability):
Position 305: 0.6364528283583827
Position 170: 0.39782380503961096
Position 174: 0.34541395036419986
Position 309: 0.20515938997335698
Position 724: 0.0024344152879282916
Position 748: 0.002287114446890601
Position 732: 0.0018787797520334534
Position 989: 0.0015250994852293478
Position 485: 0.00040744876664461436
Position 442: 0.0004066203666923454
Position 611: 0.00037550397730627883
Position 704: 0.00016838466251151997
Position 455: 0.00014627189913540207
Position 343: 5.227367816804808e-05
Position 614: 3.386233422783166e-05
Position 315: 2.43971009283319e-05
Position 156: 2.353709193680288e-05
Position 509: 1.8240736797845485e-05
Position 269: 1.7849765215812615e-05
Position 131: 1.7014532452365208e-05
Position 59: 1.1141789712998595e-05
Position 280: 1.0678157693401463e-05
Position 506: 7.562911542351854e-06
Position 97: 6.179854914268025e-06
Position 563: 5.633064011155812e-06
Position 757: 3.753813771955565e-06
Position 1018: 3.6036849167314454e-06
Position 550: 2.3220366550391868e-06
Position 925: 2.282819010707043e-06
Position 78: 1.928461757281978e-06
Position 804: 1.9079744399229774e-06
Position 232: 1.8751914782342413e-06
Position 578: 1.7299715211417403e-06
Position 992: 1.5600148887640168e-06
Position 584: 1.391594389301142e-06
Position 1032: 9.873051850799933e-07
Position 755: 6.93743634944518e-07
Position 145: 5.23201962762874e-07
Position 137: 4.5288204365175836e-07
Position 1028: 4.4210484321136094e-07
Position 916: 4.0431903861031806e-07
Position 101: 3.8126745963566924e-07
Position 446: 1.502904557782531e-08
Position 523: 8.774239207619506e-09
Position 229: 2.1047332242083193e-09
Position 591: 1.4065456153206231e-09
Position 332: 9.250619729219834e-10
Position 515: 6.048369443065562e-10
Position 330: 4.922660508685453e-10
Position 851: 3.9815503101234994e-10
Position 430: 2.7105402191024456e-10
Position 656: 1.008259629059367e-10
Position 368: 3.095546871612585e-11
Position 386: 2.7567055838019247e-13
Position 422: 1.1154986117265427e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 362: 0.8414258314073847
Position 229: 0.7363227798003701
Position 823: 0.005876106417892439
Position 376: 0.005081614418975749
Position 1051: 0.0016414213412645207
Position 811: 0.0015670523012514554
Position 661: 0.0012880774283443956
Position 854: 0.0003789947187656326
Position 544: 0.0003460574742750828
Position 386: 0.00019305909043412957
Position 523: 0.0001562514369974498
Position 347: 0.00012258360724923836
Position 269: 8.948680754984137e-05
Position 532: 3.907126456033389e-05
Position 451: 3.330662451005808e-05
Position 550: 2.8736503352825872e-05
Position 442: 2.7658484949202284e-05
Position 192: 1.4242497781290051e-05
Position 712: 1.3712213325000773e-05
Position 676: 1.221344138755159e-05
Position 308: 8.634698643707569e-06
Position 992: 8.090049331568804e-06
Position 500: 7.816364698801362e-06
Position 122: 7.38471610530846e-06
Position 1076: 6.619403139733181e-06
Position 1003: 6.307533938475171e-06
Position 598: 6.2350130279393235e-06
Position 454: 5.709336201698436e-06
Position 877: 5.511895207501189e-06
Position 104: 3.4484182937164527e-06
Position 952: 3.1227918787642663e-06
Position 880: 1.91330134293656e-06
Position 913: 1.6278568238822804e-06
Position 502: 1.553795527534811e-06
Position 145: 9.41833448895564e-07
Position 460: 5.632885145517562e-07
Position 280: 3.860606538775422e-07
Position 291: 8.31027778048838e-08
Position 294: 3.247773659991789e-08
Position 303: 6.9299908221594905e-09
Position 610: 2.600448381093517e-09
Position 478: 1.7748361464172647e-09
Position 484: 1.2415749219328308e-09
Position 194: 1.106424952808622e-09
Position 430: 9.957935828582094e-10
Position 315: 2.955718186475318e-11
Position 285: 2.597566947487044e-11
