Gene = nbs
index = 1814
Annotated 5SS: [  90  977 2569]
Annotated 3SS: [ 154 1033 2628]
SMsplice 5SS: [ 977 2569]
SMsplice 3SS: [1033 2628]
top_k =  1000
Partition function (log Z): -5.336699467002988

Sorted 5' Splice Sites (High to Low Probability):
Position 2569: 0.9904849850641286
Position 2321: 0.5606567530926837
Position 977: 0.3576979290155448
Position 1583: 0.3539233534634439
Position 94: 0.22208569210232018
Position 918: 0.1501348850024959
Position 975: 0.11619989895235047
Position 962: 0.11192099595848658
Position 373: 0.0682529593308594
Position 1337: 0.049350297781964945
Position 1612: 0.027361696651285943
Position 448: 0.026086710467816483
Position 103: 0.01995829142857454
Position 2271: 0.018899399169218605
Position 819: 0.013251702030562803
Position 73: 0.008446844870165249
Position 2045: 0.008258663860775225
Position 2288: 0.007683862563333361
Position 872: 0.006737524844507818
Position 1264: 0.006151616491785526
Position 1283: 0.00582556218560105
Position 1874: 0.0047416793609979776
Position 1168: 0.004360681980746702
Position 1261: 0.004308577819019817
Position 2318: 0.004202149244895914
Position 904: 0.003603069527267103
Position 1954: 0.0034247450545720577
Position 26: 0.0032859868827021313
Position 462: 0.002822693276940692
Position 761: 0.002390784227935535
Position 2308: 0.002308636931532457
Position 1134: 0.002198875953819016
Position 1164: 0.0017922080137694194
Position 1071: 0.0017343813837889246
Position 1558: 0.0015385838857514091
Position 54: 0.0014837023620005148
Position 899: 0.0014506134517265684
Position 165: 0.001430482266233383
Position 595: 0.0012647871717547487
Position 1519: 0.0012515062000136373
Position 1903: 0.0012381638023025617
Position 1395: 0.001174947259337231
Position 1008: 0.0010339240227297145
Position 1058: 0.0008865479067941866
Position 60: 0.0007725661572251539
Position 2223: 0.0006905741998694779
Position 2559: 0.0006248652082967992
Position 466: 0.000567796368900929
Position 589: 0.0005357873190744806
Position 2690: 0.0005265636670922799
Position 2325: 0.00047602654555149184
Position 541: 0.00047515326420594165
Position 403: 0.00046102641777813654
Position 2563: 0.00038401003690546003
Position 190: 0.00035818228097951534
Position 2695: 0.0003021095822801757
Position 874: 0.00026031974776850365
Position 1272: 0.00024696651613872024
Position 1838: 0.00020124827251538201
Position 564: 0.00020076880702544483
Position 829: 0.0001981439003341136
Position 242: 0.00015767077310218657
Position 1052: 0.0001263995299215722
Position 910: 0.00011680910303110857
Position 601: 0.00011089707764113903
Position 1906: 9.924448071486288e-05
