Gene = Ccdc58
index = 1057
Annotated 5SS: [1057 1272 1452]
Annotated 3SS: [1124 1328 1504]
SMsplice 5SS: [1452]
SMsplice 3SS: [1504]
top_k =  1000
Partition function (log Z): -7.404386995934979

Sorted 5' Splice Sites (High to Low Probability):
Position 1452: 0.9191394748985545
Position 1272: 0.3521697295488539
Position 678: 0.30077545527315064
Position 622: 0.08801142345862249
Position 138: 0.05800789620303873
Position 215: 0.029919250366985832
Position 15: 0.02042310175037594
Position 772: 0.007785634263722398
Position 1057: 0.007389525749523863
Position 523: 0.006921545757204082
Position 796: 0.006214669913148794
Position 601: 0.006077173044350281
Position 314: 0.004644290164056259
Position 492: 0.004479722944905798
Position 637: 0.003923519178535128
Position 919: 0.0024479185157838096
Position 992: 0.0013473514913302958
Position 1083: 0.0012305044828356416
Position 131: 0.0012001205846961715
Position 462: 0.0009395395364220257
Position 641: 0.0009081903370690935
Position 1063: 0.0005448794812109725
Position 744: 0.0004919577806411486
Position 782: 0.0004198945928589612
Position 142: 0.0003846783938153906
Position 565: 0.00029390518937391495
Position 206: 0.0002912757468737314
Position 298: 0.00025478890679022373
Position 360: 0.0002529636792819482
Position 1238: 0.0002502284925457394
Position 1287: 0.00023496623674438766
Position 1430: 0.00022642460820218252
Position 496: 0.00017657992263049902
Position 1585: 0.00014858537095860115
Position 74: 0.0001318267489932256
Position 682: 0.00011608314993405075
Position 746: 0.00011514677685036364
Position 1209: 0.00011496487476426572
Position 222: 0.00010680727901406617
Position 737: 8.813134111955204e-05
Position 610: 7.707370998983462e-05
Position 1638: 4.979296695519217e-05
Position 1610: 3.963794539924353e-05
Position 527: 3.637247591502819e-05
Position 504: 3.567138055587942e-05
Position 357: 3.348327714910373e-05
Position 973: 2.5760473966700865e-05
Position 1204: 1.9801038922831672e-05
Position 1074: 1.8353108989842578e-05
Position 1216: 1.0563513278934743e-05
Position 1413: 9.33538416714437e-06
Position 544: 8.533734345781398e-06
Position 379: 6.7133332519271286e-06
Position 197: 6.113154247264427e-06
Position 225: 5.835796668170856e-06
Position 161: 5.0572893909889894e-06
Position 1366: 3.250960748571511e-06
Position 1656: 3.0096946829436524e-06
Position 854: 1.8471896048153097e-06
Position 754: 1.4073969814521305e-06
Position 1699: 8.935380220226952e-07
Position 467: 6.42148795309156e-07
Position 541: 5.83924794088461e-07
Position 352: 5.281172320537861e-07
Position 404: 5.019180794930985e-07
Position 250: 3.7957369866333175e-07
Position 280: 2.9103743121452966e-07
Position 291: 2.8227378845311506e-07
Position 582: 1.3633942167751323e-07
Position 318: 1.24370367564264e-07
Position 703: 6.188335858934389e-08
Position 849: 5.560708100043276e-08
Position 629: 5.471286252924011e-08
Position 844: 4.708628866204069e-08
Position 626: 4.450203344992405e-08
Position 863: 3.507528593592619e-08
Position 1087: 2.2660135490174285e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1504: 0.9719125954831475
Position 1328: 0.29424001352748613
Position 1056: 0.2304204761229584
Position 863: 0.12533008514305072
Position 1124: 0.033239708614611084
Position 271: 0.02913533639090067
Position 1366: 0.015524927102450356
Position 1332: 0.014489635897492671
Position 918: 0.01157645030358219
Position 816: 0.010844303689592162
Position 992: 0.010332763827908632
Position 764: 0.00989724993342279
Position 94: 0.009399309510157284
Position 257: 0.008364771530008213
Position 1087: 0.007148072739672267
Position 1113: 0.006852534214249015
Position 737: 0.006043222776136197
Position 213: 0.005635513158335023
Position 568: 0.005418801624701766
Position 1090: 0.003180308830352031
Position 439: 0.0025559529250747132
Position 74: 0.0020670469067928907
Position 600: 0.001826907690135857
Position 1202: 0.0017022609832158643
Position 1311: 0.001127827244229987
Position 1345: 0.001045478664698183
Position 664: 0.0010352894169990236
Position 621: 0.0010012759822812935
Position 571: 0.0009583276326272647
Position 136: 0.000950619462381014
Position 1519: 0.0007736869732554386
Position 1315: 0.0007249471715343355
Position 1379: 0.000630044323630231
Position 1039: 0.0005232822192853924
Position 1637: 0.00041901446112813025
Position 775: 0.0003297497253736459
Position 673: 0.0002079108534914971
Position 1376: 0.00020112233986571503
Position 591: 0.0001931972611865074
Position 1216: 0.00016901046871947264
Position 1430: 0.0001518416110053722
Position 215: 0.0001443956683131842
Position 574: 0.00013520000891611823
Position 1247: 0.00010149239501231512
Position 1336: 9.405540608928476e-05
Position 690: 8.278342023680504e-05
Position 100: 7.093939454130461e-05
Position 1127: 6.942103988134162e-05
Position 1741: 6.77551529947812e-05
Position 1609: 6.406347547639433e-05
