Gene = stwl
index = 1900
Annotated 5SS: [325]
Annotated 3SS: [3101]
SMsplice 5SS: [325]
SMsplice 3SS: [3101]
top_k =  1000
Partition function (log Z): -9.764817144375808

Sorted 5' Splice Sites (High to Low Probability):
Position 325: 0.86791032979076
Position 3382: 0.4081085846545503
Position 1194: 0.1715346746169414
Position 3015: 0.07024555174302467
Position 2193: 0.06359927090254702
Position 332: 0.053996378765505636
Position 5200: 0.05249825563933881
Position 1767: 0.05074133308820082
Position 4449: 0.04578973971856447
Position 3870: 0.04456947143494872
Position 6105: 0.03599283637094871
Position 2600: 0.0309966023653433
Position 6780: 0.02604184192262821
Position 6607: 0.02204916826506365
Position 3417: 0.017040130751561407
Position 1527: 0.01097210016718865
Position 3413: 0.008882177730223685
Position 588: 0.008833386202678518
Position 215: 0.0086665271597266
Position 1523: 0.008610326012195729
Position 1722: 0.008581429352405388
Position 629: 0.008445295441659582
Position 465: 0.007939141275728886
Position 1669: 0.006978349570342661
Position 4323: 0.006945200105009238
Position 2466: 0.006861178537829545
Position 1511: 0.0050662832959248736
Position 3710: 0.0038428843756148742
Position 2221: 0.003561471811187889
Position 4533: 0.0031358653594813174
Position 1952: 0.0029334100756890297
Position 1003: 0.002926079319757532
Position 974: 0.0026690189033440493
Position 280: 0.002663812725729151
Position 4058: 0.0021563574421220974
Position 195: 0.0021288711759947015
Position 916: 0.002041302222294842
Position 2462: 0.0019323570723714992
Position 1684: 0.0019048975176663469
Position 6134: 0.001649868106368999
Position 1996: 0.0016223895784565263
Position 992: 0.001219456910332139
Position 573: 0.0011580629544733969
Position 1578: 0.0011414003826074911
Position 3009: 0.001117166520189889
Position 408: 0.0010998038757471372
Position 1492: 0.000994738308695181
Position 1798: 0.0009367475704433063
Position 925: 0.0009292752766538513
Position 1372: 0.0008294890729088048
Position 2844: 0.0006549997953882071
Position 440: 0.0005179845049763479
Position 1007: 0.00044139962358271523
Position 1937: 0.0004357328323768745
Position 68: 0.0004215220071894263
Position 4199: 0.00037982330377470634
Position 4704: 0.00034398447911688633
Position 33: 0.00032805585419854106
Position 2167: 0.00032757249140633385
Position 1279: 0.0003174837656984249
Position 98: 0.0002971242954394266
Position 3624: 0.0002900001521906202
Position 981: 0.0002864472785273468
Position 5633: 0.00024574622294905904
Position 950: 0.00022088937044533317
Position 3542: 0.00020534240211876788
Position 645: 0.0001972524742186931
Position 1692: 0.00013739703664083334
Position 528: 0.0001368593315119505
Position 4202: 0.0001309120579333
Position 653: 0.0001265346231057496
Position 1673: 0.00011935961208201794
Position 445: 0.00011462278060094218
Position 4315: 0.0001099280001508137
Position 1420: 0.00010834293689799434
Position 336: 0.00010408518902234021
Position 37: 8.003555723435442e-05
Position 4187: 7.677273868641907e-05
Position 364: 5.03837950620084e-05
Position 1501: 4.945471056233753e-05
Position 300: 4.693350983970691e-05
Position 75: 4.340301511011041e-05
Position 81: 4.0946073961590295e-05
Position 83: 4.048850917602129e-05
Position 166: 3.2238575309987636e-05
Position 2218: 3.0165587737360303e-05
Position 72: 3.0068651940900052e-05
Position 1313: 2.652112443095008e-05
Position 247: 2.1722928593983933e-05
Position 92: 2.126834626435664e-05
Position 1771: 1.8367377145350115e-05
Position 312: 1.7040264012212292e-05
Position 1641: 1.6957994518919637e-05
Position 1249: 1.3989255748530061e-05
Position 102: 1.3213356862343885e-05
Position 43: 1.2480110423678528e-05
Position 50: 6.9736332379522935e-06
Position 1399: 6.023882676699141e-06
Position 559: 5.679300505501515e-06
Position 3408: 5.289193273999115e-06
Position 1267: 4.736688939013701e-06
Position 601: 4.415364800617494e-06
Position 443: 4.225940063422809e-06
Position 1241: 3.7785701459115075e-06
Position 320: 3.7300207845049865e-06
Position 660: 3.280158750685872e-06
Position 1109: 3.186350689964037e-06
Position 837: 3.05586552870364e-06
Position 657: 2.9305599990396774e-06
Position 390: 2.638726066493626e-06
Position 716: 2.559144203062275e-06
Position 512: 2.3754883671570304e-06
Position 451: 2.0883449914833613e-06
Position 531: 2.056629993805648e-06
Position 519: 1.8127244565333688e-06
Position 1048: 1.7432417492464021e-06
Position 1316: 1.559813345135411e-06
Position 1046: 1.346556133838304e-06
Position 219: 1.3215440705767887e-06
Position 1042: 1.2409201287323271e-06
Position 828: 9.201771545248659e-07
