Gene = vito
index = 1927
Annotated 5SS: [130]
Annotated 3SS: [188]
SMsplice 5SS: [130]
SMsplice 3SS: [188]
top_k =  1000
Partition function (log Z): -5.97435516337917

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9333552377163118
Position 134: 0.0648222483596297
Position 418: 0.0015137564010787607
Position 104: 0.00108418923663371
Position 295: 0.00105269511279254
Position 36: 0.0005115155907403603
Position 5: 0.0003548492139221384
Position 837: 0.0002920968065983383
Position 880: 3.6222638646875984e-05
Position 872: 2.242342532400682e-05
Position 590: 2.1731343498969736e-05
Position 412: 1.7621693463489136e-05
Position 633: 6.252195603650378e-06
Position 107: 5.450851384156276e-06
Position 427: 2.56214752925887e-06
Position 50: 2.3257590454018174e-06
Position 27: 2.0190887398039403e-06
Position 473: 7.946389091353456e-07
Position 468: 6.402796615818296e-07
Position 808: 5.524750710012204e-07
Position 192: 1.670170125767005e-07
Position 236: 1.1795271974670883e-07
Position 200: 5.882952499666206e-08
Position 729: 2.8773881017840706e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 188: 0.9966550489074584
Position 200: 0.002516465362133998
Position 971: 0.0010572169482970625
Position 321: 0.0004846899719996567
Position 600: 0.0003706207521678445
Position 363: 0.0003411582866841098
Position 738: 0.00030449412455300207
Position 735: 0.0002657018119922608
Position 487: 0.00019437271978893402
Position 75: 0.00019126318429265175
Position 510: 0.00010633181291108519
Position 215: 8.503047509000997e-05
Position 744: 7.549238692275915e-05
Position 693: 7.193038375853829e-05
Position 720: 5.700654463817229e-05
Position 101: 3.6772818855339085e-05
Position 357: 3.078086947226825e-05
Position 378: 2.6091607911152357e-05
Position 741: 2.219702693585949e-05
Position 708: 2.0496028480140126e-05
Position 219: 1.9224896342494152e-05
Position 606: 1.8866571046936566e-05
Position 816: 1.461610058183267e-05
Position 417: 1.4595564490988468e-05
Position 771: 1.1887640263349468e-05
Position 267: 1.092060959960188e-05
Position 804: 1.030907645676397e-05
Position 934: 7.020693816274161e-06
Position 273: 6.772031855282619e-06
Position 291: 6.522298220594151e-06
Position 927: 5.995742689147861e-06
Position 822: 5.865380618173678e-06
Position 53: 4.788126200715619e-06
Position 103: 4.001640391328861e-06
Position 190: 3.8308493230814415e-06
Position 831: 3.6079795542207285e-06
Position 121: 3.045385719086857e-06
Position 507: 2.909430334888063e-06
Position 551: 2.889748844788788e-06
Position 939: 2.8375826328409197e-06
Position 759: 2.792388379737188e-06
Position 774: 2.7869845180016196e-06
Position 381: 2.5253192100829027e-06
Position 722: 2.5015292678767774e-06
Position 459: 2.0675327779347283e-06
Position 504: 1.4836467771180218e-06
Position 891: 1.4636767483052152e-06
Position 663: 1.3033692014309228e-06
Position 147: 1.274360630146224e-06
Position 768: 1.2504602537677412e-06
Position 243: 1.183868627238662e-06
Position 423: 1.0675122030497514e-06
Position 91: 8.904335603531233e-07
Position 192: 8.698905777909093e-07
Position 384: 7.93088368991517e-07
Position 354: 6.860390456445974e-07
Position 345: 6.221350335977094e-07
Position 756: 6.183631701857229e-07
Position 82: 6.094706074758623e-07
Position 489: 5.767078898369164e-07
Position 138: 5.191106274153925e-07
Position 828: 4.357758987180421e-07
Position 855: 3.628374149233294e-07
Position 494: 3.5618536129900943e-07
Position 870: 3.5214369333896276e-07
Position 369: 3.2060375739492294e-07
Position 624: 2.613687879786475e-07
Position 257: 2.419124682968216e-07
Position 390: 1.6647374214105058e-07
Position 633: 1.6497129823702975e-07
Position 543: 1.5093198587946488e-07
Position 525: 1.3556268240286744e-07
Position 372: 1.2727238719916167e-07
Position 894: 1.1817125907785965e-07
Position 780: 1.0096001589370223e-07
Position 618: 9.915106525225055e-08
Position 672: 8.364657730636264e-08
Position 412: 8.062419215607928e-08
Position 837: 7.705864940957933e-08
Position 300: 7.342483608026942e-08
Position 294: 5.055445675180311e-08
Position 387: 4.814339299984889e-08
Position 519: 3.7633119450582325e-08
Position 279: 2.832897351537214e-08
Position 134: 2.571174546907473e-08
Position 50: 2.56529411661845e-08
Position 528: 2.2762270438495516e-08
Position 613: 2.2416350004475943e-08
Position 403: 1.8014497322221628e-08
Position 846: 1.3952753458459215e-08
Position 141: 2.0814997441317038e-11
Position 225: 1.8280988903136888e-11
Position 158: 9.867856633909287e-13
Position 665: 2.56288790387445e-13
Position 393: 7.50099692262862e-15
