Gene = Patsas
index = 1360
Annotated 5SS: [1791]
Annotated 3SS: [1845]
SMsplice 5SS: [1791]
SMsplice 3SS: [1845]
top_k =  1000
Partition function (log Z): -7.75249429535332

Sorted 5' Splice Sites (High to Low Probability):
Position 1791: 0.9938243360864691
Position 2127: 0.32492768306103825
Position 477: 0.09443204271561735
Position 237: 0.01659288233835957
Position 1406: 0.012765073262477054
Position 1158: 0.009748559916561636
Position 682: 0.009276470588136864
Position 818: 0.006214564905226011
Position 1562: 0.002771972643597044
Position 562: 0.0024452052961862
Position 265: 0.0022749869326897454
Position 519: 0.0021700007858444508
Position 1198: 0.002088733193360467
Position 1137: 0.00206124558322879
Position 1021: 0.0018286606812840617
Position 1031: 0.0018204122320259883
Position 2205: 0.0018018716568387494
Position 2083: 0.001261137506624876
Position 1148: 0.0012109049115441855
Position 1768: 0.0008305124048508147
Position 441: 0.000814293797106182
Position 115: 0.0007910421332917514
Position 1286: 0.0006799853532559464
Position 123: 0.0005605744915251734
Position 548: 0.0005502283249484571
Position 528: 0.0005414641586790251
Position 403: 0.00044942466796544253
Position 423: 0.0003487797110582058
Position 247: 0.00029305501799317316
Position 466: 0.0002771464945584407
Position 1457: 0.00021111440872109604
Position 744: 0.00017324788211663176
Position 103: 0.00015420814826747138
Position 184: 0.00014327218792431945
Position 1362: 0.00014125970780542532
Position 2143: 0.0001404449331164681
Position 2138: 0.00013982082792034122
Position 1134: 0.00013133880630478124
Position 1188: 0.00013117764926218395
Position 2356: 0.00012412233857533688
Position 731: 9.903780433660822e-05
Position 269: 9.041400037328531e-05
Position 738: 7.919405467301178e-05
Position 1517: 7.029663759349817e-05
Position 267: 6.748389673205335e-05
Position 950: 6.327275928027235e-05
Position 2184: 4.90979537537738e-05
Position 2323: 4.715906171407898e-05
Position 914: 4.5287695424141214e-05
Position 2276: 4.1313205866069155e-05
Position 1420: 4.035791913357835e-05
Position 1169: 3.9923121814228074e-05
Position 388: 3.9232355655871635e-05
Position 1297: 3.772870727078665e-05
Position 2096: 3.669714912044693e-05
Position 1174: 3.6190902197109146e-05
Position 676: 3.4371042575061654e-05
Position 415: 3.2262412124781774e-05
Position 826: 3.0995167556070795e-05
Position 735: 3.07202631600202e-05
Position 566: 2.9478945529245603e-05
Position 218: 2.599507379395376e-05
Position 481: 2.2944884182743575e-05
Position 1367: 2.1540260158428207e-05
Position 1046: 2.0655471324821895e-05
Position 691: 1.9417455167399936e-05
Position 54: 1.718521375841097e-05
Position 1035: 1.6510486663468282e-05
Position 1749: 1.5963900053443728e-05
Position 2358: 1.535049936687928e-05
Position 1055: 1.4091709945950819e-05
Position 2197: 1.2641807260741582e-05
Position 580: 1.1649473362099733e-05
Position 1795: 1.154423848278651e-05
Position 724: 9.968947954278524e-06
Position 713: 9.018364765225146e-06
Position 1106: 8.425607163688553e-06
Position 1244: 8.137592490832828e-06
Position 1263: 7.591983396525002e-06
Position 624: 7.311381877605074e-06
Position 309: 6.85032803883853e-06
Position 199: 6.670199164671331e-06
Position 27: 6.577134981532261e-06
Position 2087: 6.350444428778475e-06
Position 560: 4.626870716566885e-06
Position 960: 4.433922777444665e-06
Position 1754: 3.6893926145884506e-06
Position 1628: 2.123938558770116e-06
Position 1640: 1.0780707220202767e-06
Position 1949: 1.015346226802621e-06
Position 1898: 8.503416375803629e-07
Position 1485: 8.087049525741029e-07
Position 2378: 5.419196798479062e-07
Position 1631: 2.1997144141546454e-07
Position 275: 1.905862097224475e-07
Position 1981: 1.6640588550207247e-07
Position 1698: 1.4849057380937179e-07
Position 1728: 1.2247289292471002e-07
Position 1551: 1.2218926077664708e-07
Position 1884: 8.13731678578829e-08
Position 1571: 6.593114690454555e-08
Position 1752: 5.378094100917851e-08
Position 1566: 4.714354816629589e-08
Position 1608: 3.71942039491536e-08
Position 1653: 3.303196492823955e-08
Position 207: 2.3036456596858155e-08
Position 62: 1.68767750746332e-08
Position 540: 1.5673563306886206e-08
Position 312: 1.3921691420867722e-08
Position 59: 4.300814942399436e-09
Position 64: 2.6303586464664784e-09
Position 1313: 2.0258088923844936e-09
Position 1016: 5.151011341061301e-10
Position 768: 2.1098488735122142e-10
Position 762: 9.284579902987608e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1845: 0.9928422770653728
Position 2184: 0.20889813967822426
Position 1510: 0.12887656139435094
Position 2196: 0.09843428460539101
Position 2416: 0.01922912791056591
Position 689: 0.012759786066924485
Position 743: 0.005733181251194186
Position 1420: 0.004589017482479087
Position 1624: 0.004232041889248277
Position 718: 0.0033675983710110694
Position 509: 0.0024221028830586962
Position 1115: 0.0016479617724734382
Position 2286: 0.001540243774181954
Position 2311: 0.0014627899534905605
Position 1188: 0.001307068881225277
Position 629: 0.0012866605029694977
Position 912: 0.0011624584300514089
Position 2156: 0.0010433987663101079
Position 1451: 0.0009784674806490835
Position 1896: 0.0007602916995976234
Position 755: 0.0007242730088828126
Position 2252: 0.000721903649130856
Position 1375: 0.0006180807829329626
Position 548: 0.0005095403649235975
Position 1516: 0.00045269073625256174
Position 1055: 0.0003587346869993531
Position 1935: 0.00034330116445377613
Position 2276: 0.00027112596439924454
Position 1475: 0.0002523084762757494
Position 177: 0.0002518448827731726
Position 1478: 0.0002438598681113772
Position 2042: 0.00019488553308034945
Position 2446: 0.0001291260338569644
Position 597: 0.00011188608378339414
Position 1881: 9.398333358002158e-05
Position 574: 8.846168655146805e-05
Position 974: 6.120809322509138e-05
Position 1618: 6.0738571702853095e-05
Position 2049: 4.2599899463946484e-05
