Gene = Pvf2
index = 1395
Annotated 5SS: [  154  1450 10382 14215]
Annotated 3SS: [  906 10278 13688 14323]
SMsplice 5SS: [ 1450 14215]
SMsplice 3SS: [13688 14323]
top_k =  1000
Partition function (log Z): -3.715742107274114

Sorted 5' Splice Sites (High to Low Probability):
Position 14215: 0.9925271561040819
Position 1450: 0.8613315520062067
Position 10382: 0.5468645064636478
Position 5451: 0.4466520680431351
Position 5691: 0.3782038412765564
Position 6375: 0.23902091644191625
Position 8773: 0.2028624317757553
Position 9491: 0.1706154854678354
Position 154: 0.14905958323217966
Position 298: 0.14137841553169628
Position 14652: 0.13062580248605518
Position 806: 0.11416070578182913
Position 11051: 0.10901403664379462
Position 315: 0.10197198066062904
Position 14665: 0.07727269072216499
Position 2131: 0.06517837374100846
Position 495: 0.05869554888714921
Position 788: 0.058372329876890706
Position 8349: 0.024049808850194015
Position 9654: 0.015546327102709537
Position 6: 0.014323712581528982
Position 1627: 0.013141704342845647
Position 8898: 0.013012991499446739
Position 14649: 0.012886140304208796
Position 10024: 0.012711312902144934
Position 165: 0.01259050554047882
Position 14656: 0.012028826528186043
Position 9708: 0.011121409013755523
Position 305: 0.01082322851472526
Position 8529: 0.009931548119775738
Position 279: 0.00936921630509878
Position 5887: 0.008788200332805387
Position 14455: 0.007936347187098809
Position 4556: 0.007696014982281348
Position 4426: 0.0069923966950038215
Position 289: 0.006639833881308195
Position 8002: 0.005944843340832763
Position 14226: 0.005705542351448009
Position 14606: 0.004383983285539467
Position 10777: 0.003835322672908007
Position 648: 0.0035765667188086972
Position 5064: 0.0034606481502798313
Position 8588: 0.003233115166462553
Position 10773: 0.0031653914569584767
Position 3282: 0.003148364349183726
Position 7693: 0.003035203972844444
Position 8022: 0.0028707600290717042
Position 286: 0.0028701077863106635
Position 6452: 0.002593238526326796
Position 5662: 0.002421312500902311
Position 10359: 0.001994426887895847
Position 1363: 0.0017726078106111518
Position 9713: 0.0017126065032878552
Position 493: 0.0016534752481380764
Position 14644: 0.001545405224994277
Position 8485: 0.0013251147159448714
Position 4601: 0.0012703097376566897
Position 5712: 0.0012464534258235383
Position 7412: 0.0012183242036499166
Position 14899: 0.0011819171191271066
Position 5823: 0.0010949750339857133
Position 5715: 0.000957931121375386
Position 3728: 0.0009257683183991128
Position 5671: 0.0009121269145612958
Position 1036: 0.0008993339852669585
Position 30: 0.0008872862889283048
Position 131: 0.0007237608139442387
Position 3310: 0.0007170454185483469
Position 5513: 0.0006624679630658241
Position 234: 0.0006233589761563667
Position 122: 0.0006222540438107389
Position 8611: 0.0006093392727144122
Position 4560: 0.0005676924004440623
Position 8647: 0.0005493678877578289
Position 14440: 0.0005373792741822588
Position 2272: 0.000534977415116866
Position 776: 0.000532790777499023
Position 3877: 0.000525444790974643
Position 5079: 0.0005221061456448874
Position 5668: 0.00048659951456653803
Position 8602: 0.00046762552188462286
Position 393: 0.0004213107361658749
Position 5033: 0.00040870826638720486
Position 2505: 0.00039161183952312424
Position 1895: 0.0003272838294501284
Position 176: 0.00031908801628721163
Position 521: 0.000308821266966435
Position 8810: 0.0002915126911449312
Position 674: 0.0002844851054411542
Position 6262: 0.0002619923580852128
Position 2688: 0.000252250577745016
Position 2692: 0.000252009476248206
Position 14379: 0.00025037899339576636
Position 464: 0.00023985032029389338
Position 1960: 0.00022527504607536318
Position 514: 0.00019233086901223394
Position 15012: 0.00018353988228326907
Position 302: 0.00017046044750464322
Position 3888: 0.00015700668402718486
Position 42: 0.00015311412544204966
Position 4550: 0.00014110845251692257
Position 6533: 0.0001236767428955389
Position 586: 0.00010629215413170667
Position 14851: 0.00010471214401103118
Position 351: 0.0001035259472427371
Position 146: 0.00010052549786750512
Position 14926: 9.304547014161332e-05
Position 14529: 9.252860111246863e-05
Position 1210: 8.409886406773615e-05
Position 14844: 8.244332204769558e-05
Position 319: 7.905085463174715e-05
Position 398: 7.275047557775646e-05
Position 1459: 7.252368841145261e-05
Position 726: 7.17816654354815e-05
Position 5463: 6.735363829952478e-05
Position 456: 6.67057298644337e-05
Position 1066: 6.216192070333787e-05
Position 86: 5.983058561098977e-05
Position 951: 5.0184985061446264e-05
Position 1305: 4.672613225887208e-05
Position 4652: 4.592596227937709e-05
Position 15020: 3.734218250859284e-05
Position 3: 3.619627315943242e-05
Position 601: 3.3650833338312965e-05
Position 1138: 2.6239026630745302e-05
Position 1059: 2.5155264242611572e-05
Position 10: 2.215102678438835e-05
Position 4065: 2.0184294370309648e-05
Position 435: 1.926994800593011e-05
Position 715: 1.9265797971810316e-05
Position 14814: 1.7002421526901055e-05
Position 14715: 1.059837531288355e-05
Position 1308: 1.0230358590186108e-05
Position 569: 9.327230608253898e-06
Position 869: 8.711332900708202e-06
Position 1051: 8.356975364694204e-06
Position 1854: 6.841257448051317e-06
Position 1343: 6.366713014721504e-06
Position 1570: 6.329280962313966e-06
Position 14746: 5.900645196620212e-06
Position 404: 5.7581872348646e-06
Position 442: 5.632881383885722e-06
Position 884: 5.038765515654803e-06
Position 349: 3.6176965790077415e-06
Position 1454: 2.491940552348981e-06
Position 411: 2.4416245931725895e-06
Position 524: 2.3027239718138147e-06
Position 603: 1.2469791961579107e-06
Position 2149: 7.820000009817865e-07
Position 1643: 6.428012584205436e-07
Position 2570: 5.278025926766049e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 14323: 0.9919113661624923
Position 13688: 0.98585895730164
Position 5332: 0.6207772274221468
Position 10278: 0.5233215215181903
Position 906: 0.43348763807929824
Position 8439: 0.30682699569984784
Position 14729: 0.2369895220811374
Position 5922: 0.18800080135429098
Position 5501: 0.17826932602487433
Position 8954: 0.06320464895632695
Position 8918: 0.045867957401217616
Position 1942: 0.03873456280947234
Position 9292: 0.03837504747808329
Position 203: 0.037318841942579534
Position 7800: 0.0371724067363668
Position 557: 0.036742261675186655
Position 9847: 0.033719883149426484
Position 10437: 0.03217730856564159
Position 10820: 0.03181592956786272
Position 1124: 0.02360759494546155
Position 5765: 0.019697797521423255
Position 1103: 0.018236963329769436
Position 4339: 0.018179277495613953
Position 8414: 0.018072535108143953
Position 5537: 0.017765215504611902
Position 5513: 0.016572821954049077
Position 5294: 0.00991580041800716
Position 6063: 0.009094287801820783
Position 422: 0.007962894662199243
Position 1792: 0.0074433229740535
Position 4207: 0.006348442595554534
Position 381: 0.00609483779924235
Position 12673: 0.005946136531527239
Position 8444: 0.005538277632147519
Position 1267: 0.0053731721549763484
Position 5929: 0.005137059911124597
Position 1083: 0.004594234764090589
Position 5166: 0.004542383986182826
Position 3151: 0.004411929338462013
Position 1890: 0.0042942028923728115
Position 5574: 0.004238366500875836
Position 14529: 0.0038827197878963816
Position 14760: 0.0033070182595515366
Position 14281: 0.0028363950577347742
Position 4666: 0.0027451823853275755
Position 1684: 0.0026904256467298686
Position 10239: 0.0025644427423712063
Position 1718: 0.0023610874736034087
Position 5191: 0.002239385552459675
Position 14715: 0.0021552751839140813
Position 12071: 0.002144065577016334
Position 1734: 0.002009833136390404
Position 10413: 0.001994426887895847
Position 12356: 0.001994381176048234
Position 14967: 0.0018004538192913373
Position 15092: 0.0017396754380666016
Position 14335: 0.0016101615330898677
Position 12128: 0.0011384522152061507
Position 10509: 0.0010863399361958448
Position 14913: 0.0010779270834281956
Position 7043: 0.0010714544777028453
Position 981: 0.000939810008573263
Position 715: 0.0008103692013481418
Position 7432: 0.0006823993934470357
Position 12330: 0.0006547458603274854
Position 7205: 0.0006458404731349201
Position 864: 0.0006438708427137522
Position 5843: 0.0005895802919966378
Position 3629: 0.0005659515122190986
Position 2205: 0.0005125542094743201
Position 6101: 0.00045425655099551695
Position 14687: 0.0004488945643304973
Position 11877: 0.00040231511386313717
Position 11117: 0.00034451473182106314
Position 14579: 0.00032007070237964776
Position 6524: 0.0003009399810830867
Position 464: 0.000296289162742168
Position 5196: 0.0002755689129785753
Position 5298: 0.00026527064459876343
Position 4234: 0.00026471023703614834
Position 1863: 0.0002483188553939603
Position 1374: 0.00023174278287482395
Position 1953: 0.00022721013672007682
Position 4373: 0.00022663805474590774
Position 5615: 0.00018650702240836922
Position 14656: 0.00017697177990995262
Position 14986: 0.00017251057047383705
Position 579: 0.0001690287344975374
Position 1845: 0.00015988738917189154
Position 1500: 0.00015045839548079862
Position 14545: 0.00014907268126106285
Position 1902: 0.00013775730494940214
Position 14343: 0.00013726718601531605
Position 1748: 0.00013556818592255318
Position 2627: 0.0001337964792557713
Position 14438: 0.00013361542263965332
Position 14771: 0.00011439556347662969
Position 6650: 0.00010833457669873112
Position 934: 0.0001037972205989614
Position 1382: 9.565896944093528e-05
Position 5945: 9.537751982550505e-05
Position 2070: 7.5837191721612e-05
Position 234: 6.732042582692037e-05
Position 3172: 6.396215811394279e-05
Position 2991: 6.182306094405874e-05
Position 3107: 6.0143202861175906e-05
Position 1626: 5.844606376665845e-05
Position 52: 5.709763432511653e-05
Position 319: 5.5945815361587554e-05
Position 14507: 5.3229815794880476e-05
Position 726: 5.1008639552206574e-05
Position 1866: 4.774631588893872e-05
Position 910: 4.443326643632883e-05
Position 4274: 4.329888600417317e-05
Position 1608: 4.310112922708673e-05
Position 861: 4.1372495535149626e-05
Position 1359: 3.931175335216742e-05
Position 393: 3.786877732454606e-05
Position 3015: 3.7645793480682604e-05
Position 2953: 3.754185044800059e-05
Position 6031: 3.616652121300173e-05
Position 1854: 3.438737443548472e-05
Position 480: 3.03117785835762e-05
Position 743: 3.02338279701904e-05
Position 624: 3.0057055654771722e-05
Position 4725: 2.885312916647031e-05
Position 3510: 1.9628720238096464e-05
Position 6432: 1.271485386392114e-05
Position 3911: 1.2645974432006821e-05
Position 3181: 1.2347344430446323e-05
Position 1519: 1.1513592490066666e-05
Position 1776: 1.0335086884781913e-05
Position 1427: 9.608470416749406e-06
Position 315: 8.776266470965367e-06
Position 652: 6.779177929749468e-06
Position 154: 3.7708942375044788e-06
Position 103: 3.668927777012014e-06
Position 326: 2.5163345701411375e-06
Position 286: 2.123369790215311e-06
Position 598: 1.5877804862699202e-06
Position 811: 1.2793540008681497e-06
Position 521: 1.0953035089535564e-06
Position 2971: 9.620151102378609e-07
Position 773: 9.339994267436314e-07
Position 641: 9.286296045012328e-07
Position 674: 8.774193481578584e-07
Position 593: 8.74167832138055e-07
Position 302: 6.830212758269107e-07
Position 243: 6.391012232749294e-07
Position 3367: 4.998456314066788e-07
Position 806: 4.777358738191547e-07
Position 1304: 4.682976167827208e-07
Position 559: 4.588656770457184e-07
Position 2653: 3.86529582444756e-07
Position 3465: 3.5264901730645166e-07
Position 842: 3.2336600462601513e-07
Position 1566: 2.898921013255499e-07
Position 869: 2.700324127631087e-07
Position 2538: 2.669802933903391e-07
Position 2047: 2.600445498398477e-07
Position 5936: 2.259817178687884e-07
Position 2361: 1.6258879712593461e-07
Position 1758: 1.3659030613617514e-07
Position 60: 1.1562969498789433e-07
Position 1805: 7.432403116602889e-08
Position 1755: 5.6910140551192486e-08
Position 3050: 5.017083274064914e-08
Position 1640: 3.807453295142289e-08
Position 1643: 3.415915101637775e-08
Position 122: 2.463696488963818e-08
Position 165: 2.362691130059971e-08
Position 419: 2.3320524502236418e-08
Position 5887: 6.667456023726642e-09
Position 298: 5.606529729520488e-09
Position 2078: 4.89145015211764e-09
Position 128: 3.863048071651688e-09
Position 349: 1.5824765415328498e-09
Position 2130: 1.356762525772198e-09
Position 493: 3.4727469413587963e-10
Position 488: 1.9775234952637317e-10
Position 131: 1.5934070378950778e-11
Position 158: 2.5008971141140195e-12
