Gene = Atxn7
index = 39
Annotated 5SS: [ 303 2435]
Annotated 3SS: [1290 2494]
SMsplice 5SS: [ 303 2435]
SMsplice 3SS: [1290 2494]
top_k =  1000
Partition function (log Z): -7.936998084393148

Sorted 5' Splice Sites (High to Low Probability):
Position 2435: 0.9499374961981117
Position 303: 0.6512250316374947
Position 35: 0.2723986563320603
Position 30: 0.20125351178498385
Position 239: 0.14403184078554943
Position 2255: 0.0895703352964456
Position 591: 0.06739704858157786
Position 3729: 0.06649201482484839
Position 244: 0.04966808795161217
Position 252: 0.0219462660162565
Position 2097: 0.019765026827477966
Position 2642: 0.009675451674028697
Position 766: 0.009116789330290283
Position 718: 0.007695518831879203
Position 290: 0.007637475416401286
Position 770: 0.00649927110891455
Position 828: 0.005919356460137412
Position 1631: 0.005525154078552474
Position 774: 0.004401419140587822
Position 1805: 0.004281223094028273
Position 4355: 0.003704942037200656
Position 423: 0.0022211604023144116
Position 2234: 0.0020397580248590974
Position 1226: 0.0012452692998466191
Position 4444: 0.00107758715321216
Position 546: 0.0010006303744549898
Position 2101: 0.000869497648379133
Position 1181: 0.0008367685462422702
Position 2043: 0.0007393817204139337
Position 2915: 0.0007025923488575193
Position 715: 0.0006034122372795553
Position 1232: 0.0004070279104298268
Position 2259: 0.0003887330162941665
Position 691: 0.00030459989131212254
Position 556: 0.0002954914018047894
Position 452: 0.00027177104891640475
Position 366: 0.000255912409066647
Position 1079: 0.0002551360153564018
Position 540: 0.00025480228518472614
Position 630: 0.0002542643013099166
Position 1547: 0.0002435265036380414
Position 431: 0.0001987903551777145
Position 1116: 0.00016832196927229595
Position 1093: 0.00016479102714061348
Position 3818: 0.00011887689096035336
Position 1065: 0.00011409849361028702
Position 868: 0.00010959463965625965
Position 2450: 0.00010949320908734134
Position 2558: 8.631502248968861e-05
Position 1087: 6.171751664051321e-05
Position 822: 6.061562405540275e-05
Position 787: 5.04961782045612e-05
Position 801: 3.47030565157994e-05
Position 879: 3.3786002468515035e-05
Position 1153: 3.076172953121738e-05
Position 816: 3.061070031190889e-05
Position 427: 2.6236731530907512e-05
Position 1713: 2.4463567579236715e-05
Position 2627: 2.3829972942985335e-05
Position 1174: 2.2170803393192023e-05
Position 729: 1.874806208055076e-05
Position 1048: 1.8366632511105053e-05
Position 891: 1.2051027918337506e-05
Position 1200: 1.035099846976083e-05
Position 509: 8.554953138118973e-06
Position 696: 8.070822408932424e-06
Position 722: 6.764088193805049e-06
Position 1291: 6.589288345039902e-06
Position 442: 6.588492582840207e-06
Position 778: 6.221298153702913e-06
Position 3651: 3.5058550579508187e-06
Position 1529: 1.8826896114746242e-06
Position 309: 1.7842532502832195e-06
Position 294: 1.713874135987926e-06
Position 1427: 9.923220385748282e-07
Position 1062: 9.517098182131592e-07
Position 634: 9.271429866191361e-07
Position 744: 8.948360896517349e-07
Position 503: 8.778814030465046e-07
Position 832: 8.418281878624547e-07
Position 2354: 7.612225905616069e-07
Position 292: 4.2216563772146696e-07
Position 2366: 3.9022455384351544e-07
Position 380: 2.7362974579616303e-07
Position 727: 9.500291585194841e-08
Position 478: 8.81936682107081e-08
Position 307: 6.60091578368402e-08
Position 419: 6.001547908815706e-08
