Gene = ORMDL
index = 1340
Annotated 5SS: [257 465]
Annotated 3SS: [312 681]
SMsplice 5SS: [257 465]
SMsplice 3SS: [312 681]
top_k =  1000
Partition function (log Z): -0.12754567741972278

Sorted 5' Splice Sites (High to Low Probability):
Position 257: 0.9856180629038181
Position 465: 0.5340776200147745
Position 500: 0.454218282153829
Position 20: 0.017613518600848366
Position 823: 0.010954323085813364
Position 622: 0.00452711557955414
Position 415: 0.002684311015790469
Position 469: 0.002325091954726696
Position 617: 0.001358931506758621
Position 477: 0.00029172014884022994
Position 283: 0.00027458709247171124
Position 811: 0.00025573550898822867
Position 438: 0.00024372811187576188
Position 486: 0.00019962640650830204
Position 8: 0.00011858045295651585
Position 504: 8.907291217209837e-05
Position 460: 8.877917822533022e-05
Position 63: 5.822244423282944e-05
Position 175: 4.194102928829946e-05
Position 572: 2.343541089739353e-05
Position 135: 2.2353326456288825e-05
Position 179: 2.0782696043833653e-05
Position 209: 1.851821672490638e-05
Position 595: 1.1325300339899986e-05
Position 261: 8.31300939581142e-06
Position 788: 4.874349349218888e-06
Position 383: 3.85562482788113e-06
Position 603: 1.8722335776948114e-06
Position 46: 1.3144570788037218e-06
Position 562: 9.9340513489104e-07
Position 200: 5.278160830935825e-07
Position 451: 2.846946089686199e-07
Position 37: 2.103005312099028e-07
Position 48: 1.9291792604185653e-07
Position 796: 1.697611805229941e-07
Position 554: 1.6852181056922242e-07
Position 275: 1.2073349510060273e-07
Position 778: 1.1309347063281611e-07
Position 321: 7.531765887606917e-08
Position 696: 6.726680903707229e-08
Position 287: 5.572123553188358e-08
Position 700: 5.1240831844100484e-08
Position 749: 1.0612497882091506e-08
Position 85: 6.691623005025197e-09
Position 334: 4.944577205883192e-09
Position 752: 8.731338638211678e-10
Position 681: 2.927715436513187e-12
Position 755: 1.7741472143501196e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 312: 0.9825034912931454
Position 681: 0.9567623710528758
Position 603: 0.029812471670886718
Position 75: 0.012879672910169242
Position 888: 0.011322432979257726
Position 651: 0.010956683991549955
Position 62: 0.004405538203220445
Position 342: 0.0032306220992272673
Position 572: 0.0012259662803576516
Position 536: 0.0010627248672029654
Position 769: 0.0005267505954627406
Position 617: 9.75709158427926e-05
Position 123: 9.474035137310213e-05
Position 200: 9.425077955544358e-05
Position 213: 6.275002068224023e-05
Position 778: 6.118745805911066e-05
Position 155: 2.4003510192517076e-05
Position 366: 1.487248815701738e-05
Position 817: 4.466960985218987e-06
Position 257: 3.881015922799169e-06
Position 469: 3.835587816905173e-06
Position 402: 2.4008929235124105e-06
Position 377: 2.209200531143643e-06
Position 811: 1.6460869366154135e-06
Position 420: 9.169966278386434e-07
Position 448: 5.107056621127881e-07
Position 486: 3.5104059686350037e-07
Position 499: 3.2391674946245804e-07
Position 98: 1.17422406204217e-07
Position 135: 8.941572244702281e-08
Position 359: 7.405701916424168e-08
Position 109: 1.4241711039200941e-08
Position 280: 7.3093864250195535e-09
Position 438: 1.919777549020335e-09
Position 261: 3.515603535699218e-10
Position 287: 5.2022559724037345e-11
Position 283: 2.9965296754934814e-13
