Gene = sau
index = 1865
Annotated 5SS: [ 940 3052 3234 3472]
Annotated 3SS: [2923 3114 3295 3535]
SMsplice 5SS: [ 940 3052 3472]
SMsplice 3SS: [2923 3114 3535]
top_k =  1000
Partition function (log Z): 2.3825658383321504

Sorted 5' Splice Sites (High to Low Probability):
Position 3052: 0.9965433916865073
Position 3472: 0.9688415516735088
Position 940: 0.9679193751072092
Position 2670: 0.4602793056347841
Position 3234: 0.4126553454580375
Position 37: 0.3134873899080876
Position 2193: 0.09114418602770023
Position 1715: 0.08917729004598465
Position 3909: 0.07161988166831242
Position 2468: 0.06918022612925027
Position 2415: 0.053750358464388595
Position 1149: 0.04146253090733147
Position 4142: 0.03985403726753949
Position 2781: 0.03942427877465547
Position 2762: 0.01911196595187087
Position 426: 0.01895377037856238
Position 101: 0.017526938662112676
Position 4206: 0.014939208698789425
Position 791: 0.014208658450725454
Position 2702: 0.01179048262272752
Position 2477: 0.011424657898344777
Position 1377: 0.010670285444709184
Position 2189: 0.007139717415509843
Position 1426: 0.006053486861474601
Position 1304: 0.005599095954619681
Position 21: 0.005327675984899786
Position 944: 0.004312488037016479
Position 4266: 0.004307474389871721
Position 3689: 0.0035476263985899014
Position 3265: 0.00349536580191629
Position 3238: 0.003318050281830352
Position 3754: 0.0030823341904887276
Position 748: 0.0030042781818410955
Position 1701: 0.0028271396611718384
Position 1439: 0.0025970294653131494
Position 3206: 0.0025260132147784304
Position 2037: 0.0025076922427882805
Position 107: 0.001650716970031774
Position 2406: 0.0016474045049132044
Position 2772: 0.001614572173970401
Position 3559: 0.0015879901617697981
Position 2785: 0.0014791111275313166
Position 2110: 0.0014699959641995782
Position 1719: 0.0013429482037186427
Position 1672: 0.0010598848406605395
Position 2223: 0.0010222511605483616
Position 3974: 0.0010049232714738985
Position 1832: 0.0009728247866899217
Position 3463: 0.0009628405916287957
Position 280: 0.0009506372406911592
Position 2127: 0.0008204016180432408
Position 3761: 0.0007478822022293633
Position 3231: 0.0007466552440378081
Position 3056: 0.0007222378809923586
Position 192: 0.0006624916982934831
Position 3524: 0.0006575672639714267
Position 3476: 0.0006082847171698343
Position 779: 0.0004985598833100929
Position 1125: 0.0004774138280199266
Position 3045: 0.00046874040777941195
Position 470: 0.00045917821735673285
Position 1358: 0.0003709625525818811
Position 430: 0.0003682160356633514
Position 1454: 0.0003564095834718973
Position 210: 0.0003174342637605396
Position 1475: 0.00027905044588380344
Position 4669: 0.00024232967250552623
Position 2455: 0.00024162808300841603
Position 166: 0.0002333284942533408
Position 1759: 0.0002178804161541046
Position 3039: 0.00021376228287540053
Position 329: 0.00020335539997571542
Position 1698: 0.0001996972856336764
Position 4168: 0.00016365906122123546
Position 3674: 0.00015317199556988368
Position 910: 0.0001284041710043302
Position 3236: 9.516436125141565e-05
Position 3772: 9.49870730950032e-05
Position 760: 5.562328221122584e-05
Position 3377: 5.4766233857970685e-05
Position 2117: 3.986222168335116e-05
Position 417: 3.64359387060504e-05
Position 218: 3.3290979485930936e-05
Position 3296: 3.085295861617019e-05
Position 1603: 2.5927894889640178e-05
Position 4675: 2.58624154878682e-05
Position 419: 2.512235033679013e-05
Position 3340: 2.4686257210549812e-05
Position 392: 2.323625046307055e-05
Position 1486: 1.531514039226253e-05
Position 1182: 1.3939978519920712e-05
Position 3036: 1.3017119212431131e-05
Position 652: 1.2187192467449224e-05
Position 205: 9.92030198900843e-06
Position 3152: 9.490821026793815e-06
Position 182: 9.105940908771522e-06
Position 795: 7.5757321639584254e-06
Position 1128: 7.3103738888968136e-06
Position 1371: 7.276223739050279e-06
Position 3763: 6.611550879397859e-06
Position 432: 4.951860701108832e-06
Position 3629: 4.264610518127476e-06
Position 1339: 3.892574695647679e-06
Position 3000: 2.7928724296113573e-06
Position 509: 2.5976440356051497e-06
Position 3445: 2.4888778716851974e-06
Position 946: 2.1921117668367176e-06
Position 1165: 2.118478828324151e-06
Position 474: 1.8231653924581984e-06
Position 312: 1.5767559189118772e-06
Position 3724: 1.5639222636139904e-06
Position 121: 1.4552163547576315e-06
Position 149: 1.400408147838779e-06
Position 434: 7.682165356697616e-07
Position 1095: 3.456841743846094e-07
Position 3005: 3.105358029586152e-07
Position 989: 2.9994920443419794e-07
Position 3274: 2.5043785285873577e-07
Position 1190: 1.9715629410369131e-07
Position 4382: 7.141780828160659e-08
Position 4242: 4.4280265380051466e-08
Position 3367: 2.0999381485817627e-08
Position 1245: 9.046486069975544e-09
Position 3286: 6.956382712652316e-09
Position 1360: 6.328078160988127e-09
Position 3448: 4.756161063981138e-09
Position 341: 2.2004130485139113e-09
Position 566: 1.5073854105224464e-09
Position 3269: 1.286055166140119e-10
Position 346: 5.137912766909598e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3114: 0.9812640755547051
Position 3535: 0.8735872985124733
Position 2923: 0.8358465236702913
Position 3295: 0.42977325850722936
Position 130: 0.28540089686018655
Position 2570: 0.28359621408370217
Position 1958: 0.28259941748794815
Position 2865: 0.1435765439479154
Position 2538: 0.0756704924710714
Position 4257: 0.04795357480063335
Position 1245: 0.045238600096917214
Position 1007: 0.04454190539962232
Position 3974: 0.04283321507514546
Position 3577: 0.0399698519948772
Position 165: 0.039817892095272873
Position 4420: 0.036709594981701975
Position 2253: 0.034240516441416353
Position 3559: 0.03140645680860172
Position 1198: 0.030640200765647507
Position 1485: 0.021446034681678907
Position 3898: 0.018790558476461494
Position 1610: 0.017645691930303718
Position 1569: 0.017339617195403334
Position 1894: 0.016584427122447735
Position 4465: 0.01511523004162207
Position 846: 0.011966174139746466
Position 1236: 0.011150918356975046
Position 1857: 0.010721843783621983
Position 1525: 0.008319319392229284
Position 1223: 0.006157157954201277
Position 2904: 0.006055083671095488
Position 1743: 0.006047765524536011
Position 550: 0.005962824320695541
Position 1406: 0.003977239724437583
Position 1714: 0.003941535486163689
Position 1281: 0.003429196052259238
Position 1358: 0.003415236505031065
Position 2223: 0.003190334724593845
Position 262: 0.002851975869488898
Position 3542: 0.002662596034939598
Position 1548: 0.0024973455673012604
Position 139: 0.0024532062338178196
Position 99: 0.002365581816054647
Position 3142: 0.0021020618798111906
Position 502: 0.001772702477172059
Position 3139: 0.0017120428951471179
Position 3992: 0.001582215287072323
Position 1095: 0.0015515817237563888
Position 2877: 0.0014878290078558878
Position 1803: 0.0013692184022371513
Position 4142: 0.001361443291266986
Position 2444: 0.0012537170771091833
Position 4382: 0.0012281633854231446
Position 312: 0.001195809389076333
Position 852: 0.0011677330490369353
Position 4166: 0.0011665190126635874
Position 2803: 0.0009800964355837485
Position 3624: 0.0008690753587743857
Position 1117: 0.0008615169667287938
Position 2161: 0.0008488128112077971
Position 855: 0.0007388458725688762
Position 2592: 0.0006635700067772957
Position 1475: 0.000646510771268237
Position 4709: 0.0006369695277889869
Position 825: 0.0006233744653942319
Position 3375: 0.0005861225026935331
Position 2542: 0.0005633220767177766
Position 142: 0.0005506213721577335
Position 4225: 0.0005160215708012996
Position 2958: 0.000370656080222136
Position 1165: 0.0003618834724612788
Position 4719: 0.00033357881514992
Position 2016: 0.0002800840185342126
Position 1376: 0.00026838436564547563
Position 2890: 0.00024720849843135306
Position 3852: 0.00024415947552155896
Position 280: 0.00023153010204237173
Position 3818: 0.00021566535882759636
Position 241: 0.00020486222094783806
Position 2984: 0.0001927434422836847
Position 4504: 0.00019255093437243396
Position 3184: 0.0001863978636331157
Position 182: 0.00013481599380997666
Position 1454: 0.0001335708153770355
Position 3265: 0.00013170379899531682
Position 1580: 0.00012406372598557197
Position 3245: 0.00010356306683627969
Position 353: 8.436911146245417e-05
Position 1254: 8.158455868736991e-05
Position 79: 5.4875031021141336e-05
Position 3086: 4.890823612354017e-05
Position 2721: 4.803514247719928e-05
