Gene = IntS10
index = 1232
Annotated 5SS: [ 302 1400]
Annotated 3SS: [ 354 1455]
SMsplice 5SS: [ 302 1400]
SMsplice 3SS: [ 354 1455]
top_k =  1000
Partition function (log Z): -0.5202952065770741

Sorted 5' Splice Sites (High to Low Probability):
Position 1400: 0.9968485192581729
Position 302: 0.9835708496458572
Position 680: 0.18651033772829534
Position 2119: 0.05462675758859318
Position 1008: 0.0220120921268048
Position 42: 0.014388447933177548
Position 12: 0.014227166922104444
Position 1630: 0.014039560958985455
Position 950: 0.010917245952307393
Position 461: 0.010738309376220886
Position 993: 0.009977717488466464
Position 2095: 0.0066876011240379315
Position 491: 0.006248346459208996
Position 469: 0.004094442145299637
Position 1581: 0.0040077956217885605
Position 1645: 0.00234703528408127
Position 287: 0.0017735058728442082
Position 2075: 0.0009131757918754063
Position 306: 0.0008007997487717696
Position 671: 0.0007368755435242586
Position 1597: 0.0004560053985924811
Position 528: 0.00040356333577601264
Position 1555: 0.00036682339449391394
Position 1404: 0.0003514887707565653
Position 1080: 0.0003203517324344772
Position 2103: 0.0002999966173158317
Position 2269: 0.00028760851690120496
Position 837: 0.00023791731116178097
Position 1622: 0.00021863532017676247
Position 1585: 0.0002181009729682622
Position 1675: 0.0002169516713583158
Position 973: 0.0002036916619840788
Position 2276: 0.00016365516420736956
Position 911: 0.00013719966473557825
Position 454: 0.0001317197563679572
Position 289: 0.0001247852308844143
Position 1590: 0.00010487346856344954
Position 955: 8.640750995881148e-05
Position 2005: 7.827588746575422e-05
Position 295: 6.603208062633438e-05
Position 1511: 5.175158968341915e-05
Position 1429: 3.6651192198025783e-05
Position 821: 2.9985694015608557e-05
Position 577: 2.6571007363658403e-05
Position 6: 2.3413864905683034e-05
Position 1049: 2.078122582198773e-05
Position 2162: 2.0736645505519228e-05
Position 2083: 1.733071315362807e-05
Position 1094: 1.726672078893808e-05
Position 893: 1.4456393604957806e-05
Position 568: 1.2589809106575778e-05
Position 1034: 1.1784927526019068e-05
Position 135: 9.737381583755284e-06
Position 1901: 9.574457514832777e-06
Position 757: 8.452430783485243e-06
Position 747: 7.854605733748633e-06
Position 1488: 5.164269624973781e-06
Position 1147: 4.92081903955946e-06
Position 1349: 4.800663938751739e-06
Position 330: 4.312887898647695e-06
Position 2171: 3.6477286601213616e-06
Position 1894: 3.1873849342457886e-06
Position 930: 2.9258641382955107e-06
Position 128: 2.2231494286977833e-06
Position 1705: 2.202124089820217e-06
Position 46: 2.1209676474839952e-06
Position 1752: 1.6488724209714611e-06
Position 52: 8.20024859775928e-07
Position 2216: 7.630183857062954e-07
Position 2218: 6.058984025574823e-07
Position 125: 1.2323165079105434e-07
Position 1530: 2.6077429424131218e-08
Position 348: 2.010897244162195e-08
Position 1344: 3.140341536798697e-09
Position 388: 1.4703010426921454e-09
Position 1140: 1.1453374115888412e-09
Position 1204: 8.320413214246707e-10
Position 1221: 4.743474172562777e-10
Position 881: 1.0172447863927711e-10
Position 1470: 1.4379357753368254e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1455: 0.9810473151133292
Position 354: 0.7729671095391253
Position 370: 0.19486062550040015
Position 735: 0.1013995188133706
Position 1052: 0.10097662796039605
Position 2198: 0.03861651470855457
Position 1722: 0.023984982515779168
Position 1055: 0.01503628451599952
Position 97: 0.014376845636950445
Position 528: 0.012237556816841114
Position 85: 0.011330518843173282
Position 2330: 0.00965185221517478
Position 2147: 0.008071926836766163
Position 873: 0.007314593738190977
Position 1461: 0.007171344854445058
Position 590: 0.006533661182144175
Position 794: 0.005325637387059847
Position 423: 0.0046502702185342104
Position 1012: 0.0031624392413549837
Position 1177: 0.0029835499676860184
Position 2206: 0.0029078838470142482
Position 747: 0.002422610361278486
Position 62: 0.0020616726871470494
Position 1482: 0.0020347261788939254
Position 2257: 0.0020109992712938622
Position 2211: 0.0019311350766333152
Position 1221: 0.0015750947132833445
Position 601: 0.0013815735152843186
Position 1470: 0.0013672863544974968
Position 1651: 0.0012238840554783129
Position 821: 0.0011349598235649504
Position 797: 0.0011129075098153644
Position 1509: 0.0007731387849672094
Position 841: 0.0006769943177118981
Position 577: 0.0006436637256980377
Position 1833: 0.0006035478530730277
Position 114: 0.0004971634113303038
Position 2301: 0.00045794471328870274
Position 1492: 0.0004049772741823125
Position 1263: 0.00032591989655619336
Position 1079: 0.00023665742752410066
Position 1856: 0.00020980264219838766
Position 1186: 0.0002079283759759688
Position 356: 0.00019555314393443943
Position 661: 0.00017481970757186508
Position 609: 0.00017250326903692185
Position 1579: 0.0001603504319418401
Position 877: 0.00015126312212328545
Position 1897: 0.0001394547040507064
Position 394: 0.00012248182947601562
Position 757: 9.602888106937002e-05
Position 1204: 9.504587080850919e-05
Position 930: 9.13107680757382e-05
Position 1140: 8.951409696620142e-05
Position 496: 7.014757244861195e-05
Position 1830: 6.645422312164166e-05
Position 1101: 6.642228330422452e-05
Position 1740: 6.622334212706118e-05
Position 1675: 6.0068889331060835e-05
Position 1212: 5.249138416942715e-05
Position 475: 4.7688117403425104e-05
Position 1803: 3.606589354502201e-05
Position 116: 3.60217155019572e-05
Position 697: 3.3636388448805926e-05
Position 143: 2.999355473474569e-05
Position 889: 2.9441780968778767e-05
Position 198: 2.9157847559609175e-05
Position 1683: 2.5205269049770205e-05
Position 1663: 2.3144878958415275e-05
Position 2038: 2.1690598470625376e-05
Position 491: 1.8781487842971384e-05
Position 808: 1.8103909140632395e-05
Position 385: 1.6835354370803325e-05
Position 1547: 1.6198263743530674e-05
Position 2058: 1.2756669835377806e-05
Position 1145: 1.2604406992921969e-05
Position 2269: 1.2433197692282394e-05
Position 1094: 1.0627792074236007e-05
Position 1539: 1.0315870189416557e-05
Position 330: 1.0080228581218327e-05
Position 1616: 8.087672749355284e-06
Position 140: 8.036053054397612e-06
Position 1590: 6.108649443572126e-06
Position 266: 5.6671485565402985e-06
Position 1315: 4.917487146240594e-06
Position 397: 4.207151289327766e-06
Position 1017: 4.089761156106316e-06
Position 949: 4.043447411048146e-06
Position 1344: 3.991296265982987e-06
Position 1913: 3.980262723539308e-06
Position 1363: 3.939696570551725e-06
Position 1339: 3.1224038547373546e-06
Position 907: 2.843495538061917e-06
Position 942: 2.662630548685856e-06
Position 544: 2.5103141819198e-06
Position 1392: 2.2674991344051345e-06
Position 1388: 1.8623935729861405e-06
Position 1613: 1.2194379395562533e-06
Position 163: 8.768696485250188e-07
Position 703: 6.027362160597418e-07
Position 65: 5.223186967731068e-07
Position 1836: 3.4880044483526615e-07
Position 109: 3.0078041160249504e-07
Position 239: 1.0490448693331597e-07
Position 151: 9.197558577248402e-08
Position 454: 6.19208716387188e-08
Position 295: 3.80467743689045e-08
Position 1524: 2.1578455053514833e-08
Position 2079: 2.1430894442392425e-08
Position 316: 5.8387594164153815e-09
Position 287: 3.922927036515888e-09
Position 430: 8.442620873169516e-10
Position 275: 8.273944572702369e-10
Position 282: 5.817624991481611e-10
Position 631: 3.8623305784842346e-10
Position 125: 1.9313119657678694e-10
Position 676: 2.3392032458993907e-11
Position 278: 3.914997714601711e-12
Position 306: 3.8116659357602956e-14
