Gene = serp
index = 1869
Annotated 5SS: [ 596 1791 2207]
Annotated 3SS: [1617 1956 5516]
SMsplice 5SS: [ 596 1791 2207]
SMsplice 3SS: [1617 1956 5516]
top_k =  1000
Partition function (log Z): 8.458990903209063

Sorted 5' Splice Sites (High to Low Probability):
Position 1791: 0.998256144351526
Position 2207: 0.9981347454934979
Position 596: 0.9224844626681619
Position 5304: 0.20723462085959357
Position 5237: 0.11166518318571955
Position 785: 0.07413084235075038
Position 5458: 0.0735027700356021
Position 1554: 0.051665758845779314
Position 2652: 0.03873755939454473
Position 443: 0.035733367671750484
Position 5453: 0.029024834795312093
Position 1200: 0.025494630574068936
Position 855: 0.025486607185958875
Position 3550: 0.015373435861768587
Position 375: 0.01449532327708019
Position 5327: 0.01408744410892119
Position 2563: 0.010968370855763956
Position 287: 0.00490186179542783
Position 5315: 0.0040403523089324695
Position 5269: 0.003019464449352226
Position 3217: 0.0021000160062929337
Position 255: 0.00209395759339194
Position 851: 0.002084987112731138
Position 4846: 0.001843098060091238
Position 1048: 0.001802748414147491
Position 5213: 0.0016447460324335974
Position 5598: 0.0015133199864644442
Position 2479: 0.0013918014290457232
Position 1780: 0.0011848159289109493
Position 4252: 0.0011368960440208537
Position 1063: 0.001051190516654192
Position 2615: 0.001002529911239007
Position 1539: 0.0009262346083173554
Position 6025: 0.0007481741551606612
Position 1251: 0.0007079373908580515
Position 5261: 0.0005920096526714842
Position 339: 0.0005658317003442993
Position 3194: 0.0005396345512659717
Position 426: 0.0005078807243639835
Position 5343: 0.0005028026554925073
Position 6665: 0.0004929894994099521
Position 1453: 0.00043735210471339703
Position 3475: 0.000432409741497892
Position 5957: 0.0004222315976311699
Position 3716: 0.0003604495304361969
Position 552: 0.00035785013689877953
Position 1819: 0.0003469919982767894
Position 601: 0.0003078531266827785
Position 3967: 0.0003064433560397316
Position 809: 0.00030052725565729566
Position 3134: 0.0002690119439345021
Position 1194: 0.0002659902392990275
Position 2680: 0.00026247793348749363
Position 3317: 0.0002406201544916445
Position 351: 0.0002393836102939628
Position 1419: 0.00022973652319007733
Position 3721: 0.00022630160229260477
Position 1224: 0.00020688010373437257
Position 844: 0.00020320949464276765
Position 2671: 0.0001944217897683898
Position 1177: 0.00018210221807129568
Position 2297: 0.00017262333301157164
Position 363: 0.0001293076691284211
Position 3944: 0.00012684988771802735
Position 188: 0.00012656448306975514
Position 328: 0.00012241653162409127
Position 6632: 0.00011598126756103976
Position 6418: 0.00011260148081405195
Position 5692: 0.00011113061631515261
Position 2309: 0.00010720514435986337
Position 5218: 0.00010681234389280676
Position 490: 0.00010599104482122857
Position 1439: 9.090651619354312e-05
Position 447: 8.86326106736356e-05
Position 5951: 8.622934755049166e-05
Position 5297: 8.09025074496578e-05
Position 2664: 8.006328435552767e-05
Position 1302: 7.659534615543519e-05
Position 1812: 7.423255662109388e-05
Position 940: 6.903840727117792e-05
Position 559: 6.895286285731063e-05
Position 6321: 6.471798536856188e-05
Position 4605: 6.407733279688237e-05
Position 1413: 6.271613249978281e-05
Position 5129: 5.827816101200992e-05
Position 373: 5.745478365637693e-05
Position 907: 5.737537612100971e-05
Position 6654: 5.7110050193742866e-05
Position 445: 5.5249026968727245e-05
Position 1160: 5.27451722152882e-05
Position 5181: 5.204314825301388e-05
Position 4007: 4.596627341922524e-05
Position 2211: 4.528031854650764e-05
Position 1795: 4.290297172528603e-05
Position 428: 4.255375178866667e-05
Position 3334: 4.185611789509009e-05
Position 2909: 4.161389178928423e-05
Position 529: 3.889949415245306e-05
Position 3252: 3.8791330332456025e-05
Position 1463: 3.805986868053756e-05
Position 2204: 3.616803128390669e-05
Position 2251: 3.555679176603416e-05
Position 1329: 3.540072262661419e-05
Position 160: 3.2305443472196265e-05
Position 4461: 2.9331668165303462e-05
Position 1310: 2.8631301258302136e-05
Position 2316: 2.819850633201013e-05
Position 1815: 2.7435099048174075e-05
Position 204: 2.660105816743696e-05
Position 3154: 2.4152678894483875e-05
Position 636: 2.3939556465305793e-05
Position 5563: 2.2047208008209524e-05
Position 1445: 2.1924147639253798e-05
Position 1433: 2.0842362273041374e-05
Position 1831: 2.0136845522099508e-05
Position 3843: 1.7370496669749044e-05
Position 789: 1.717410519752412e-05
Position 2691: 1.631537280639438e-05
Position 556: 1.506511715627151e-05
Position 2580: 1.4530482515147664e-05
Position 3136: 1.3541513096570981e-05
Position 2932: 1.2152791386407942e-05
Position 2952: 1.1585715141421864e-05
Position 270: 1.1541401495416542e-05
Position 836: 1.1116726252002687e-05
Position 902: 1.0739079783133022e-05
Position 2032: 1.023047938484655e-05
Position 4105: 9.167907176888464e-06
Position 326: 8.493775494256605e-06
Position 31: 8.285834872850228e-06
Position 1042: 8.155473561654902e-06
Position 891: 7.306059752103895e-06
Position 1294: 6.792779318138144e-06
Position 1386: 6.5871275997769205e-06
Position 1040: 6.263495124384993e-06
Position 1052: 6.226268616844131e-06
Position 646: 5.438147511050195e-06
Position 285: 4.999365061389859e-06
Position 1740: 4.7181842141135275e-06
Position 799: 4.5092236243972365e-06
Position 52: 4.395858098940107e-06
Position 1727: 3.773076652081577e-06
Position 1770: 3.7177139021458174e-06
Position 2307: 3.571049925459664e-06
Position 1281: 2.87611707834785e-06
Position 868: 2.3408871210901337e-06
Position 1279: 2.2643214287526878e-06
Position 804: 1.9584878856210238e-06
Position 794: 1.8395771320375856e-06
Position 492: 1.6251578019581226e-06
Position 1885: 1.5746687597258607e-06
Position 1730: 1.2336360020471222e-06
Position 687: 1.2000529467506704e-06
Position 639: 8.820574443239902e-07
Position 806: 8.027674348671833e-07
Position 2527: 7.364199407392118e-07
Position 313: 5.29418070789255e-07
Position 2068: 3.536002903323483e-07
Position 2578: 3.0630766594143513e-07
Position 2525: 1.721343146891346e-07
Position 11: 1.3932874086038655e-07
Position 2028: 1.0979752261100681e-07
Position 2907: 8.785981723455997e-08
Position 3370: 7.507268673532213e-08
Position 949: 7.361220543920196e-08
Position 2231: 6.969782264622484e-08
Position 2046: 4.545662332553052e-08
Position 1935: 2.7986878310895183e-08
Position 3651: 2.140983457511884e-08
Position 2499: 1.6997214858847252e-08
Position 568: 1.2169431092135147e-08
Position 768: 9.987127033124679e-09
Position 1703: 9.632776050614493e-09
Position 2553: 7.368866531934803e-09
Position 3121: 6.80092489720414e-09
Position 2278: 5.6309715317223344e-09
Position 2100: 5.618120581385587e-09
Position 1985: 3.973343795296725e-09
Position 2922: 3.0882118930765055e-09
