Gene = Ostgamma
index = 1350
Annotated 5SS: [ 210 1046 1287]
Annotated 3SS: [ 318 1123 1351]
SMsplice 5SS: [ 210 1046 1287]
SMsplice 3SS: [ 318 1123 1351]
top_k =  1000
Partition function (log Z): 1.2517551800689655

Sorted 5' Splice Sites (High to Low Probability):
Position 1046: 0.9968930084514289
Position 1287: 0.9447954290605535
Position 210: 0.760661627199655
Position 817: 0.09220783251710998
Position 411: 0.011150374628300989
Position 162: 0.006302310935327154
Position 214: 0.0014738754574459896
Position 66: 0.0012064580744052295
Position 491: 0.0008176549436492026
Position 1274: 0.0007154671254264072
Position 824: 0.0005807893726674473
Position 237: 0.00038010510561057204
Position 1057: 0.00031123623813554796
Position 1248: 0.00031069055515666583
Position 601: 0.0002931155449998996
Position 577: 0.0002909461553743011
Position 75: 0.00027395519948485023
Position 1064: 0.00024773123148409194
Position 154: 0.00024118383000442753
Position 1291: 0.00023473058027151448
Position 91: 0.0002072648630150387
Position 402: 0.0001988843639007044
Position 448: 0.00017787331434023472
Position 1211: 0.00017510652884481827
Position 415: 0.0001463646938482979
Position 808: 0.00013466172009401396
Position 1015: 9.489494139634384e-05
Position 1259: 9.140304118951063e-05
Position 1018: 6.911003302907266e-05
Position 94: 6.545622929050635e-05
Position 343: 5.966607560443761e-05
Position 170: 5.53066622318085e-05
Position 301: 4.4786143913083105e-05
Position 1050: 4.22185010851362e-05
Position 226: 3.855352603663608e-05
Position 1038: 3.026109664407128e-05
Position 1216: 2.8204324362619968e-05
Position 1252: 2.4882005851639875e-05
Position 1033: 2.2394049627418944e-05
Position 102: 2.136789829687877e-05
Position 510: 1.8458225157650166e-05
Position 1228: 1.84571283844188e-05
Position 422: 1.2650789972459544e-05
Position 7: 1.2217932125635155e-05
Position 1076: 1.0760022857987015e-05
Position 520: 7.548395604831891e-06
Position 697: 6.707930953589714e-06
Position 165: 4.389073571096404e-06
Position 974: 4.34323190095068e-06
Position 730: 4.2960736981306865e-06
Position 1230: 4.195737034586324e-06
Position 290: 4.1488085611849115e-06
Position 861: 3.3425730700759936e-06
Position 920: 3.040545165116538e-06
Position 1245: 2.487845400844245e-06
Position 790: 2.283886826326488e-06
Position 85: 2.134428318997051e-06
Position 218: 2.0088108166524483e-06
Position 892: 1.7654749304971175e-06
Position 634: 1.6221588396958625e-06
Position 927: 1.456553211656999e-06
Position 355: 1.3620154969889748e-06
Position 876: 1.296998401349226e-06
Position 881: 1.2809864803340075e-06
Position 963: 1.0032971753524362e-06
Position 767: 9.637706457793767e-07
Position 1358: 7.190155831267081e-07
Position 955: 5.26889755986232e-07
Position 333: 5.169731738750467e-07
Position 1351: 4.6696153932572897e-07
Position 1329: 3.607377503336532e-07
Position 636: 3.1898899191935963e-07
Position 1081: 1.3328751980254746e-07
Position 855: 1.091523796687694e-07
Position 1135: 3.1086339917439064e-08
Position 979: 2.7250848347978262e-08
Position 941: 1.6282526459015141e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1123: 0.9996195846784539
Position 1351: 0.9374723103205576
Position 318: 0.7290341000868744
Position 892: 0.11635564359838774
Position 262: 0.014532949087199114
Position 1367: 0.007231938336206244
Position 870: 0.002919402693461339
Position 1005: 0.0018811288500774621
Position 657: 0.0017735319797484396
Position 121: 0.0014584818086089712
Position 266: 0.0014428717361500767
Position 486: 0.0012998202629926152
Position 343: 0.0012171599589380535
Position 476: 0.0010145871768837088
Position 1419: 0.0009366218964147873
Position 494: 0.0009141290237195173
Position 402: 0.0005592334715475184
Position 1329: 0.0004333258179083372
Position 1379: 0.00028132522449402186
Position 963: 0.00021549924838453223
Position 286: 0.00013963845544346932
Position 375: 8.466395351084893e-05
Position 1176: 7.82995139519838e-05
Position 1390: 7.05894781684539e-05
Position 249: 4.7345003816877256e-05
Position 274: 4.152516995375468e-05
Position 663: 3.931841986621028e-05
Position 1266: 3.8315879654746e-05
Position 1272: 3.4817393112451956e-05
Position 209: 1.0492137491148755e-05
Position 1193: 1.0220583432117866e-05
Position 824: 1.0095377257226004e-05
Position 600: 8.007718572163723e-06
Position 1432: 7.48746635604908e-06
Position 669: 6.979048595557949e-06
Position 189: 6.307268981704476e-06
Position 420: 4.195134406550059e-06
Position 1011: 3.6416045313709077e-06
Position 1188: 3.4982813587707402e-06
Position 1286: 2.9302130666623443e-06
Position 1309: 2.8503979789353763e-06
Position 140: 2.3376138512370636e-06
Position 151: 2.160165027033058e-06
Position 276: 1.4005284672838865e-06
Position 855: 1.3604304410481525e-06
Position 1396: 1.0210684831203583e-06
Position 411: 5.112984369057361e-07
Position 510: 2.2433128345465763e-07
Position 165: 2.1444244970091224e-07
Position 1076: 1.4950046660672e-07
Position 94: 1.2694724297988798e-07
Position 91: 1.111977859800501e-07
Position 1291: 1.0096335235606817e-07
Position 127: 2.7933004515767802e-08
Position 1064: 2.6832063864754625e-09
Position 1436: 2.2713030058120443e-09
Position 673: 1.2718506973433087e-10
Position 98: 7.044896607441659e-13
Position 422: 2.675982731447261e-16
