Gene = bwa
index = 1637
Annotated 5SS: [ 508 2914 3124 6256]
Annotated 3SS: [2656 2985 5962 6986]
SMsplice 5SS: [ 508 2914 3124 6256]
SMsplice 3SS: [2656 2985 5962 6986]
top_k =  1000
Partition function (log Z): 0.4621269756879769

Sorted 5' Splice Sites (High to Low Probability):
Position 2914: 0.9875479117606849
Position 3124: 0.960944557548553
Position 508: 0.8563768481143769
Position 6256: 0.792216669675198
Position 1335: 0.5065175791517675
Position 2526: 0.23984272306033558
Position 6919: 0.11174866939780029
Position 5729: 0.10083986238983586
Position 5558: 0.07426963189990611
Position 2088: 0.05942535018219708
Position 1550: 0.05015785097740102
Position 512: 0.04969186492057431
Position 5537: 0.04214613837151641
Position 4988: 0.028791941901396962
Position 3098: 0.025794534005143963
Position 5705: 0.023715824817894436
Position 2307: 0.021700596066890922
Position 4810: 0.01915444839095084
Position 6065: 0.016281010886203418
Position 1611: 0.015507609334959458
Position 2248: 0.013046298338115122
Position 157: 0.011989195045614888
Position 3270: 0.011940720957154684
Position 6343: 0.0118745511386639
Position 456: 0.01162990857516707
Position 6389: 0.010465451073420276
Position 961: 0.010216629570737016
Position 6373: 0.009603935825361374
Position 47: 0.009556014598228699
Position 1509: 0.00915307474036911
Position 5554: 0.00872012508818868
Position 3657: 0.007313408238779316
Position 6798: 0.007142794126137697
Position 3691: 0.006874734713144621
Position 837: 0.006514794517354064
Position 2896: 0.00632237027356642
Position 6938: 0.0062307897408406384
Position 535: 0.005269254685378513
Position 495: 0.005106945809591449
Position 6317: 0.004655887959807175
Position 4771: 0.00462924689604049
Position 6795: 0.004575291284215292
Position 5838: 0.0045340383909638566
Position 1229: 0.0036931537552644424
Position 7233: 0.0035256651613253054
Position 6690: 0.003144076835956351
Position 5350: 0.0031163522979203097
Position 5576: 0.0028179879651806525
Position 6605: 0.002711591406831979
Position 1135: 0.0024884096705895193
Position 1889: 0.0024781142601018845
Position 6892: 0.00243031424311976
Position 516: 0.0022823283035123907
Position 3376: 0.0021833943441923174
Position 740: 0.0021708814381461165
Position 3475: 0.0021568448087593882
Position 2253: 0.0021140354657134667
Position 4190: 0.0018428376943132854
Position 5658: 0.0017264674206638013
Position 2237: 0.0017160025828473215
Position 1867: 0.0016749961071044384
Position 4820: 0.0016417360590973175
Position 3154: 0.0014141559365120175
Position 1882: 0.0014030281980817324
Position 3603: 0.0013433081751345914
Position 1658: 0.0013146371719092496
Position 2311: 0.0012268352973909438
