Gene = Rcd7
index = 1415
Annotated 5SS: [ 440  855 1607]
Annotated 3SS: [ 572 1022 1662]
SMsplice 5SS: [ 855 1261 1607]
SMsplice 3SS: [1022 1312 1662]
top_k =  1000
Partition function (log Z): -2.166948591757735

Sorted 5' Splice Sites (High to Low Probability):
Position 1607: 0.9892285940161897
Position 855: 0.8626363418939571
Position 1261: 0.7113824036191274
Position 859: 0.10715087716877023
Position 399: 0.08261497905361348
Position 1788: 0.0792785816698885
Position 432: 0.03429904360051576
Position 1217: 0.012115293286893597
Position 1742: 0.010436744216159874
Position 520: 0.00986289382571576
Position 1684: 0.008948254882446134
Position 1228: 0.0038248535532182004
Position 456: 0.003760371658876149
Position 1734: 0.0028832128338026884
Position 485: 0.0011633780211719352
Position 1445: 0.0010367644630980284
Position 271: 0.0007827988544111674
Position 5: 0.0007221266615007579
Position 286: 0.0005382868079518427
Position 781: 0.0004497691931755864
Position 131: 0.00036657185222160226
Position 370: 0.0003374862583664236
Position 775: 0.00023820061975436698
Position 817: 0.00023465759302243111
Position 518: 0.00022672887513920792
Position 1207: 0.0002146313528135829
Position 134: 0.00020677341109376896
Position 74: 0.00019438973257153612
Position 849: 0.00018580113227288474
Position 503: 0.00016453052598158527
Position 1576: 0.00016157158904055196
Position 459: 0.00015842472747527802
Position 274: 0.00015159973116851154
Position 863: 0.00014996227735963294
Position 281: 0.0001406096040402418
Position 376: 0.0001347818810642116
Position 742: 0.00012015592053652776
Position 1728: 9.93120507830148e-05
Position 469: 9.607206047062067e-05
Position 405: 7.428466867428082e-05
Position 551: 6.0814049659254225e-05
Position 95: 5.710696731104995e-05
Position 1265: 5.141810890228366e-05
Position 753: 5.058105781315528e-05
Position 322: 2.918589322316681e-05
Position 1697: 2.8698506739385637e-05
Position 2108: 2.826379688728684e-05
Position 1102: 2.4408667865759286e-05
Position 513: 2.334995392488747e-05
Position 211: 2.28353944828159e-05
Position 870: 2.2435975032357646e-05
Position 2077: 2.0499932987844854e-05
Position 1167: 1.3877140729031265e-05
Position 924: 1.1503556286794704e-05
Position 368: 1.0207906992140287e-05
Position 1953: 9.71283103792791e-06
Position 1506: 7.962257586166341e-06
Position 1826: 7.809549827560469e-06
Position 2025: 7.622207073736705e-06
Position 298: 6.237052210729542e-06
Position 822: 6.132998249845733e-06
Position 1023: 5.218254751140819e-06
Position 278: 4.2192520887250605e-06
Position 317: 3.4923820738792828e-06
Position 101: 3.4514506846595208e-06
Position 289: 3.3049572150668267e-06
Position 1033: 3.177109517506568e-06
Position 1992: 2.7147015156644276e-06
Position 1348: 1.9561764069618163e-06
Position 720: 1.9153622046612363e-06
Position 1104: 1.8316256615021042e-06
Position 1127: 1.3905953694846745e-06
Position 655: 1.2612674463727832e-06
Position 1549: 1.1902438916587025e-06
Position 1060: 1.0117205425422626e-06
Position 1400: 8.575256202811044e-07
Position 1304: 8.36336423704889e-07
Position 1421: 8.252119205488028e-07
Position 559: 6.824959785562412e-07
Position 794: 2.2025551090222263e-07
Position 1501: 1.620869334049909e-07
Position 1542: 1.2839726813905764e-07
