Gene = Atg3
index = 37
Annotated 5SS: [ 203  793 1052]
Annotated 3SS: [ 656  860 1105]
SMsplice 5SS: [ 203  793 1052]
SMsplice 3SS: [ 656  860 1105]
top_k =  1000
Partition function (log Z): 7.639922306870557

Sorted 5' Splice Sites (High to Low Probability):
Position 793: 0.9996125742511898
Position 1052: 0.9978860192085708
Position 203: 0.9642436064031231
Position 1580: 0.07503010539708199
Position 496: 0.04685341110367254
Position 1447: 0.02142526806642143
Position 1323: 0.010950717132934305
Position 502: 0.00894252242409896
Position 1596: 0.007475904879628225
Position 426: 0.0072156151144418664
Position 440: 0.002705626160262406
Position 1348: 0.0020919834058306976
Position 253: 0.0009708721941056833
Position 210: 0.0004124089240908309
Position 1403: 0.0003035831763483073
Position 529: 0.00022582661987163516
Position 8: 0.00022141971564719755
Position 241: 0.00020551643878964895
Position 52: 0.00020210769628701896
Position 270: 0.00016737622799992995
Position 239: 0.00014153637513255286
Position 272: 0.00012674191690512508
Position 1515: 0.00011936169995115872
Position 46: 0.00010652573400444562
Position 1375: 0.00010119765227983075
Position 77: 8.287651669092697e-05
Position 1062: 5.802310754238286e-05
Position 797: 5.759448588199993e-05
Position 611: 3.7673080103651925e-05
Position 314: 2.7251961118949693e-05
Position 4: 2.0825652215308923e-05
Position 1400: 1.968287683419706e-05
Position 1056: 1.86150046253605e-05
Position 467: 1.5819057065285205e-05
Position 1331: 1.5131964980557175e-05
Position 465: 7.856097252654284e-06
Position 1436: 6.370346292276635e-06
Position 173: 6.224693453437145e-06
Position 1229: 5.893653233853909e-06
Position 1457: 5.82677654692196e-06
Position 746: 5.404223865383277e-06
Position 966: 2.33981510747235e-06
Position 88: 2.333775760324467e-06
Position 957: 2.0580306290600615e-06
Position 106: 1.4020867248668484e-06
Position 1289: 1.1433688367721431e-06
Position 152: 1.0781389510913506e-06
Position 1495: 1.0590149183629765e-06
Position 1607: 1.0470811309901373e-06
Position 194: 9.170709676182019e-07
Position 370: 8.675163917889518e-07
Position 1532: 8.316055515020325e-07
Position 1542: 7.107099073016066e-07
Position 368: 6.450542750575221e-07
Position 140: 4.708449182346962e-07
Position 1649: 4.133908340533621e-07
Position 971: 3.673789234948185e-07
Position 625: 3.662700533030433e-07
Position 1693: 3.5632484707666385e-07
Position 138: 3.5526786724663537e-07
Position 347: 3.130550017836749e-07
Position 416: 2.428287778474514e-07
Position 1241: 2.3964192324940746e-07
Position 615: 2.2298026343409073e-07
Position 941: 1.6235498923397553e-07
Position 96: 1.565477299958345e-07
Position 1092: 1.4807288307769082e-07
Position 723: 8.503286665231171e-08
Position 712: 6.619569728337711e-08
Position 628: 6.073904366194492e-08
Position 1640: 5.0004734956716056e-08
Position 670: 4.836117872385425e-08
Position 952: 3.7058953039117294e-08
Position 733: 3.676222979591371e-08
Position 679: 1.5778884594284286e-08
Position 639: 5.058380815527514e-09
Position 887: 3.6894137930533007e-10
Position 923: 2.0659113398459195e-10
Position 681: 9.23145507249333e-11
Position 702: 3.873888257221994e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 860: 0.9945120789783719
Position 656: 0.9927879403790589
Position 1105: 0.8981523176193494
Position 1645: 0.08563610665728995
Position 1124: 0.06863810903113642
Position 1514: 0.04044140369664768
Position 363: 0.03444415932556093
Position 1128: 0.008558460531606775
Position 1109: 0.004872050243566103
Position 913: 0.003291150007275907
Position 1420: 0.0026854163068059994
Position 678: 0.0024298057536801575
Position 1384: 0.0022466619211528333
Position 1444: 0.0021691203343524026
Position 910: 0.0010138648351026693
Position 306: 0.0006399835012295724
Position 865: 0.0005411569857710464
Position 268: 0.000516770419266512
Position 412: 0.0004981202671557082
Position 1465: 0.00043806150138512776
Position 1159: 0.00040779979165295134
Position 585: 0.0003654920384147517
Position 1365: 0.0003340406050476523
Position 1780: 0.0003296506514054059
Position 934: 0.0003224451036155718
Position 1755: 0.00030644306226742813
Position 477: 0.00022847616329555056
Position 593: 0.00021886339072518018
Position 293: 0.00021594738140127924
Position 696: 0.00016674976793916438
Position 88: 0.00012397276843638787
Position 101: 0.00012379289212740015
Position 1700: 9.50104482083718e-05
Position 1244: 9.387077685013714e-05
Position 1576: 5.772343499375161e-05
Position 527: 2.5931191790541107e-05
Position 311: 2.4905189495809455e-05
Position 1567: 2.4838845643821723e-05
Position 119: 2.416113585118183e-05
Position 94: 2.3443396415406457e-05
Position 435: 1.9231675390883163e-05
Position 106: 1.7009056872974425e-05
Position 136: 1.625962151171691e-05
Position 1426: 1.3577161941357084e-05
Position 1477: 1.0293749842311367e-05
Position 746: 8.630497302770743e-06
Position 446: 6.248156984027417e-06
Position 1261: 6.162188223586446e-06
Position 1207: 6.127793614600458e-06
Position 157: 4.727865190413492e-06
Position 1375: 3.869791067375432e-06
Position 1009: 3.243278362043593e-06
Position 1564: 2.602129541908298e-06
Position 931: 1.1986909130540695e-06
Position 1495: 5.714001881241274e-07
Position 534: 5.546234149843747e-07
Position 1315: 3.5042857245314654e-07
Position 1295: 2.8554084909949785e-07
Position 791: 2.3704608843602378e-07
Position 1284: 1.8319144969304032e-07
Position 202: 1.7381016464907778e-07
Position 1417: 1.6580953532909894e-07
Position 1279: 1.5928331951462342e-07
Position 1453: 1.5561394374125593e-07
Position 674: 1.5279457583310072e-07
Position 387: 1.3371936752451577e-07
Position 823: 1.2918961311244305e-07
Position 541: 1.178264545339891e-07
Position 1166: 1.1753417742240164e-07
Position 1183: 1.1705567724667493e-07
Position 952: 1.0354949327309549e-07
Position 164: 9.579841415077267e-08
Position 1042: 8.439954863682691e-08
Position 1600: 5.672608643498842e-08
Position 1015: 4.716880820258059e-08
Position 1583: 3.0466498218329e-08
Position 949: 1.5246989527833283e-08
Position 52: 1.2774601701917425e-08
Position 1021: 9.231046714056368e-09
Position 138: 5.1508569192562386e-09
Position 210: 2.3576399160200976e-09
Position 1274: 1.8452593657706756e-09
Position 1267: 1.4471891984739936e-09
Position 61: 6.371290625055337e-10
Position 764: 4.202803677378241e-10
Position 1092: 3.2608609636283097e-10
Position 770: 2.771460999363855e-10
Position 46: 2.754018433264467e-10
Position 946: 1.8250797908611074e-10
Position 1225: 8.792243433081403e-11
Position 976: 3.731388672984678e-11
Position 1210: 2.4364806478811183e-11
Position 1171: 2.359948098315578e-11
Position 1289: 2.1497275168216423e-11
Position 1051: 1.1024454150957179e-11
Position 1320: 8.597132931508856e-13
Position 63: 3.531333985413761e-14
Position 65: 1.1074031594867713e-16
