Gene = Pif1
index = 1381
Annotated 5SS: [1055]
Annotated 3SS: [1106]
SMsplice 5SS: [1055]
SMsplice 3SS: [1106]
top_k =  1000
Partition function (log Z): -9.958257549992583

Sorted 5' Splice Sites (High to Low Probability):
Position 1055: 0.916492915808657
Position 1710: 0.11587955867228192
Position 2162: 0.06902195436467512
Position 1341: 0.05478377199372716
Position 218: 0.0338759183366655
Position 2177: 0.021147903219890456
Position 2370: 0.01912087621011259
Position 251: 0.016119607616736507
Position 1009: 0.015615783215123621
Position 1337: 0.013661451012541986
Position 167: 0.011288043999580522
Position 1034: 0.010860788138077055
Position 576: 0.008642398133905506
Position 1180: 0.0046501468551027
Position 241: 0.004635816155967253
Position 726: 0.004353861947548745
Position 894: 0.004123708644823449
Position 1292: 0.00397090279468066
Position 59: 0.0037430743634698895
Position 234: 0.003340884641560235
Position 1754: 0.0033147338543690983
Position 1683: 0.003251151795122364
Position 1620: 0.002962125431582951
Position 592: 0.0027506268018131154
Position 1314: 0.0017891298342919866
Position 1045: 0.0014872079234843575
Position 1715: 0.0014461769940743532
Position 773: 0.0012138920020778748
Position 1000: 0.0010911582254882419
Position 1811: 0.001084212582687519
Position 1884: 0.0009042939945753535
Position 1971: 0.0006237655705927303
Position 2353: 0.0005195383793979706
Position 358: 0.0004819196073127609
Position 302: 0.00042804129199272106
Position 1203: 0.00034942744724092667
Position 2241: 0.0003237019363777088
Position 2223: 0.0003115351195742133
Position 1608: 0.000300409504148008
Position 991: 0.0002608250448961112
Position 1973: 0.00023780945308884925
Position 754: 0.00019945254157406728
Position 1222: 0.00018284434226859022
Position 93: 0.00014933066852110006
Position 1085: 0.00012680484349420675
Position 1374: 0.0001221168760326731
Position 499: 0.00011500351089034859
Position 245: 0.00010781604838899322
Position 143: 9.208302440740243e-05
Position 2139: 7.725713527306105e-05
Position 952: 7.007391234632299e-05
Position 313: 6.61422689550923e-05
Position 527: 6.33896636495872e-05
Position 280: 5.189913898674425e-05
Position 98: 4.79037025614888e-05
Position 743: 4.441358091613205e-05
Position 180: 4.005770819855152e-05
Position 319: 3.829086981785075e-05
Position 2368: 3.0640727892630384e-05
Position 422: 2.736493615319268e-05
Position 1177: 2.0119123754260645e-05
Position 400: 1.7443565073819742e-05
Position 786: 1.5419812121693522e-05
Position 2599: 1.4896560519910744e-05
Position 712: 1.3062129735913886e-05
Position 2602: 1.2225646749878222e-05
Position 697: 1.0065073525788979e-05
Position 1707: 6.500279421209845e-06
Position 630: 6.317231429023285e-06
Position 1737: 5.696148754584101e-06
Position 596: 5.5750070882237915e-06
Position 1598: 5.42877050743794e-06
Position 1294: 3.8953212812419315e-06
Position 138: 3.8039485969310283e-06
Position 1840: 3.393126052407526e-06
Position 1296: 3.231734083801498e-06
Position 854: 2.9724496162262117e-06
Position 1800: 2.1273194121389245e-06
Position 154: 2.056212858548759e-06
Position 954: 1.9398632378260136e-06
Position 1175: 1.6127874833869715e-06
Position 1265: 1.2517325104956e-06
Position 607: 7.985286077648546e-07
Position 536: 7.958105274647717e-07
Position 580: 6.850892764691684e-07
Position 807: 5.060645529581252e-07
Position 583: 3.2360879678489916e-07
Position 128: 2.0045240899347912e-07
Position 875: 2.0696479874620396e-08
Position 1659: 2.904120861532558e-09
Position 1087: 3.755613138116776e-11
Position 1119: 1.7513385966602375e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1106: 0.925210919806308
Position 2413: 0.12312798636412757
Position 2261: 0.07321682528303804
Position 1404: 0.07023180773450094
Position 822: 0.06121809823774634
Position 1937: 0.04531152757994737
Position 1393: 0.009750882377886707
Position 1265: 0.008552768973262998
Position 2622: 0.008314706227253055
Position 1080: 0.0042757971454788326
Position 1997: 0.003557857015235325
Position 1776: 0.003234778616002094
Position 128: 0.002981181196900047
Position 2239: 0.0027496016715631575
Position 2545: 0.002245271551103516
Position 2353: 0.0014919856627975076
Position 286: 0.0013792573103315854
Position 1166: 0.0012864624095209013
Position 1116: 0.0010969520344889798
Position 1901: 0.0010166400202928335
Position 2619: 0.0010130008041537267
Position 1884: 0.0009747893424080041
Position 2063: 0.0008799065999328869
Position 280: 0.0008324362510057735
Position 1247: 0.000650820751421312
Position 313: 0.0006337101312310204
Position 616: 0.0005440167644060562
Position 536: 0.0005360483661983332
Position 1967: 0.0005198636461602248
Position 791: 0.00043930523448082486
Position 2420: 0.0004345452594932055
Position 794: 0.0004221747839440048
Position 2602: 0.0003624253908179844
Position 2014: 0.00033152754863544943
Position 2266: 0.00029991304356771553
Position 475: 0.00029687244543246777
Position 2658: 0.00026244245854420986
Position 2368: 0.00019257464034890795
Position 926: 0.0001754864069085975
Position 1800: 0.00017097398352843208
Position 1532: 0.00016142626353378084
Position 1084: 0.00014552494921981198
Position 1838: 0.00012646622463517216
Position 1766: 0.00010547761426182524
Position 1211: 0.0001030139728497435
Position 478: 0.0001009231551175654
Position 2484: 9.700686008316268e-05
Position 1730: 9.68248716016334e-05
Position 589: 9.287170799977595e-05
Position 1815: 8.434572591030748e-05
Position 2578: 7.983720949871181e-05
Position 1227: 7.847872080927229e-05
Position 571: 7.51208784799381e-05
Position 1292: 5.019423817990365e-05
Position 1418: 4.633271464243726e-05
Position 1520: 4.477177869272913e-05
Position 1753: 4.4109230080670134e-05
Position 1608: 4.21246314095004e-05
Position 1552: 3.9689235313609e-05
Position 271: 3.9140789040124e-05
Position 310: 3.56124033138781e-05
Position 1840: 3.396877297232135e-05
Position 1745: 3.358638711310317e-05
Position 1674: 3.289371943881058e-05
Position 988: 2.8755238682936942e-05
Position 2460: 2.5286118949080605e-05
Position 1310: 2.5156035526067637e-05
Position 325: 2.511540486099559e-05
Position 2495: 2.2789303224330557e-05
Position 349: 1.796822003488327e-05
Position 949: 1.3357148037471656e-05
Position 1496: 1.0999726809763711e-05
Position 881: 1.0225277450764982e-05
Position 628: 9.6349362177895e-06
Position 331: 7.793079384655064e-06
Position 596: 6.207537131035468e-06
Position 649: 6.168623363802134e-06
Position 2006: 5.847461207670419e-06
Position 1620: 5.205319374146052e-06
Position 446: 4.585049019100241e-06
Position 250: 4.223708013602071e-06
Position 1595: 3.989776638379372e-06
Position 875: 3.4385909371846414e-06
Position 292: 2.853375134165694e-06
Position 1634: 2.542767972790296e-06
Position 2072: 2.3724758339013956e-06
Position 640: 2.181944172431667e-06
Position 685: 2.0443663519965778e-06
Position 503: 2.0419826696924636e-06
Position 454: 1.7815042075854452e-06
Position 833: 1.1443172244315339e-06
Position 1346: 9.92813489124931e-07
Position 358: 9.372373331043585e-07
Position 1415: 8.758026882010792e-07
Position 807: 6.946576920880678e-07
Position 516: 6.616629115228483e-07
Position 1045: 5.377504322575681e-07
Position 712: 5.198007454088669e-07
Position 199: 4.5845922512207035e-07
Position 726: 4.091552913809196e-07
Position 1577: 4.0573038615363446e-07
Position 961: 3.508189899460819e-07
Position 935: 3.4764922902903473e-07
Position 1490: 3.4635532041228837e-07
Position 442: 3.454101298200047e-07
Position 652: 3.082154958219479e-07
Position 929: 2.606928835678938e-07
Position 1561: 2.560091887042922e-07
Position 262: 8.167003396536839e-10
Position 154: 1.6975258334075882e-11
Position 355: 5.160087443800771e-12
