Gene = ImpL2
index = 1231
Annotated 5SS: [  245 11221]
Annotated 3SS: [10440 11295]
SMsplice 5SS: [  245 11221 11537]
SMsplice 3SS: [10440 11295 11657]
top_k =  1000
Partition function (log Z): -3.3601944733123457

Sorted 5' Splice Sites (High to Low Probability):
Position 11221: 0.9943874514547922
Position 245: 0.9732951538983408
Position 11537: 0.6192496982620854
Position 9902: 0.21729609430629557
Position 9574: 0.10332930168458843
Position 11698: 0.09175829260799077
Position 12005: 0.06802534948496626
Position 10704: 0.06419096350183973
Position 11370: 0.054702114818630895
Position 10711: 0.04743881240553576
Position 9790: 0.03637381796712155
Position 3738: 0.017396531090857346
Position 752: 0.015956799818299235
Position 1455: 0.007054070091163808
Position 5188: 0.005775858518039504
Position 625: 0.00523769653998768
Position 2753: 0.00496603820854196
Position 2288: 0.004561522797838898
Position 1450: 0.0044673074118138445
Position 8328: 0.004451173910788187
Position 3321: 0.003910286565215378
Position 2262: 0.003612537166290405
Position 8150: 0.0035463595518464867
Position 756: 0.0034906154291849518
Position 8756: 0.003107009519845694
Position 275: 0.002948049360570589
Position 1090: 0.0026661429053783303
Position 765: 0.0021809820914491487
Position 2272: 0.0021275846618226605
Position 7279: 0.0019607543345653367
Position 1061: 0.00193460898291223
Position 8058: 0.001844586081101275
Position 3072: 0.0018004103594173007
Position 83: 0.00164917501505173
Position 4412: 0.0015546812419616792
Position 3548: 0.0015127311986151619
Position 4783: 0.001404931026675605
Position 6505: 0.0013463306412734228
Position 6430: 0.001197306301088106
Position 9898: 0.001186250135245515
Position 930: 0.0010424700121114021
Position 11244: 0.0009567700274471078
Position 11374: 0.0008795918574008829
Position 11136: 0.0008660264432020908
Position 5895: 0.0008207021988221797
Position 2278: 0.0007631461238819654
Position 11225: 0.0007120748138766801
Position 7708: 0.0006776997128664327
Position 6394: 0.0006228896519854031
Position 5541: 0.0006124369781966747
Position 1386: 0.000597297459793745
Position 212: 0.0005900670497205218
Position 11547: 0.00058741429218526
Position 11478: 0.0005780290682385568
Position 4618: 0.0005688588920364297
Position 8222: 0.0005630380944777223
Position 3788: 0.0005350477893031819
Position 2899: 0.000528107821238253
Position 6520: 0.0005220406075662578
Position 6409: 0.00048363784895822856
Position 4800: 0.0004685762176963554
Position 11861: 0.0004611595746654355
Position 1540: 0.00045788866444747126
Position 8419: 0.0004468722433337842
Position 6896: 0.0003892593196715402
Position 118: 0.0003601427231266745
Position 174: 0.0003506700441721264
Position 495: 0.00032679559080587374
Position 10690: 0.0003130018283996768
Position 194: 0.0002959101230655914
Position 8219: 0.0002915864715589142
Position 5873: 0.000282798516320253
Position 2557: 0.0002824712581360502
Position 8031: 0.0002681919837204394
Position 3733: 0.0002662578133610137
Position 8397: 0.00026283913464098023
Position 1611: 0.00026085677708106937
Position 257: 0.0002590267299186766
Position 658: 0.00024203770797372122
Position 8424: 0.00021524633600452343
Position 2553: 0.00020521201024437848
Position 8351: 0.00020320394281422234
Position 11208: 0.0001967135852611728
Position 11498: 0.00019510683624052625
Position 1965: 0.0001943538459297525
Position 5920: 0.0001912224405633866
Position 2961: 0.00018611583680355824
Position 7993: 0.00017070385548853306
Position 142: 0.0001652488010352963
Position 11949: 0.0001584989875662706
