Gene = abo
index = 1607
Annotated 5SS: [1026]
Annotated 3SS: [1082]
SMsplice 5SS: [1026]
SMsplice 3SS: [1082]
top_k =  1000
Partition function (log Z): -9.592619381797606

Sorted 5' Splice Sites (High to Low Probability):
Position 1026: 0.5567533501800739
Position 817: 0.3373694424105876
Position 647: 0.08620378864550302
Position 1022: 0.048353467393463134
Position 1202: 0.032250620105634016
Position 363: 0.01979021343428971
Position 611: 0.011622221931825109
Position 606: 0.009118708597971939
Position 788: 0.003815464284583066
Position 1505: 0.0024380000830016057
Position 1030: 0.0016207805447114917
Position 1236: 0.0014670033432798227
Position 212: 0.001360244719319863
Position 1233: 0.0012710039043625637
Position 958: 0.0011883669587359636
Position 1162: 0.0011796795975649956
Position 390: 0.001168150739749243
Position 994: 0.0010976212288388637
Position 807: 0.0009018739897413194
Position 663: 0.0008388541950936091
Position 156: 0.00046479765592928965
Position 526: 0.0003507103665091306
Position 633: 0.00029978948103471186
Position 75: 0.0002949906139668503
Position 1206: 0.000285878495599111
Position 623: 0.00017490479331125076
Position 1327: 0.00016968034616005013
Position 346: 0.00016166300130406277
Position 367: 0.00015911837946571488
Position 953: 0.00013710834542682692
Position 909: 0.00011619220324732182
Position 352: 0.00010475723188832462
Position 199: 0.00010071747778554358
Position 1754: 9.260096733523828e-05
Position 762: 7.331105541279305e-05
Position 1001: 6.481697912550345e-05
Position 576: 6.408031674454897e-05
Position 1242: 4.672127453488339e-05
Position 272: 4.526172022346047e-05
Position 322: 2.7778635422206342e-05
Position 681: 2.7362100306557693e-05
Position 1434: 2.613829221669087e-05
Position 1116: 2.4188943101832753e-05
Position 296: 2.0034421080172366e-05
Position 1004: 1.8779904651365704e-05
Position 749: 1.838151655125615e-05
Position 1586: 1.794433257583881e-05
Position 747: 1.74845918582466e-05
Position 521: 1.6316834533383913e-05
Position 412: 1.5290202841029676e-05
Position 355: 1.3697778757634774e-05
Position 1392: 1.3252577297731828e-05
Position 653: 1.3124268303575832e-05
Position 1260: 1.2513759586900427e-05
Position 573: 1.2013234205627323e-05
Position 651: 1.1711995202514092e-05
Position 594: 1.151372174872571e-05
Position 792: 1.1228413713044346e-05
Position 976: 6.0101103497204214e-06
Position 1501: 4.531356954730332e-06
Position 1770: 4.521056171406795e-06
Position 185: 3.982029303617366e-06
Position 404: 3.6060957622374273e-06
Position 544: 2.5633677442683593e-06
Position 140: 2.0273049294605924e-06
Position 1746: 1.6248711419478476e-06
Position 720: 1.4163603860818894e-06
Position 684: 9.89336848579606e-07
Position 3: 7.993572505741606e-07
Position 397: 4.383483975562937e-07
Position 117: 4.035066581544419e-07
Position 844: 3.0574438014341326e-07
Position 530: 2.6027144766099597e-07
