Gene = Fife
index = 1169
Annotated 5SS: [  339 13995 22202 27138 29470 32072 32478 32793 33153 38105 38626 38862
 44814 45780 53214 53477]
Annotated 3SS: [13763 21751 27001 29128 31822 32220 32537 32910 37979 38405 38796 44631
 45042 52467 53314 54017]
SMsplice 5SS: [  339 14019 27138 29061 29470 32072 32478 32793 33153 38105 38626 53214
 53477]
SMsplice 3SS: [13763 27001 28771 29128 31822 32220 32537 32910 37979 38405 52467 53314
 54017]
top_k =  1000
Partition function (log Z): 17.724678302180628

Sorted 5' Splice Sites (High to Low Probability):
Position 38626: 0.9999976477173927
Position 32793: 0.9995683842786979
Position 32072: 0.9980084633780878
Position 32478: 0.9821982155340865
Position 27138: 0.9789307415386702
Position 53214: 0.9544967170116447
Position 38105: 0.8916809084156248
Position 29470: 0.8547029193755815
Position 33153: 0.847369936223793
Position 53477: 0.7060563036533792
Position 44814: 0.6410983944064115
Position 21129: 0.6155772401070954
Position 14019: 0.6088739784940761
Position 29061: 0.5522869664011312
Position 339: 0.50152780193922
Position 15566: 0.3903370252808725
Position 45780: 0.3437761601288559
Position 182: 0.3400675867017521
Position 13902: 0.27193926691893905
Position 54834: 0.25549420039225446
Position 22202: 0.252148490337223
Position 4371: 0.14287775076557377
Position 33185: 0.11642884194551797
Position 13995: 0.09135814752456875
Position 46773: 0.0906334808187218
Position 41234: 0.0872073797562738
Position 17790: 0.07913098144241164
Position 4772: 0.07832836199114665
Position 163: 0.06905384918029936
Position 21644: 0.04450885559947516
Position 53754: 0.03757918782720142
Position 34018: 0.037522367135006805
Position 4306: 0.03441318688836584
Position 34739: 0.03433697009876639
Position 12389: 0.03119988460936865
Position 28154: 0.03036923799406739
Position 14047: 0.028416677664146375
Position 35309: 0.028083592814986062
Position 15870: 0.02784679903180377
Position 9361: 0.026207756401480622
Position 14819: 0.02425444609859215
Position 54108: 0.024094774018147507
Position 53758: 0.020904707638398384
Position 112: 0.01846413365749103
Position 178: 0.017864198573205068
Position 3452: 0.01738160677657245
Position 27345: 0.016569853580111912
Position 14251: 0.016278894186326477
Position 35976: 0.015238088394958074
Position 130: 0.014454892565498728
Position 15607: 0.013809913258510062
Position 46579: 0.01372511430954492
Position 28962: 0.01291891459968181
Position 36991: 0.012683959814522671
Position 38125: 0.01247822716667503
Position 14566: 0.010630767340538886
Position 15136: 0.01062872337249898
Position 45824: 0.010530310640752737
Position 15644: 0.009943441717049757
Position 15584: 0.009570808228101024
Position 12046: 0.009239528356118602
Position 190: 0.008671251831233096
Position 5242: 0.008525810496083286
Position 15273: 0.008148661086074512
Position 38279: 0.007912227551994137
Position 574: 0.007910228672552765
Position 174: 0.007798488996410106
Position 816: 0.007686619234306329
Position 3618: 0.007023998675802765
Position 27311: 0.006977788514630111
Position 38114: 0.006684079629342534
Position 21143: 0.006584879389533063
Position 5171: 0.006406151402956912
Position 1369: 0.005996491963544277
Position 28690: 0.005549895787552708
Position 27174: 0.005329065699884738
Position 35150: 0.0050913936703233555
Position 45809: 0.0049278703898771965
Position 29356: 0.004772919019251313
Position 49: 0.0045420172841921696
Position 54840: 0.004432613400811598
Position 39720: 0.0042628281214285805
Position 1219: 0.0042092204321210235
Position 55086: 0.0039056733498532914
Position 13906: 0.003659287342056317
Position 27211: 0.003656804649361237
Position 32485: 0.0035892096821789777
Position 33829: 0.0035887905068578588
Position 134: 0.00353740417425843
Position 3649: 0.0034579758579635594
Position 34596: 0.0034016141094341122
Position 11743: 0.003282552370727701
Position 16188: 0.0031888968642843573
Position 186: 0.003028331245770297
Position 34337: 0.0026067481908343434
Position 33234: 0.0025707387797735716
Position 1594: 0.0025087827361948084
Position 27402: 0.0025032797677918403
Position 114: 0.0024607819789784087
Position 15592: 0.0023066735205211383
Position 40693: 0.0022615331115555396
Position 53429: 0.0020226941066677573
Position 48425: 0.0016095589559922037
Position 40699: 0.0015471784799202064
Position 11993: 0.0014781461440432377
Position 11058: 0.0013390928754511088
Position 27543: 0.0012969372108246322
Position 38118: 0.001248814434547603
Position 16498: 0.0012349803992014962
Position 45720: 0.001186793382206187
Position 19668: 0.0011375133093940654
Position 38892: 0.0010632527593937402
Position 36001: 0.0009104533802584867
Position 33843: 0.0009067466920712484
Position 38158: 0.0007758197235743476
Position 15701: 0.0007396265786977724
Position 45784: 0.0006498589906449138
Position 3859: 0.0006392848487291379
Position 40718: 0.0005972959305949065
Position 32579: 0.0004634519391981297
Position 15996: 0.00045561732418577806
Position 41344: 0.0004510487084282209
Position 32142: 0.000444496661990209
Position 4012: 0.0004380179755826115
Position 45146: 0.00035412398931928716
Position 32087: 0.0003420794241043758
Position 39310: 0.0003024716320819407
Position 3446: 0.00029772732070533915
Position 40724: 0.00028921807164860626
Position 40886: 0.0002840893910664907
Position 33833: 0.00028158118161654563
Position 3622: 0.00027752735315574284
Position 3456: 0.0002554421344195945
Position 45647: 0.0002490328746033634
Position 2452: 0.00020652842966048025
Position 36201: 0.00020133835634478153
Position 295: 0.0001972777686324657
Position 33503: 0.000182519680653303
Position 4459: 0.00016819203747730867
Position 230: 0.00016508920399615644
Position 32799: 0.00016443219312973432
Position 15552: 0.0001566057773126578
Position 15876: 0.00015124354561834924
Position 32100: 0.00014855143934605926
Position 32435: 0.00014254986819127352
Position 33498: 0.00011588384408319066
Position 157: 0.00010996586960652813
Position 34254: 0.0001044349865448443
Position 3975: 0.00010302745888503921
Position 4519: 0.00010214107498312218
Position 7883: 9.591983252265424e-05
Position 32429: 8.594673191261216e-05
Position 4283: 8.35114803937207e-05
Position 1381: 7.373073623124231e-05
Position 4267: 6.775008629043814e-05
Position 39490: 6.229153151833681e-05
Position 32392: 5.365336924983681e-05
Position 34022: 5.311033802156234e-05
Position 38862: 5.276855669197867e-05
Position 1919: 5.155562038776587e-05
Position 32306: 5.005541901354647e-05
Position 53932: 4.641974328408747e-05
Position 766: 4.606066059829922e-05
Position 32797: 4.415633413334986e-05
Position 34614: 4.139128109477668e-05
Position 32582: 3.297400745292062e-05
Position 33306: 3.2513855673738284e-05
Position 39964: 3.096741909231053e-05
Position 33240: 3.0202802325327896e-05
Position 2264: 2.7224265254746515e-05
Position 7747: 2.3944346256944873e-05
Position 40680: 2.2521155126705132e-05
Position 33510: 2.2464248349318883e-05
Position 39546: 1.9366050001818394e-05
Position 33447: 1.9113408925439766e-05
Position 2323: 1.8624457099266004e-05
Position 32839: 1.2969062414145957e-05
Position 39272: 1.2613388469511734e-05
Position 2985: 1.1828985663925854e-05
Position 33304: 1.1395968711545314e-05
Position 39069: 1.1274510514405791e-05
Position 45125: 9.925766493495958e-06
Position 41836: 8.691342112428654e-06
Position 14240: 8.407101271166921e-06
Position 33507: 7.972946374305965e-06
Position 32541: 7.391392008029228e-06
Position 4736: 6.007972734840316e-06
Position 32417: 5.120664655814345e-06
Position 39460: 4.997482424830335e-06
Position 33473: 4.512807494972561e-06
Position 32411: 4.26045257805161e-06
Position 604: 3.432712254473688e-06
Position 745: 3.301106641054105e-06
Position 188: 3.2433892255481395e-06
Position 3525: 3.1467379388516925e-06
Position 39298: 2.374924225233125e-06
Position 32414: 2.314947352196742e-06
Position 459: 2.2945286957774515e-06
Position 39409: 2.087305362140909e-06
Position 120: 1.8442532330440736e-06
Position 783: 1.6373526805369791e-06
Position 730: 1.5796137087730739e-06
Position 442: 1.5400274357413397e-06
Position 33236: 1.4807128500567534e-06
Position 49504: 1.4701169814931631e-06
Position 38887: 1.1689083023372949e-06
Position 2300: 1.1216299940153384e-06
Position 39160: 9.962874232454554e-07
Position 655: 9.520245117168428e-07
Position 2829: 8.544599037373117e-07
Position 352: 7.802632538371018e-07
Position 118: 7.768769909943854e-07
Position 46628: 7.454491061284446e-07
Position 1195: 7.176315316573262e-07
Position 128: 7.0648733601268e-07
Position 46728: 6.467356797245342e-07
Position 165: 6.23718213088713e-07
Position 167: 5.925478373676291e-07
Position 1697: 5.741282788691466e-07
Position 2860: 5.390500518070085e-07
Position 194: 5.290277618442372e-07
Position 34353: 4.923722416099819e-07
Position 38877: 4.769478110362685e-07
Position 32752: 4.5046276652129584e-07
