Gene = Acn
index = 7
Annotated 5SS: [1693 2008 2300 2471]
Annotated 3SS: [1796 2064 2360 2558]
SMsplice 5SS: [1693 2008 2300 2471]
SMsplice 3SS: [1796 2064 2360 2558]
top_k =  1000
Partition function (log Z): -3.115766425214166

Sorted 5' Splice Sites (High to Low Probability):
Position 2471: 0.9371665976820766
Position 1693: 0.863261960907761
Position 2300: 0.8368179191137614
Position 2008: 0.7460622634563684
Position 788: 0.3105512059916534
Position 2734: 0.05293610465212635
Position 1986: 0.04395787555542049
Position 3025: 0.028654899974571626
Position 1117: 0.02370824255562576
Position 2913: 0.018622596934906817
Position 82: 0.018135123018462054
Position 1463: 0.01714234860366833
Position 2770: 0.017039598080767136
Position 1932: 0.014329611012036678
Position 794: 0.013743305934015586
Position 3010: 0.011791265515845278
Position 2909: 0.01042491447698079
Position 54: 0.008145504218817127
Position 2677: 0.00635179543484242
Position 3231: 0.005639151921099536
Position 1508: 0.005458973851251177
Position 101: 0.004393065372049234
Position 515: 0.004284116938008728
Position 1121: 0.0036130144551501783
Position 3028: 0.003509153503343954
Position 1735: 0.002546680614788651
Position 1995: 0.002128505926749334
Position 1135: 0.0016428551093009853
Position 132: 0.0015880110157133886
Position 1702: 0.0013944695266121698
Position 737: 0.0011673551383036347
Position 1660: 0.001106936011680451
Position 3031: 0.0009311823918567704
Position 1697: 0.0008964148282764149
Position 686: 0.0008371749087662972
Position 2713: 0.0008316295774659077
Position 20: 0.00080134501583809
Position 2841: 0.0007868681685762714
Position 1568: 0.0007235522445728621
Position 299: 0.0007167588547151494
Position 323: 0.000615109495134916
Position 2309: 0.0005961065512802477
Position 590: 0.0005588625926848861
Position 1153: 0.0005579967224575195
Position 1164: 0.0005248871121034705
Position 371: 0.0004908031858213101
Position 3287: 0.0004675108411894513
Position 845: 0.0004528450842234801
Position 1451: 0.00040967534187079943
Position 1638: 0.00034950910854171437
Position 2891: 0.000347803229121786
Position 2686: 0.0002967337985055536
Position 2964: 0.00021663380044435835
Position 117: 0.00014076872911627977
Position 2656: 0.0001386697885087941
Position 704: 0.00010366825590010172
Position 1666: 0.0001024718432858362
Position 1867: 9.826878941396138e-05
Position 1965: 8.636079246244914e-05
Position 136: 6.724311624584396e-05
Position 446: 6.0136232674736454e-05
Position 155: 5.2317399797186514e-05
Position 2581: 5.106933273376194e-05
Position 2288: 5.073971213310871e-05
Position 1092: 5.053263289594856e-05
Position 619: 4.8586302257704677e-05
Position 840: 4.040950283298642e-05
Position 1980: 3.385144081930884e-05
Position 1705: 3.22075410258885e-05
Position 1512: 2.993220167789557e-05
Position 1521: 2.7513634310492036e-05
Position 257: 2.5453475362088077e-05
Position 1859: 2.5248442634278697e-05
Position 1484: 2.1787432309499556e-05
Position 301: 2.1627293949290047e-05
Position 689: 1.9441812190444777e-05
Position 2491: 1.9182037241152823e-05
Position 219: 1.900375191807263e-05
Position 2611: 1.7811433437606495e-05
Position 2475: 1.749753015778981e-05
Position 147: 1.5134011667786069e-05
Position 672: 1.1625884594565824e-05
Position 1845: 9.871760491051078e-06
Position 1175: 7.743186720886625e-06
Position 2172: 6.745759829726581e-06
Position 2362: 5.273728563216842e-06
Position 869: 4.722000588863659e-06
Position 557: 4.131783842812542e-06
Position 2884: 4.073782733923371e-06
Position 1220: 3.922060071343696e-06
Position 178: 3.818243059883176e-06
Position 1223: 2.999017459863133e-06
Position 493: 1.3577627603640825e-06
Position 282: 1.0517860317930902e-06
Position 238: 1.0022987330493194e-06
Position 3379: 6.773797161732223e-07
Position 630: 3.5410064362097015e-07
Position 335: 1.9128575099320617e-07
Position 263: 1.1107024631271138e-07
Position 2210: 6.940350288338927e-08
Position 2523: 6.709532371770204e-08
Position 572: 3.649210295138534e-08
Position 338: 3.427463404155881e-08
Position 414: 2.3314199269254737e-08
Position 423: 1.160484498158624e-08
Position 2351: 5.957182879769843e-09
Position 269: 2.799675172400845e-09
Position 241: 1.345236505120138e-09
Position 244: 1.108432802758942e-09
Position 188: 9.83978942278567e-10
Position 456: 1.0821660600999955e-11
Position 2141: 3.0317879261437945e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2064: 0.9547730747202606
Position 2360: 0.7347467156492262
Position 1796: 0.698254651444049
Position 2558: 0.6945818353510164
Position 3105: 0.2666071855503576
Position 3115: 0.1382551628730056
Position 851: 0.09929255598598946
Position 1583: 0.09347154201188966
Position 1870: 0.07162060639460333
Position 3151: 0.03721603663264657
Position 166: 0.027163876977295463
Position 912: 0.019701815273501545
Position 1204: 0.019402646620874275
Position 2428: 0.019019855641700754
Position 859: 0.017828640067245573
Position 1228: 0.01766428961980898
Position 2397: 0.015247881371471251
Position 1071: 0.010178512228141968
Position 1880: 0.009273753089619812
Position 2374: 0.009254417036632236
Position 863: 0.009215737933523555
Position 1214: 0.007561889163387568
Position 840: 0.007178089503901782
Position 1268: 0.006937862562222832
Position 3324: 0.006469311306918376
Position 1034: 0.005333294466858775
Position 2902: 0.00509339896713723
Position 1074: 0.003888897269935689
Position 2517: 0.0030109888985331633
Position 2103: 0.0021857096473559554
Position 810: 0.002042792893698835
Position 2027: 0.001474715825002796
Position 2377: 0.0014728018985824844
