Gene = Fbw5
index = 1163
Annotated 5SS: [ 650 2128]
Annotated 3SS: [ 702 2181]
SMsplice 5SS: [ 650  910 2128]
SMsplice 3SS: [ 702  967 2181]
top_k =  1000
Partition function (log Z): -1.7735444866063568

Sorted 5' Splice Sites (High to Low Probability):
Position 650: 0.8891204117837139
Position 2128: 0.8026387595633755
Position 910: 0.5588482177838665
Position 1319: 0.1296085980098641
Position 590: 0.1062998847175358
Position 1711: 0.04649061933501809
Position 2135: 0.030719894662472387
Position 994: 0.02172951970620766
Position 1475: 0.0069724996787829206
Position 735: 0.005667998195108747
Position 833: 0.004699509778963919
Position 907: 0.0038121618885865517
Position 472: 0.003401583157555984
Position 921: 0.0033282996056946995
Position 1428: 0.002858500535468722
Position 644: 0.0024781225235505897
Position 1858: 0.0021807106373075776
Position 1770: 0.0021042708594271324
Position 1965: 0.0020470736111064133
Position 1665: 0.000963492873473149
Position 616: 0.0009369652756005029
Position 145: 0.00081971381703617
Position 295: 0.0007736422431556108
Position 917: 0.0007324088975945196
Position 2013: 0.0005792124541144075
Position 1444: 0.0005564380391900221
Position 1102: 0.0004557212320587908
Position 768: 0.00045142734217397965
Position 1702: 0.00036214672279656
Position 1677: 0.00023181991274059247
Position 1885: 0.00016079535753980273
Position 821: 0.00015059211569362765
Position 1145: 0.00012748941700170468
Position 1804: 9.250801491897449e-05
Position 865: 9.081959704637938e-05
Position 581: 6.367529416307747e-05
Position 377: 6.123395904645559e-05
Position 424: 5.930031303555329e-05
Position 292: 5.702251456162707e-05
Position 1077: 5.200725576719262e-05
Position 1051: 5.0223252178112224e-05
Position 56: 4.498373283643109e-05
Position 137: 3.662157686125593e-05
Position 493: 3.6121278155203984e-05
Position 756: 3.4870916390803454e-05
Position 101: 3.269476024967957e-05
Position 786: 3.111871247797156e-05
Position 725: 3.0360166032537312e-05
Position 2293: 2.8924156676192673e-05
Position 1117: 2.7719010228986888e-05
Position 2230: 2.738020645237537e-05
Position 375: 2.257327401197297e-05
Position 1125: 2.1359248687168118e-05
Position 1097: 1.840644488103408e-05
Position 1006: 1.815110011148522e-05
Position 654: 1.7756796726396816e-05
Position 2053: 1.7686245294030056e-05
Position 382: 1.758255696958931e-05
Position 2056: 1.7508222461889295e-05
Position 2037: 1.747561780537016e-05
Position 823: 1.685661762026263e-05
Position 342: 1.529369480470955e-05
Position 814: 1.2109007374030377e-05
Position 2004: 1.1050585937388951e-05
Position 286: 1.0719997821358487e-05
Position 194: 1.0368692078925286e-05
Position 412: 9.48454211473286e-06
Position 1328: 8.479476570528628e-06
Position 1181: 6.778168160317011e-06
Position 233: 5.81607652426349e-06
Position 551: 5.5708396520736185e-06
Position 942: 5.366140176962505e-06
Position 2296: 4.026343912865885e-06
Position 723: 3.518938853743348e-06
Position 2247: 2.836126121670176e-06
Position 21: 2.529947705177743e-06
Position 888: 2.4459173964703194e-06
Position 947: 9.140573103079326e-07
Position 366: 8.061020755812422e-07
Position 1011: 7.305206778839779e-07
Position 344: 4.423688151894093e-07
Position 1251: 1.5456552605185915e-07
Position 16: 8.940609774797499e-08
Position 1238: 5.063780263150993e-08
Position 1127: 2.483493252372842e-08
Position 664: 1.464207832468368e-08
Position 505: 1.1497795966062695e-08
Position 524: 7.841766967417523e-09
Position 1249: 5.547597477899516e-09
Position 1192: 5.142056610829757e-09
Position 2063: 7.109057400583503e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 702: 0.9993056430390557
Position 2181: 0.8392954076701128
Position 967: 0.5477776717132052
Position 1369: 0.08806304481857113
Position 1379: 0.04411462698016782
Position 1572: 0.031074472851056936
Position 2012: 0.017517929039726442
Position 2157: 0.012517945368878515
Position 1881: 0.009708358741216902
Position 1965: 0.005207136728737473
Position 886: 0.004185322951937179
Position 529: 0.003859639620226677
Position 1233: 0.0032219631001175913
Position 1911: 0.003195503648170614
Position 786: 0.003181449421108069
Position 1962: 0.0031794220203496593
Position 1097: 0.0029547714728653026
Position 1124: 0.0020796130247825954
Position 1925: 0.0017988482924312782
Position 1542: 0.00152632340709881
Position 1797: 0.0013424782449913556
Position 2063: 0.0010441946820814087
Position 1384: 0.0009602902144473527
Position 1629: 0.0008633728423754077
Position 2327: 0.0008426120204838065
Position 1824: 0.0007118394276658044
Position 2091: 0.000336861748698129
Position 2234: 0.00031928341850317353
Position 2027: 0.00031215323344085114
Position 535: 0.00024239955260645007
Position 2032: 0.00024227787481136267
Position 1334: 0.00022505152142438906
Position 2202: 0.00022331787175703413
Position 194: 0.00021562801614415333
Position 1589: 0.00020670441788970143
Position 634: 0.00019743555899972453
Position 2293: 0.00017935799755432685
Position 1606: 0.00012206469796327289
Position 1387: 0.00010496891849566835
Position 1843: 9.253666620854723e-05
Position 1845: 7.544752513371529e-05
Position 1177: 6.854623716094139e-05
Position 208: 6.618018988615211e-05
Position 1265: 6.203366663203312e-05
Position 205: 5.758775390318853e-05
Position 1213: 5.722269374392948e-05
Position 2344: 5.5974158687768915e-05
Position 947: 5.532486574103543e-05
Position 1319: 5.0419360037523855e-05
Position 466: 4.0614759414374634e-05
Position 1932: 3.711952752669957e-05
Position 424: 3.3669277176192716e-05
Position 1108: 2.741196377351624e-05
Position 162: 2.671792351609817e-05
Position 1297: 2.5146615221822623e-05
Position 1023: 2.497811443656569e-05
Position 1283: 1.5073393727501199e-05
Position 390: 1.4077544827763541e-05
Position 1068: 1.330913631769813e-05
Position 113: 1.2437956692580475e-05
Position 1187: 1.175165101943685e-05
Position 1181: 1.1363098931050754e-05
Position 1635: 9.035473721686926e-06
Position 2208: 9.025374383378739e-06
Position 1597: 8.706183876541845e-06
Position 1660: 7.043605356485988e-06
Position 717: 5.316913672347142e-06
Position 797: 5.1549681125385174e-06
Position 360: 4.675759915397301e-06
Position 2164: 3.5211169868573554e-06
Position 2334: 3.3397405650611745e-06
Position 480: 2.894032831639218e-06
Position 650: 2.130487331516076e-06
Position 1192: 2.019278782554104e-06
