Gene = rols
index = 1860
Annotated 5SS: [  298  3879 36164 37838 51929 52432 55981]
Annotated 3SS: [ 2949 35980 37697 51450 52128 52627 56043]
SMsplice 5SS: [  298  3879 36164 37838 51929 55981]
SMsplice 3SS: [ 2949 35980 37697 51450 55845 56043]
top_k =  1000
Partition function (log Z): -3.6922542581842124

Sorted 5' Splice Sites (High to Low Probability):
Position 3879: 0.9999441770627059
Position 36164: 0.9999383970188438
Position 51929: 0.9930523991100426
Position 37838: 0.9907272578631819
Position 55981: 0.9105846799512282
Position 298: 0.8183994741481404
Position 24027: 0.1946947950787592
Position 94: 0.12757169895180764
Position 2865: 0.11810575866866325
Position 1216: 0.027584550262492995
Position 52242: 0.02255232076056483
Position 50821: 0.02026783866385992
Position 100: 0.017480227701590363
Position 45970: 0.01535876169159647
Position 45364: 0.014398207612361531
Position 1830: 0.012604931285017702
Position 39668: 0.00944571994139089
Position 36483: 0.008187328623121347
Position 1135: 0.007159913372509686
Position 2717: 0.0069255964671349835
Position 40178: 0.0061430913404169896
Position 36810: 0.006007100061863606
Position 56358: 0.0057037735490375685
Position 1302: 0.005330542868292728
Position 1609: 0.004937746640688264
Position 43920: 0.0047825283865753805
Position 2022: 0.0042682790654537135
Position 15956: 0.00395701194646584
Position 19333: 0.003942689004727398
Position 86: 0.003890112467413882
Position 2357: 0.003653806903612609
Position 3674: 0.0036319530067117703
Position 48200: 0.0034529182506859426
Position 50862: 0.003427586813566737
Position 1835: 0.003229494740794402
Position 37760: 0.0031851390382115633
Position 148: 0.003064360203311535
Position 40863: 0.002937906308331951
Position 18533: 0.0028119061908724622
Position 44573: 0.002332382053512367
Position 37842: 0.0022788717398797434
Position 3: 0.002187970316832878
Position 9525: 0.002064517784409588
Position 1220: 0.0019034934961725807
Position 18478: 0.0017144723731257212
Position 8282: 0.0016059006332781946
Position 458: 0.0015166848421771315
Position 302: 0.001247110395708514
Position 5906: 0.0012290519736951912
Position 41023: 0.001212606751751632
Position 761: 0.0009696429624590526
Position 2750: 0.000893974493985302
Position 265: 0.0008513395828900134
Position 39335: 0.0008481732563116982
Position 2632: 0.0008287731948107732
Position 313: 0.0006966471015447616
Position 3041: 0.0006764321438448051
Position 56504: 0.0005617676084857287
Position 38795: 0.0005575863012592032
Position 52285: 0.0005405116800915519
Position 52852: 0.0005300922254024042
Position 1813: 0.0005264692605344004
Position 47169: 0.000502537247783982
Position 1698: 0.000497008142243151
Position 56371: 0.00046989123591348797
Position 889: 0.0004635000021142377
Position 1115: 0.0004450392312152336
Position 40251: 0.0004316220632347786
Position 1210: 0.00042735941508346303
Position 47585: 0.0004217637673079343
Position 41028: 0.00040268077833508935
Position 543: 0.0003954635682804079
Position 40889: 0.00037967416581191285
Position 929: 0.0003742561134999897
Position 40874: 0.0003653028004379831
Position 179: 0.00033438421778798764
Position 120: 0.0003047944307155829
Position 2061: 0.00029144092090951245
Position 2820: 0.0002788075656332473
Position 56376: 0.00027113722673914066
Position 1186: 0.000263907881559548
Position 2191: 0.000262021131564288
Position 161: 0.000254675637061927
Position 53188: 0.0002369931007015411
