Gene = MESR3
index = 1265
Annotated 5SS: [  469 14519 32372]
Annotated 3SS: [14486 32341 42952]
SMsplice 5SS: [469]
SMsplice 3SS: [42952]
top_k =  1000
Partition function (log Z): -29.426912162922736

Sorted 5' Splice Sites (High to Low Probability):
Position 469: 0.9999999996512912
Position 11865: 9.897796619380717e-07
Position 607: 4.3992678009440835e-07
Position 17087: 2.708360704655437e-09
Position 7411: 2.480224318060517e-09
Position 14129: 1.917790312462634e-09
Position 8195: 1.3631624724212277e-09
Position 8533: 5.087860151825325e-10
Position 967: 4.69124127157516e-10
Position 7638: 4.0177156134101975e-10
Position 463: 2.3044305011148637e-10
Position 12154: 2.2901892845885756e-10
Position 8569: 2.1695184014115797e-10
Position 1219: 1.5094573388727272e-10
Position 11476: 1.0733837920597932e-10
Position 789: 1.073368432802862e-10
Position 14008: 7.060585719740409e-11
Position 456: 3.352095810258409e-11
Position 7861: 2.798842881883696e-11
Position 7871: 2.2363620380852456e-11
Position 157: 1.394400014477608e-11
Position 473: 1.2649743845742788e-11
Position 39: 1.14615224432891e-11
Position 4281: 8.969083701672018e-12
Position 63: 7.770702258190625e-12
Position 1233: 5.832036946006466e-12
Position 586: 5.28230844918435e-12
Position 376: 4.463828024652261e-12
Position 34: 4.147790619395265e-12
Position 374: 3.762250282896997e-12
Position 370: 3.726338325773339e-12
Position 2136: 3.5530693328721163e-12
Position 151: 3.3946251803828387e-12
Position 372: 3.1820809956635714e-12
Position 69: 3.1810466336674074e-12
Position 4515: 2.8739081703805864e-12
Position 174: 2.648561466677284e-12
Position 7522: 2.5425890168427295e-12
Position 380: 2.2557383079423957e-12
Position 7532: 2.096500686649786e-12
Position 368: 1.8025952611728231e-12
Position 92: 1.4988452633971213e-12
Position 1265: 1.3879572814435458e-12
Position 497: 1.3751776287841662e-12
Position 2429: 8.779402062435565e-13
Position 77: 6.585421127711327e-13
Position 236: 5.187352731980662e-13
Position 95: 2.1868708487361076e-13
Position 280: 2.0363691400948306e-13
Position 253: 2.007294417368679e-13
Position 343: 1.9649450310153138e-13
Position 26: 1.8552565123700345e-13
Position 9516: 1.846907510834745e-13
Position 345: 1.7248066229302586e-13
Position 386: 1.6911886714312317e-13
Position 389: 1.666729227535518e-13
Position 51: 1.4715456345794007e-13
Position 591: 1.2386490108613312e-13
Position 599: 1.1786048574257847e-13
Position 82: 9.176254648217135e-14
Position 4321: 8.987549224932842e-14
Position 594: 6.985094380856125e-14
Position 161: 6.54773143103031e-14
Position 383: 6.422861339483688e-14
Position 378: 4.6755238775888043e-14
Position 1636: 4.5468629793588474e-14
Position 738: 2.8861824599802775e-14
Position 748: 2.2659575591600167e-14
Position 4635: 1.7191225337374504e-14
Position 435: 1.6377049440860455e-14
Position 4103: 1.504869571710147e-14
Position 978: 9.478276144010235e-15
Position 56: 7.395688714423058e-15
Position 333: 7.251488088935293e-15
Position 3746: 5.77192222031936e-15
Position 159: 4.025370138511503e-15
Position 4243: 3.4403183283215542e-15
Position 956: 3.0225878938254043e-15
Position 3165: 2.49261565676509e-15
Position 561: 1.4425863557223934e-15
Position 769: 1.168041149028545e-15
Position 5305: 1.0185489262089579e-15
Position 3795: 8.805344683036629e-16
Position 349: 8.285080041163964e-16
Position 2138: 7.586808507637676e-16
Position 1840: 5.741437068066872e-16
Position 650: 5.459952245805263e-16
Position 897: 4.0752162750469734e-16
Position 757: 2.990209189599202e-16
Position 2422: 2.4862685071962385e-16
Position 2209: 2.42297759393253e-16
Position 347: 1.9131014837237975e-16
Position 783: 1.364794169245878e-16
Position 2382: 8.267575179778079e-17
Position 1629: 8.234469158901583e-17
Position 1963: 7.662581757073785e-17
Position 1488: 6.855781705424596e-17
Position 1201: 6.7171698796958e-17
Position 3548: 5.2680809820133177e-17
Position 1094: 5.250399579254472e-17
Position 919: 4.8356275345584195e-17
Position 2385: 4.4692731598874604e-17
Position 1359: 2.942003018786625e-17
Position 1787: 2.65556665679335e-17
Position 1333: 2.5219745739353002e-17
Position 1209: 1.5126058281251322e-17
Position 702: 8.982552570826673e-18
Position 2658: 8.723512601828504e-18
Position 797: 7.569026534383186e-18
Position 2363: 6.683623132406681e-18
Position 999: 4.015665166453065e-18
Position 1853: 3.212729864189231e-18
Position 711: 2.8391183608073622e-18
Position 1762: 2.513688571415556e-18
Position 1799: 2.2650519394092108e-18
