Gene = Nprl3
index = 1331
Annotated 5SS: [ 91 388]
Annotated 3SS: [235 446]
SMsplice 5SS: [388]
SMsplice 3SS: [446]
top_k =  1000
Partition function (log Z): -8.448161973446753

Sorted 5' Splice Sites (High to Low Probability):
Position 388: 0.986223023828964
Position 1394: 0.08229780324320428
Position 26: 0.0308003937421151
Position 91: 0.020981286611840826
Position 121: 0.014075349524510259
Position 1545: 0.009232954231363288
Position 600: 0.00632348450787111
Position 243: 0.005783422342959685
Position 152: 0.005582440925498804
Position 1411: 0.0026263970092182632
Position 2142: 0.0023288588368467794
Position 622: 0.0022748091603268204
Position 2224: 0.0017483835625851385
Position 1484: 0.0006378055604637433
Position 567: 0.0005493181182613943
Position 1501: 0.0004985131314888317
Position 328: 0.0004726888312704192
Position 382: 0.000444751364131514
Position 266: 0.00036102236581618747
Position 574: 0.00034799878430342437
Position 631: 0.00031022951284870017
Position 553: 0.0002908865590732705
Position 247: 0.00023420751659825143
Position 671: 0.0002216306762847578
Position 558: 0.00016927362875499957
Position 1897: 0.0001592219092687878
Position 241: 0.00014370032065584963
Position 359: 0.00010647476612586301
Position 2130: 0.00010078284214037291
Position 1717: 7.629322601423109e-05
Position 2028: 7.289393754055705e-05
Position 1711: 5.7360804203574874e-05
Position 674: 5.679995537939237e-05
Position 211: 5.313181987103427e-05
Position 196: 4.942986857460701e-05
Position 112: 4.1424811555759533e-05
Position 1048: 3.972603964024974e-05
Position 509: 3.59065812763195e-05
Position 968: 2.5945673486443084e-05
Position 124: 2.10222904360213e-05
Position 130: 1.7386016190175352e-05
Position 80: 1.6774286198714188e-05
Position 745: 1.5280825670286553e-05
Position 1404: 1.304811935481399e-05
Position 249: 1.1013204487889295e-05
Position 635: 1.0988907169165988e-05
Position 281: 8.053603756829216e-06
Position 322: 6.331466164648609e-06
Position 115: 6.1442911073747475e-06
Position 316: 5.893955678033519e-06
Position 180: 4.8191200820070905e-06
Position 1071: 6.22689870846276e-07
Position 1235: 6.098434094818562e-07
Position 1131: 4.244799713200239e-07
Position 1114: 3.8041895357418746e-07
Position 792: 2.335700037328946e-07
Position 1733: 2.3091322819363039e-07
Position 1202: 1.862717189466256e-07
Position 290: 1.6432995696510102e-07
Position 709: 1.1949017651407456e-07
Position 1366: 1.1033330325375171e-07
Position 1740: 1.0758642383966434e-07
Position 1270: 6.422864511176945e-08
Position 750: 6.058210476119727e-08
Position 1374: 3.894367304975393e-08
Position 334: 2.0081789731083576e-08
Position 466: 2.9053325956341084e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 446: 0.9482902349491216
Position 1467: 0.04051163265552168
Position 303: 0.03945447461528148
Position 235: 0.02399231497035568
Position 1470: 0.01768168699633463
Position 492: 0.017402370478228114
Position 2275: 0.011238500991236978
Position 2393: 0.011181062361229552
Position 729: 0.006580753131205346
Position 1598: 0.006383602727675947
Position 660: 0.006086024101428692
Position 450: 0.0045101706550356654
Position 1536: 0.004052764569919722
Position 1679: 0.0034684269059280883
Position 169: 0.0027889150623986647
Position 1622: 0.002692873910987749
Position 585: 0.0026636886036873913
