Gene = Gale
index = 1179
Annotated 5SS: [ 497  865 1969]
Annotated 3SS: [ 623 1677 2028]
SMsplice 5SS: [ 497  865 1969]
SMsplice 3SS: [ 623 1677 2028]
top_k =  1000
Partition function (log Z): -0.02539401665712837

Sorted 5' Splice Sites (High to Low Probability):
Position 1969: 0.9906385648440127
Position 497: 0.9603328943457508
Position 865: 0.7875808577593539
Position 844: 0.09221922645489544
Position 2618: 0.07599390091467974
Position 1620: 0.02183195772665264
Position 805: 0.021662579558042475
Position 2535: 0.012608963589390867
Position 1653: 0.010958895798275185
Position 1216: 0.009191183347567338
Position 557: 0.009066953573818311
Position 292: 0.007914183374837064
Position 1724: 0.00758854571244831
Position 251: 0.005930437426921073
Position 1303: 0.0046218901594690725
Position 2065: 0.004191647319468658
Position 1850: 0.004015474635244614
Position 316: 0.0029196993047160276
Position 1510: 0.0022825561459552503
Position 1132: 0.0018682327028826248
Position 86: 0.0018172339494433158
Position 781: 0.0016811010894461317
Position 1094: 0.0016807935543336854
Position 1539: 0.0014915715960832755
Position 911: 0.0011684322197479944
Position 2547: 0.000970805784427346
Position 33: 0.0008716719908990132
Position 61: 0.0007596894492782997
Position 875: 0.0007542577282642068
Position 1090: 0.0007419839000042817
Position 1151: 0.0007320459355082812
Position 1237: 0.0006597685537216647
Position 1148: 0.0006097376129239348
Position 1251: 0.0005535127026126401
Position 1959: 0.00039992244850742975
Position 115: 0.0003759500065369511
Position 562: 0.00036268401108025087
Position 896: 0.0003037864740683104
Position 489: 0.00028360431831510254
Position 1693: 0.00025797422200386576
Position 2149: 0.00025096716971585926
Position 1170: 0.0002110101217943313
Position 1602: 0.00019230269336021437
Position 188: 0.00018953827917134045
Position 378: 0.00017870738361552805
Position 2585: 0.00017388183659953465
Position 73: 0.00016665925224332932
Position 412: 0.00015819435799882767
Position 1818: 0.00015677455446926782
Position 1079: 0.00014817597134264205
Position 2254: 0.00013932111506024904
Position 434: 0.00013367848250772047
Position 682: 0.00012668109856526314
Position 1443: 0.00011597126095970998
Position 925: 0.00011459532701444773
Position 1455: 0.00010509446400529234
Position 903: 0.00010176977776890563
Position 1172: 8.071831649697667e-05
Position 2593: 6.901016501790747e-05
Position 712: 6.341513884160544e-05
Position 2641: 6.124086833034972e-05
Position 1327: 5.942429733444874e-05
Position 2493: 5.411668035500133e-05
Position 2052: 4.97756654196829e-05
Position 2084: 4.877958465085642e-05
Position 162: 4.560410870885995e-05
Position 1749: 4.557278584753809e-05
Position 1260: 4.546633749486344e-05
Position 279: 4.2376566651902655e-05
Position 1449: 4.126729679208554e-05
Position 2646: 3.818585017935443e-05
Position 1580: 3.711886635145602e-05
Position 425: 3.70120799479262e-05
Position 853: 3.641486970920398e-05
Position 2555: 3.6414720545302265e-05
Position 820: 3.143655455654744e-05
Position 1452: 3.1398987164539646e-05
Position 2669: 3.086725352023265e-05
Position 1291: 2.8746355822029375e-05
Position 216: 2.784685356051115e-05
Position 362: 2.7043330951682958e-05
Position 2347: 2.605465533121268e-05
Position 2380: 2.5673175497092058e-05
Position 1843: 2.318712394519148e-05
Position 1720: 2.262297524707172e-05
Position 1514: 1.8893579093230352e-05
Position 2143: 1.7405282779660324e-05
Position 598: 1.6341075037840557e-05
Position 2406: 1.3006995204315208e-05
Position 2069: 1.2013947017280592e-05
Position 221: 9.841806695476111e-06
Position 1824: 9.742061281426244e-06
Position 732: 8.644691781193079e-06
Position 1898: 8.296889695295606e-06
Position 2081: 7.407522032285516e-06
Position 986: 7.176866551621538e-06
Position 1001: 5.13625138816664e-06
Position 1270: 5.058866000727206e-06
Position 381: 4.5953820629400495e-06
Position 1014: 4.293752755410378e-06
Position 2159: 4.154079795455829e-06
Position 1273: 3.966367886410435e-06
Position 1860: 3.138215996751713e-06
Position 2212: 3.1254323122766766e-06
Position 501: 2.761969049808406e-06
Position 721: 2.5601434718150393e-06
Position 1407: 2.1800847341501705e-06
Position 996: 2.1429205262854344e-06
Position 1953: 2.133182206604866e-06
Position 2567: 2.1046436942274186e-06
Position 202: 1.7815615756735975e-06
Position 2672: 1.5883433198419444e-06
Position 77: 1.5135877868811076e-06
Position 1979: 1.2717780159283075e-06
Position 2173: 1.1983367273850622e-06
Position 2262: 9.451822511853064e-07
Position 2644: 8.862055944944699e-07
Position 2667: 5.837114590942703e-07
Position 508: 4.814198828713481e-07
Position 2355: 3.147593907055225e-07
Position 2690: 2.760020430446615e-07
Position 168: 1.8336188475939617e-07
Position 1004: 8.551323547206376e-09
Position 640: 5.330918800817255e-09
Position 1870: 2.8100125912913895e-09
Position 1822: 2.307288037280869e-09
Position 583: 1.7329272492493771e-09
Position 1810: 1.5067631327221596e-10
Position 2038: 3.117740893515879e-11
Position 1041: 9.149149907674405e-12
Position 600: 1.1603732929610796e-12
Position 646: 2.5626167797306107e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 2028: 0.9935192516469128
Position 623: 0.9520785775404682
Position 1677: 0.8171150998957695
Position 2672: 0.08059069169521904
Position 1652: 0.07174774123076366
Position 1749: 0.05369160352944039
Position 1716: 0.032407716470242244
Position 1402: 0.014413976265048577
Position 2142: 0.0053454608984258075
Position 1829: 0.004240230347380214
Position 1014: 0.004112036184415349
Position 2641: 0.004084210451586067
Position 2736: 0.0030835902561985157
Position 1791: 0.0024607175125342497
Position 2718: 0.0023209836491038215
Position 388: 0.00140674109732725
Position 1818: 0.0011797680133076992
Position 1629: 0.0010125325469094993
Position 1434: 0.0009691854778050777
Position 1342: 0.0008439253135242838
Position 1120: 0.0008041437269800005
Position 861: 0.0006126243470002977
Position 1476: 0.0005913917459497792
Position 1614: 0.000563784128739005
Position 1917: 0.0005529428002440856
Position 1359: 0.00042057472490787787
Position 2585: 0.00034608629037335097
Position 2038: 0.0002545978428108792
Position 2081: 0.00023613805639991487
Position 375: 0.00021222535980060939
Position 1588: 0.00021026647781069438
Position 496: 0.000209648671404139
Position 1835: 0.00020005984306377197
Position 975: 0.0001959785444628716
Position 1064: 0.0001666809823380521
Position 2617: 0.0001408787653763563
Position 1860: 0.00012438181965552017
Position 2698: 0.00011927827659821633
Position 373: 0.00011344216997924408
Position 746: 0.00010947884671322491
Position 306: 9.726515130208486e-05
Position 2013: 7.539280417942517e-05
Position 1215: 6.307873641576613e-05
Position 523: 6.26974211171663e-05
Position 320: 5.93152253655053e-05
Position 903: 5.6629617201006974e-05
Position 121: 5.203567046017641e-05
Position 1488: 4.950925725881966e-05
Position 439: 4.622549600514923e-05
Position 1938: 4.4313031193728055e-05
Position 1443: 3.5679732106122885e-05
Position 951: 3.2083817235854575e-05
Position 570: 3.197879305639496e-05
Position 264: 2.917006724832443e-05
Position 749: 2.8674120487468385e-05
Position 196: 2.60233597460032e-05
Position 900: 2.248516328865237e-05
Position 520: 2.2015628242472823e-05
Position 864: 2.1545355533795578e-05
Position 368: 2.0935685332324506e-05
Position 115: 1.978341995861393e-05
Position 2621: 1.8276601623930967e-05
Position 1289: 1.7315786284580488e-05
Position 1498: 1.7268819485433862e-05
Position 162: 1.698585591480722e-05
Position 2000: 1.4545803730703562e-05
Position 296: 1.3103397940542943e-05
Position 818: 1.2095096666769138e-05
Position 2550: 1.0869793237031262e-05
Position 248: 9.6951256037902e-06
Position 238: 6.453759722574116e-06
Position 2183: 5.48951268368375e-06
Position 690: 4.974475031577376e-06
Position 419: 4.755751023411792e-06
Position 888: 4.711884277536264e-06
Position 1194: 4.4505632404237865e-06
Position 2376: 4.017509221432295e-06
Position 159: 3.29180643778921e-06
Position 90: 3.154775263507142e-06
Position 124: 2.6590958290051204e-06
