Gene = Ets65A
index = 1157
Annotated 5SS: [14582 14805 16737 18386 21532 24086]
Annotated 3SS: [14753 16676 18337 21341 23876 24358]
SMsplice 5SS: [  855  3146  3695  6176 14805 16737 21532 24086]
SMsplice 3SS: [ 2851  3317  6007 14753 16676 21341 23876 24358]
top_k =  1000
Partition function (log Z): 19.423508763263

Sorted 5' Splice Sites (High to Low Probability):
Position 21532: 0.9999999988582816
Position 24086: 0.9985188852869261
Position 3146: 0.9981937307490929
Position 6176: 0.9796044523558278
Position 3695: 0.9113246596320879
Position 855: 0.8935101225056311
Position 16737: 0.8405570885154154
Position 14805: 0.6437486739709039
Position 18386: 0.39505395106707836
Position 2645: 0.3908084462406464
Position 14582: 0.23545940903555918
Position 23694: 0.18497977477711447
Position 23690: 0.16149844789194423
Position 702: 0.11003640422214893
Position 8042: 0.09742526570957358
Position 3622: 0.08637610789903016
Position 14923: 0.08221362117262097
Position 2718: 0.05708473217213764
Position 2099: 0.04984354085928565
Position 22108: 0.043996748446913835
Position 22423: 0.041214885774741354
Position 20763: 0.03133411528404889
Position 1483: 0.026691039803104725
Position 2985: 0.02656974824442487
Position 18062: 0.026241481621152665
Position 22621: 0.024123034504968447
Position 9241: 0.017536947566310156
Position 8790: 0.013993040278128619
Position 18904: 0.008711940335177663
Position 5745: 0.008551385947489071
Position 11497: 0.008246066146691934
Position 22617: 0.008131034157514016
Position 16763: 0.007815089720425659
Position 24923: 0.00725712634294877
Position 23328: 0.00724928045882649
Position 22131: 0.007126547353218222
Position 19089: 0.006683418612683572
Position 16772: 0.0063892813586361695
Position 21953: 0.006042715712823025
Position 23639: 0.005941896479217474
Position 56: 0.0058485991129131115
Position 1148: 0.005777481833383234
Position 24770: 0.005756799760566799
Position 325: 0.005557965819254291
Position 18705: 0.0054303585108570526
Position 17285: 0.005102656586534075
Position 22175: 0.0046200550817831415
Position 134: 0.004459954534930448
Position 690: 0.003945324924538186
Position 18717: 0.003622673089744304
Position 4310: 0.0033528370952911257
Position 958: 0.0031477770751697273
Position 25318: 0.0030542407853217436
Position 25338: 0.0030433591947587424
Position 5576: 0.0030147045874818422
Position 1152: 0.003009568881555234
Position 2708: 0.002892300653065861
Position 4184: 0.0027335406586320495
Position 1796: 0.0026732900242957013
Position 1086: 0.002646069604969829
Position 23653: 0.0026258076143884524
Position 6346: 0.0026087914032781752
Position 4357: 0.0022878580341621256
Position 2691: 0.0021958491222739923
Position 5781: 0.002034762043112003
Position 4458: 0.001874923836004883
Position 7982: 0.001862044616530377
Position 5674: 0.0018413927552001432
Position 18186: 0.0018341948714343866
Position 15541: 0.0017343844481842155
Position 5834: 0.0017340722304335057
Position 2961: 0.0016191576286876596
Position 22625: 0.0014452507393389197
Position 1821: 0.0014166364895638812
Position 1321: 0.001413572051037949
Position 22613: 0.0014085403796995023
Position 7319: 0.0013636925735614313
Position 7943: 0.0013614407619508815
Position 22434: 0.001354029837432537
Position 8539: 0.0012674837614352684
Position 25206: 0.0012039945893036741
Position 23097: 0.0011668809986596698
Position 2915: 0.0011463066658943836
Position 3685: 0.001110383527707813
Position 924: 0.0010844940319861452
Position 22479: 0.0009641159442223166
Position 24707: 0.0009542365583977834
Position 679: 0.0009198751397298862
Position 22774: 0.0008911765357209967
Position 22611: 0.0008711949610085982
Position 3165: 0.0008711398735331023
Position 23537: 0.0008096221318909338
