Gene = ghi
index = 1715
Annotated 5SS: [158 295]
Annotated 3SS: [248 421]
SMsplice 5SS: [158]
SMsplice 3SS: [248]
top_k =  1000
Partition function (log Z): -6.651207108349462

Sorted 5' Splice Sites (High to Low Probability):
Position 158: 0.8134045840320681
Position 295: 0.35380069423039895
Position 6: 0.14301418265778335
Position 21: 0.1148024022308255
Position 162: 0.017413244717992753
Position 275: 0.003655798562912918
Position 559: 0.0033017385981522307
Position 10: 0.0032807377843695456
Position 267: 0.0020148857974378
Position 598: 0.0011406497077420669
Position 339: 0.0009235258448551525
Position 168: 0.0008595336412081058
Position 139: 0.0006061669782929626
Position 301: 0.0004882108391978572
Position 456: 0.0004085651438431893
Position 817: 0.00031542358411063953
Position 602: 0.00030547694030609335
Position 311: 0.0002702135395082606
Position 637: 0.00020424936024436447
Position 361: 0.00018721823907130058
Position 260: 0.0001845847289187304
Position 62: 0.00015560916751879175
Position 848: 0.00015096953464854832
Position 509: 0.00013468476673136691
Position 132: 0.00012182225512847617
Position 436: 0.00011431884857802886
Position 395: 6.48703830137626e-05
Position 249: 6.152119294506246e-05
Position 643: 5.0639574804003725e-05
Position 538: 4.069116922196087e-05
Position 831: 2.6895767913106478e-05
Position 411: 1.5261127007141734e-05
Position 142: 1.4139840554693341e-05
Position 299: 1.2769115324106412e-05
Position 834: 9.923099534683038e-06
Position 841: 7.450081171551817e-06
Position 119: 3.5096830328387e-06
Position 607: 2.5795859133473537e-06
Position 713: 1.973727793439628e-06
Position 614: 1.1674490958394056e-06
Position 810: 1.045695483756138e-06
Position 80: 8.382097958976056e-07
Position 448: 6.950296538414443e-07
Position 820: 5.988918734101174e-07
Position 78: 3.341389560974481e-07
Position 707: 1.1205248882033979e-07
Position 852: 9.674222595610839e-08
Position 66: 2.3161894904816835e-08
Position 424: 2.171641657411256e-09
Position 600: 8.548530469689036e-10
Position 472: 3.5097916432680406e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 248: 0.7081265443047325
Position 421: 0.4666524179149971
Position 78: 0.2585569121502993
Position 393: 0.009548745360819408
Position 632: 0.008056546530205152
Position 710: 0.003507437242278519
Position 323: 0.001841227673547238
Position 339: 0.0015786610041363623
Position 579: 0.0014084820460310234
Position 509: 0.0006837767590662348
Position 201: 0.0006416497459805957
Position 892: 0.0004810107332090245
Position 902: 0.00011733667030175491
Position 132: 9.82271022395387e-05
Position 544: 9.466171217953196e-05
Position 716: 8.989357443143038e-05
Position 590: 3.7535024527015434e-05
Position 375: 2.004790477358071e-05
Position 558: 1.4299598025607658e-05
Position 820: 5.524300655743289e-06
Position 831: 3.893112267609719e-06
Position 275: 3.7991511265504854e-06
Position 733: 2.8219643896346747e-06
Position 768: 2.00204601309621e-06
Position 257: 1.2179207926758508e-06
Position 799: 1.1544549166827622e-06
Position 299: 4.3134728424986027e-07
Position 852: 3.686090849179144e-07
Position 281: 3.2907622041453836e-09
Position 538: 7.156565161480224e-10
Position 198: 5.484052091995845e-10
