Gene = Pc
index = 1362
Annotated 5SS: [ 224 2715]
Annotated 3SS: [  537 11821]
SMsplice 5SS: [224 604]
SMsplice 3SS: [ 537 9292]
top_k =  1000
Partition function (log Z): -9.395684191066913

Sorted 5' Splice Sites (High to Low Probability):
Position 224: 0.733281830847462
Position 604: 0.5743206191615636
Position 9470: 0.5046025992706086
Position 7866: 0.3902972129315321
Position 7101: 0.3537397960570745
Position 8604: 0.2529717595726748
Position 1147: 0.09861743267794215
Position 6870: 0.07508767851864791
Position 9922: 0.06739464619797902
Position 409: 0.06245317943929987
Position 440: 0.0571435832784247
Position 2611: 0.035697594378212225
Position 424: 0.032741125086497916
Position 3108: 0.028253217770775982
Position 8171: 0.026663090344735046
Position 11170: 0.025931648658822543
Position 32: 0.024097156833028866
Position 1342: 0.021533388895418504
Position 10213: 0.020886732302386257
Position 403: 0.019275365122245904
Position 5730: 0.016594555122962432
Position 428: 0.015073309189269272
Position 7018: 0.013055246509041586
Position 9063: 0.01214282053365017
Position 416: 0.011818772616707978
Position 1648: 0.011733264132145496
Position 444: 0.010401775293743393
Position 405: 0.010016185207522418
Position 44: 0.007870087719439993
Position 2056: 0.007631262328111976
Position 420: 0.007150413049779015
Position 7272: 0.006514029468320148
Position 9441: 0.005680437229847711
Position 9844: 0.0056634096901810975
Position 2972: 0.005471837263848746
Position 184: 0.005460881793877172
Position 436: 0.004905220351436883
Position 430: 0.004759049669080496
Position 434: 0.004724153649459257
Position 432: 0.004405306974531294
Position 2985: 0.0042607584421915775
Position 2607: 0.0038633742479579555
Position 9671: 0.003216448540594639
Position 858: 0.003064571704339867
Position 11431: 0.0030522297321068587
Position 1063: 0.002849392456487783
Position 1676: 0.002771992081687582
Position 413: 0.001809109037547205
Position 235: 0.0016446847846177074
Position 1769: 0.0015713053142778557
Position 1556: 0.0015255979536453646
Position 735: 0.001241989306952773
Position 3594: 0.001189511650784683
Position 2758: 0.0010199057396738033
Position 2265: 0.0008489226472745357
Position 132: 0.000817333039596191
Position 935: 0.0005740684976795198
Position 7879: 0.0005495508011955603
Position 320: 0.0004787983015638937
Position 407: 0.0003708151060735778
Position 2030: 0.0003704940329366142
Position 11781: 0.0003492901189756805
Position 1501: 0.0003363958486135
Position 2339: 0.00028188775711277073
Position 334: 0.0002779226395620933
Position 55: 0.00026431564933439685
Position 3173: 0.00018175659172900332
Position 2660: 0.00016954436186089988
Position 2044: 0.00015061483787173408
Position 9848: 0.0001418009144838375
Position 1838: 0.00012638415398765518
Position 2060: 9.511999313656807e-05
Position 2691: 6.185772512412993e-05
Position 2262: 5.9679252234526894e-05
Position 1090: 5.672116048999314e-05
Position 2718: 4.562332096186319e-05
Position 1306: 2.929105195956039e-05
Position 459: 2.4628711345997116e-05
Position 1548: 2.1154409709217014e-05
Position 438: 1.7732965781497407e-05
Position 872: 1.721689246660918e-05
Position 1714: 1.6284743306868017e-05
Position 325: 1.5461478249781076e-05
Position 215: 1.5048935921072295e-05
Position 1588: 1.4397057686978932e-05
Position 2271: 1.3392821257024203e-05
Position 487: 1.159997098266709e-05
Position 2557: 1.1207999609956749e-05
Position 142: 1.0842683240456307e-05
Position 804: 1.0746531093652363e-05
Position 2238: 8.815741703323164e-06
Position 451: 8.714334544943597e-06
Position 2715: 8.09166984988593e-06
Position 484: 7.2261530071699265e-06
Position 2224: 6.635992104413688e-06
Position 1480: 5.912330844052546e-06
Position 2652: 5.839155975307273e-06
Position 2177: 5.709876519007832e-06
Position 182: 5.3093276858392645e-06
Position 15: 4.548197729176362e-06
Position 453: 3.0030924023291505e-06
Position 1754: 2.7311977287939778e-06
Position 1483: 2.6988015166261626e-06
Position 2089: 2.5935775978538435e-06
Position 1615: 2.2870345988500414e-06
Position 173: 1.219173286856505e-06
Position 117: 5.640182861874789e-07
Position 341: 3.5134750939356957e-07
Position 85: 2.0174585202849083e-07
Position 1833: 1.923958223830951e-07
Position 1773: 1.8201757512258576e-07
Position 757: 5.7533656625215626e-08
Position 927: 8.064544232296685e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9292: 0.8636969432627821
Position 537: 0.7148546156699913
Position 10644: 0.38629797840774954
Position 7150: 0.2935782836339754
Position 11473: 0.11671245426606847
Position 6778: 0.10764266894053688
Position 10061: 0.08317513399888497
Position 11284: 0.08277468398897156
Position 8288: 0.08082058551862821
Position 8276: 0.07678777263470686
Position 6937: 0.07031325558039118
Position 6790: 0.06532646519672347
Position 5926: 0.06372129081581604
Position 6774: 0.05331543248278956
Position 2416: 0.04974831482348931
Position 7397: 0.04749532250969413
Position 8098: 0.0464721941854159
Position 8415: 0.040472395525812895
Position 9974: 0.03263023526331084
Position 6539: 0.03019556396035318
Position 6736: 0.024071492769634682
Position 7171: 0.02265032505244372
Position 7076: 0.020403947831707406
Position 7630: 0.019264200778728115
Position 95: 0.019134364790174812
Position 2800: 0.016955590570159527
Position 5791: 0.015948013845327815
Position 8876: 0.014306622472789046
Position 9575: 0.013916472553623977
Position 6464: 0.013072514317629898
Position 7723: 0.011874660604105455
Position 8600: 0.011267931684400479
Position 303: 0.009838363581522852
Position 10186: 0.009813441473361453
Position 9661: 0.008372519209455925
Position 2413: 0.007762818656236257
Position 8460: 0.005947016488658381
Position 10623: 0.0051807680069091595
Position 10846: 0.004788798360735674
Position 5449: 0.004031330792955733
Position 10103: 0.003948267073818828
Position 9838: 0.003830793108008124
Position 5517: 0.0037483238979132407
Position 8331: 0.0034389486174478713
Position 5131: 0.002914649949036391
Position 312: 0.0025376954946863006
Position 7412: 0.002527791392062093
Position 5107: 0.002376598705373926
Position 5332: 0.0022192511404968865
Position 5983: 0.001999026671521951
Position 6858: 0.001975008391109386
Position 484: 0.0019638917104521716
Position 8554: 0.0018629814826372861
Position 7562: 0.001625307935850958
