Gene = Mfap1
index = 1278
Annotated 5SS: [ 187 1170]
Annotated 3SS: [ 247 1231]
SMsplice 5SS: [ 187 1170]
SMsplice 3SS: [ 247 1231]
top_k =  1000
Partition function (log Z): 1.7107199242442375

Sorted 5' Splice Sites (High to Low Probability):
Position 1170: 0.9865327028958992
Position 187: 0.9443981441924909
Position 1473: 0.014459844743608846
Position 1163: 0.010482151127225756
Position 1676: 0.009461178469587222
Position 1482: 0.0032245768993408937
Position 455: 0.001144200021976764
Position 545: 0.0010921477077564857
Position 1174: 0.0009188166057627022
Position 828: 0.00043085335422364757
Position 772: 0.0004231051631681741
Position 293: 0.000371966881508335
Position 1317: 0.0003399964515637844
Position 1669: 0.0003040594464280538
Position 1680: 0.000287741934535521
Position 1364: 0.0002411136042943882
Position 1346: 0.0002316346741922971
Position 1718: 0.00017283076793229995
Position 1102: 0.0001227221877066771
Position 484: 8.931254888244392e-05
Position 268: 8.572335866742457e-05
Position 1514: 6.455808254113705e-05
Position 1664: 6.330281625987296e-05
Position 274: 4.711787909144193e-05
Position 1378: 4.429757304302108e-05
Position 1562: 4.2722293478013134e-05
Position 248: 3.151876210130408e-05
Position 1375: 3.017649044275616e-05
Position 1352: 1.824654054558086e-05
Position 1689: 1.4441812528283643e-05
Position 1625: 1.342485939358472e-05
Position 1711: 1.0985191003803681e-05
Position 1127: 1.0608054745790816e-05
Position 1407: 8.833477345424374e-06
Position 523: 7.671938602083808e-06
Position 798: 7.344383518675881e-06
Position 220: 5.9833379874383326e-06
Position 596: 3.4996535839906012e-06
Position 1738: 3.3731288415183366e-06
Position 807: 2.9555673791265675e-06
Position 1547: 2.4732679785001253e-06
Position 1075: 2.3791484860577737e-06
Position 1727: 2.1877439476827743e-06
Position 1667: 1.5823624271482575e-06
Position 1018: 1.079860450404591e-06
Position 1006: 1.0696581079750148e-06
Position 10: 9.598674185525063e-07
Position 1589: 4.920919816736815e-07
Position 326: 2.0046032064192993e-07
Position 1320: 1.977611291649889e-07
Position 314: 1.126432188761214e-07
Position 96: 2.643353268757328e-08
Position 1077: 2.2998857941347214e-08
Position 1527: 2.0032486750258807e-08
Position 1571: 1.4317137973851666e-08
Position 85: 4.458102553233874e-09
Position 1233: 6.721518864744737e-10
Position 886: 2.4258483676046584e-10
Position 416: 9.58991942158495e-11
Position 112: 5.2103796588515225e-11
Position 255: 2.0541992123842764e-11
Position 902: 1.5677005934617723e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1231: 0.999881276302338
Position 247: 0.7818161621678148
Position 267: 0.1479395119120367
Position 1527: 0.01618766126620048
Position 1738: 0.009738498970501944
Position 326: 0.00506682565878025
Position 876: 0.003788254002740103
Position 915: 0.002018517286332887
Position 1535: 0.0012563558987746816
Position 365: 0.0011868201664628046
Position 297: 0.0007962006923926746
Position 1796: 0.0007172171895367417
Position 894: 0.000517332658282339
Position 506: 0.0005009781741362782
Position 279: 0.0004926406025358986
Position 273: 0.0004482034861398429
Position 1699: 0.00038555865051874687
Position 526: 0.00035991474047328736
Position 753: 0.00032731685082656206
Position 1430: 0.00018831266710366836
Position 1579: 0.00017839911522690534
Position 1547: 0.00017205400627091845
Position 817: 0.0001220934315965055
Position 1472: 0.00012121447782931681
Position 421: 0.00012059642756992996
Position 821: 0.0001124524637291185
Position 602: 9.930854434909567e-05
Position 759: 9.485893009396762e-05
Position 756: 8.664844652401399e-05
Position 594: 7.063374627085265e-05
Position 1364: 5.279382408534733e-05
Position 1038: 5.144043463868608e-05
Position 696: 4.8403709494681515e-05
Position 921: 4.309871508459617e-05
Position 1481: 2.69531391074316e-05
Position 918: 2.5179161946296224e-05
Position 660: 2.2343655879251253e-05
Position 333: 1.8262703711224738e-05
Position 828: 1.4927531230613699e-05
Position 924: 1.3209444002387828e-05
Position 516: 1.263246792948526e-05
Position 709: 9.660316902571353e-06
Position 369: 8.216501042058699e-06
Position 387: 7.830327071713901e-06
Position 1415: 7.58725230683443e-06
Position 607: 7.2741711792943045e-06
Position 1400: 6.524031006335552e-06
Position 945: 6.426131682744316e-06
Position 798: 6.343968663368026e-06
Position 645: 6.180087964149454e-06
Position 1247: 5.763639801083272e-06
Position 732: 5.545475470403788e-06
Position 948: 4.646921848065556e-06
Position 1361: 4.576831606104562e-06
Position 428: 4.266299679674999e-06
Position 942: 4.065966465864895e-06
Position 986: 3.5961816953776193e-06
Position 701: 3.2959460367900672e-06
Position 737: 3.1909706864445117e-06
Position 1044: 2.9962544801716902e-06
Position 633: 2.9504850787444334e-06
Position 936: 2.7608574144409027e-06
Position 837: 2.4508361334446398e-06
Position 780: 2.4024215700406133e-06
Position 834: 1.9862959592532254e-06
Position 1397: 1.5249362771276457e-06
Position 711: 1.3567896761757745e-06
Position 1589: 1.2214099392177063e-06
Position 402: 1.1307414961207346e-06
Position 939: 9.944169295625303e-07
Position 1514: 8.538332779156821e-07
Position 1244: 7.729632822549174e-07
Position 1071: 7.054561137591504e-07
Position 534: 6.845793755154698e-07
Position 468: 6.319241768620226e-07
Position 1457: 5.955733825777931e-07
Position 1059: 4.655106772431312e-07
Position 96: 4.528300439947647e-07
Position 954: 4.3635438237966635e-07
Position 465: 3.7755979408652865e-07
Position 973: 3.7486795763336107e-07
Position 717: 3.7295925549589107e-07
Position 978: 3.3344758731351066e-07
Position 1706: 3.3313608144681274e-07
Position 981: 3.2723920110509357e-07
Position 1035: 3.100295733860076e-07
Position 966: 3.0692086562400077e-07
Position 1281: 2.7888849984603195e-07
Position 69: 2.2255229469162421e-07
Position 117: 2.1920728132855643e-07
Position 786: 2.0635705832613653e-07
Position 855: 1.581161145539164e-07
Position 898: 1.4825377747588303e-07
Position 1442: 1.3259789923977736e-07
Position 1122: 1.1727736830359798e-07
Position 840: 1.1707127312592606e-07
Position 896: 1.0286357834183479e-07
Position 442: 9.089726144868122e-08
Position 1137: 8.287287544153821e-08
Position 471: 7.387911128901196e-08
Position 1195: 6.700677209636206e-08
Position 1622: 6.286691711801793e-08
Position 435: 5.805822932349205e-08
Position 483: 5.713228413259664e-08
Position 1146: 4.335352251948697e-08
Position 612: 4.07590529735992e-08
Position 55: 4.020482167849497e-08
Position 771: 3.625791041654412e-08
Position 149: 3.100566347649742e-08
Position 765: 3.077163684872679e-08
Position 112: 2.384238839491389e-08
Position 1618: 2.3443077220174053e-08
Position 1316: 2.2396744447612364e-08
Position 408: 1.876991332918918e-08
Position 459: 1.7213943126198303e-08
Position 1673: 1.5165945192099754e-08
Position 1487: 2.0104966646426422e-09
Position 151: 8.22815906889682e-10
Position 1571: 4.989293145139631e-10
Position 1331: 4.641630337028339e-10
Position 1298: 2.639766319657401e-10
Position 156: 2.3686099573637953e-10
Position 1295: 2.252182859870522e-10
Position 1283: 8.728964082523193e-11
Position 1352: 1.3181262091847389e-11
Position 378: 2.6488855623370906e-12
Position 637: 1.8486106578233144e-12
Position 182: 5.653117565077001e-13
Position 619: 5.329914514131427e-13
Position 336: 1.7319538807382865e-13
Position 214: 1.504922945869198e-13
Position 186: 4.149656037853777e-14
Position 228: 1.8928878933277685e-14
Position 194: 9.884612117958074e-15
Position 444: 4.487670921997372e-15
Position 199: 7.605974049959002e-17
Position 338: 2.1954798081652243e-18
