Gene = Ance-3
index = 21
Annotated 5SS: [  526  1181  1840  2137  2926  3356  3521 40133]
Annotated 3SS: [  673  1680  1895  2200  3251  3421 39991 40539]
SMsplice 5SS: [  526   879  1181  1840  2137  2926  3356  3521 40133]
SMsplice 3SS: [  673  1006  1680  1895  2200  3251  3421 39991 40539]
top_k =  1000
Partition function (log Z): -2.2959684676174743

Sorted 5' Splice Sites (High to Low Probability):
Position 3521: 0.9999467129514542
Position 526: 0.993758161518338
Position 1840: 0.9934326926356651
Position 2137: 0.9922784146490496
Position 3356: 0.9920981730318045
Position 2926: 0.9253481762718371
Position 1181: 0.847146680660639
Position 879: 0.5154938281185727
Position 2317: 0.29501617256468543
Position 2672: 0.13711751369777023
Position 2400: 0.12900550970070257
Position 2557: 0.12428650775388927
Position 1464: 0.10766866088803675
Position 3159: 0.087887851725452
Position 8296: 0.06653480979039603
Position 15276: 0.058022825794581755
Position 935: 0.04340538998769949
Position 810: 0.03260222796579319
Position 901: 0.02336974644901401
Position 926: 0.023171098720142204
Position 741: 0.022578435656774656
Position 2246: 0.01759012445119723
Position 2618: 0.016802380238083378
Position 766: 0.013256244205304671
Position 1154: 0.010348976719440644
Position 1185: 0.010048950510207058
Position 76: 0.007797692390583234
Position 3363: 0.00724613242975241
Position 1279: 0.006013668591436214
Position 731: 0.005726059446299377
Position 756: 0.005714694032370974
Position 2693: 0.005661333893145498
Position 40: 0.005340862034615467
Position 2662: 0.0038707923836093063
Position 7099: 0.003346220364887321
Position 2130: 0.003339762727722745
Position 61: 0.003157495258593513
Position 530: 0.0030070615216770276
Position 70: 0.0022319510002376704
Position 2938: 0.0019471075793465454
Position 6165: 0.0018814146002795536
Position 2141: 0.0018415065009461055
Position 1575: 0.001687344838394589
Position 2800: 0.0015498580385394447
Position 1873: 0.001543396546117093
Position 1283: 0.001495372201908258
Position 485: 0.0014574001009557435
Position 33: 0.0014284215682079167
Position 1487: 0.001251416987998342
Position 2482: 0.0011691189875127678
Position 1275: 0.0011544136462230917
Position 1638: 0.0011380024693336324
Position 1801: 0.0010002973949304822
Position 1828: 0.0008828027500921541
Position 2969: 0.0008385628582159436
Position 1563: 0.0008044029871548084
Position 65: 0.0007785670221284372
Position 1438: 0.0007032545900166755
Position 1374: 0.0006814440906091041
Position 491: 0.0006791635940669255
Position 2956: 0.0006577655948978304
Position 6616: 0.0006432593106462047
Position 3368: 0.0006272546909143304
Position 1476: 0.0005850842059615914
Position 1265: 0.000561336997673326
Position 219: 0.0005546783987929323
Position 1222: 0.000520682801175562
Position 2820: 0.0005022937978671638
Position 2321: 0.0004493524661918791
Position 1595: 0.0004356091828759306
Position 3101: 0.000426172141550085
Position 854: 0.0004096690580497956
Position 1287: 0.000395527305434643
Position 5263: 0.00037296240009796367
Position 2824: 0.00036471264547767776
Position 59: 0.0003327296521086761
Position 2226: 0.0003285063311476819
Position 5373: 0.0003217046217854838
Position 1454: 0.00031383455243028677
Position 181: 0.0002980833283106346
Position 2616: 0.000295138300655709
Position 1553: 0.00021469020038687297
Position 1351: 0.0002099604720423842
Position 161: 0.0002074329288465596
Position 290: 0.00020579075039555783
Position 2345: 0.00020561006690733528
Position 159: 0.00017247244800970988
Position 96: 0.00016254355591335112
Position 6594: 0.0001574699467787741
Position 798: 0.00012950602001606635
Position 1269: 0.0001289350368115379
Position 1082: 0.0001281134288832663
Position 153: 0.00012200944625662453
Position 308: 0.00011847206452808342
Position 2529: 0.00010497154448104801
Position 1124: 0.00010052938391822757
Position 2121: 9.933013344180075e-05
Position 6499: 9.827303506232202e-05
Position 618: 9.75276258206845e-05
Position 3126: 9.245034710402553e-05
Position 211: 8.917684065118999e-05
Position 292: 8.153340707389391e-05
Position 1231: 8.119103028009984e-05
Position 2272: 7.572554680985011e-05
Position 2941: 7.41757814287112e-05
Position 1319: 6.64181913790417e-05
Position 2422: 5.535861894618671e-05
Position 2517: 5.189592952125434e-05
Position 6620: 4.816005333946091e-05
Position 338: 4.6191156940730524e-05
Position 4463: 4.442299437664085e-05
Position 2611: 3.921130347171698e-05
Position 1851: 3.902606061690571e-05
Position 1928: 3.801876650547991e-05
Position 1087: 3.258762834197109e-05
Position 253: 3.223937030350392e-05
Position 2109: 3.21622259193037e-05
Position 2089: 3.1485357802931185e-05
Position 3117: 3.120466608405799e-05
Position 16: 3.052250559535288e-05
Position 2568: 2.994324695985854e-05
Position 255: 2.874374419769134e-05
Position 6937: 2.630620577630695e-05
Position 3360: 2.4657962716559285e-05
Position 2561: 2.3909675600835683e-05
Position 2467: 2.2392743005333276e-05
Position 3794: 2.2201625768410136e-05
Position 1192: 2.059034754050408e-05
Position 1419: 1.9369676854000948e-05
Position 2148: 1.786702685975078e-05
Position 1844: 1.720773978026693e-05
Position 1111: 1.613530354603594e-05
Position 1293: 1.4901702783766939e-05
Position 1794: 1.4376483778920692e-05
Position 382: 1.3491646057684316e-05
Position 1533: 1.3192887245339574e-05
Position 2415: 1.243948521550098e-05
Position 16699: 1.1361605195914113e-05
Position 1135: 1.1075229329217171e-05
Position 1387: 8.510186381340955e-06
Position 1316: 7.491630184881444e-06
Position 2702: 6.270275976141556e-06
Position 1895: 6.027147178173179e-06
Position 607: 5.962172603396133e-06
Position 2099: 4.403367789609761e-06
Position 6151: 4.129973481390089e-06
Position 1237: 3.91239303013338e-06
Position 7: 3.536000528502759e-06
Position 2424: 3.2335848208178334e-06
Position 5015: 2.7369370241646035e-06
Position 558: 2.6453429351460928e-06
Position 990: 2.476047907983044e-06
Position 3293: 2.0510908753449226e-06
Position 1766: 1.62574274961589e-06
Position 2220: 1.2889810996545979e-06
Position 1970: 1.1563800222818248e-06
Position 234: 1.02447752000337e-06
Position 4137: 6.953751048225625e-07
Position 2049: 6.007978366338553e-07
Position 12403: 5.114625921211288e-07
Position 1948: 4.832778363606906e-07
Position 2511: 4.5234900724604263e-07
Position 628: 4.3053324234654875e-07
Position 2550: 4.2901940720926196e-07
Position 347: 3.244787973333542e-07
Position 532: 2.874974482236606e-07
Position 2241: 2.8315225561874356e-07
Position 626: 2.3463811348635644e-07
