Gene = Strip
index = 1528
Annotated 5SS: [ 173 4172 5962]
Annotated 3SS: [3269 4234 6028]
SMsplice 5SS: [ 173 4172]
SMsplice 3SS: [3269 4234]
top_k =  1000
Partition function (log Z): -6.055601513531196

Sorted 5' Splice Sites (High to Low Probability):
Position 4172: 0.9383164480493842
Position 173: 0.9305275090823101
Position 5962: 0.3971019428679208
Position 4509: 0.3717371335130036
Position 2985: 0.0487305316166314
Position 6385: 0.040155539517872256
Position 240: 0.034638010839185336
Position 211: 0.028847032759199948
Position 2932: 0.028576848280673927
Position 4053: 0.025514920554243675
Position 2715: 0.01930706319245651
Position 5152: 0.013163262508490935
Position 2960: 0.012301931749570044
Position 6404: 0.010730106084989678
Position 1045: 0.010664053699797747
Position 5346: 0.010253944279515917
Position 5463: 0.009282601748774318
Position 2138: 0.008651585393679322
Position 5369: 0.007587751681291057
Position 4473: 0.0065240106888017485
Position 4950: 0.005918844807752204
Position 4749: 0.0056469320864243455
Position 251: 0.003952720889186634
Position 5096: 0.0037933168163204957
Position 6392: 0.003764199736111062
Position 6076: 0.0037038821731987495
Position 6007: 0.00342820203924745
Position 6481: 0.0031779902689746484
Position 6082: 0.0031096608353184127
Position 1605: 0.0029865208223659842
Position 6252: 0.0026314831653262687
Position 1723: 0.0025108436473790393
Position 4930: 0.0024541916847307796
Position 1991: 0.00243957891357025
Position 4565: 0.0019991619980025154
Position 4649: 0.0019487244387409721
Position 2558: 0.0016154762934591173
Position 4306: 0.001529128570979683
Position 2151: 0.001434355181302879
Position 5839: 0.0014244218281301265
Position 1126: 0.0014057428028595536
Position 1028: 0.0013970633234202902
Position 6408: 0.0012632623794570535
Position 3320: 0.0011037384373164458
Position 3483: 0.0010719523515538608
Position 5402: 0.0009329299475445955
Position 2744: 0.000815279489007706
Position 299: 0.000797570350159521
Position 2774: 0.0006401087366718626
Position 579: 0.0005754308815376948
Position 1784: 0.0005491874706230414
Position 1034: 0.00047397176198276243
Position 2264: 0.0004212198646940984
Position 5770: 0.0004022461124988808
Position 2606: 0.0003878205213328766
Position 2147: 0.00038405228466668103
Position 2957: 0.0003181044881136437
Position 4367: 0.0003160945160462121
Position 5542: 0.0002906069411300352
Position 3057: 0.0002749366104570693
Position 2376: 0.00024212426974774636
Position 6608: 0.00021313909717205523
Position 4751: 0.00021222527823844866
Position 4754: 0.00015712789117216055
Position 5843: 0.00015483041560569125
Position 3083: 0.00011352377934501793
Position 4579: 9.149316401614756e-05
